URL,Title,# of Guest Reviews,Zip Code,List Price
https://dogvacay.com/sitter-near-the-park-dog-boarding-22635,Sitter near the park,16,85008,
https://dogvacay.com/247-dog-boarding-dog-boarding-398626,24/7 Dog boarding,,85041,$35/night
https://dogvacay.com/perfect-pair-to-watch-your-pups-dog-boarding-301245,Perfect Pair to watch your Pups!,1,85013,$40/night
https://dogvacay.com/best-choice-4k9-dog-boarding-343403,Best Choice 4K9,,85339,$30/night
https://dogvacay.com/a-tucson-tail-dog-boarding-101667,A Tucson Tail,10,85711,$24/night
https://dogvacay.com/treadnbreakfast-llc-dog-boarding-119236,Treadnbreakfast LLC,10,85705,$45/night
https://dogvacay.com/dachshund-divas-dog-boarding-68582,Dachshund Divas,23,85711,$30/night
https://dogvacay.com/guineapickle-pet-service-dog-boarding-173485,Guineapickle Pet Service,17,85712,$30/night
https://dogvacay.com/dog-boarding-at-grandmas-house-dog-boarding-22263,Dog boarding at Grandma's House,5,85711,$45/night
https://dogvacay.com/big-dogs-welcome-dog-boarding-271658,Big Dogs Welcome!,2,85711,$22/night
https://dogvacay.com/daisys-drop-in-services-dog-boarding-386923,Daisy's Drop-In Services,,,
https://dogvacay.com/puppy-buddies-dog-boarding-44390,Puppy Buddies,7,85705,$35/night
https://dogvacay.com/doggie-zen-den-dog-boarding-367090,Doggie Zen Den!,1,85745,$25/night
https://dogvacay.com/scarbers-pet-services-dog-boarding-340182,Scarber's Pet Services,16,85706,$23/night
https://dogvacay.com/furbabies-fte-dog-boarding-323983,Furbabies Fête,,85749,$25/night
https://dogvacay.com/bulldog-enthusiast-dog-boarding-98305,Bulldog Enthusiast,4,85742,$40/night
https://dogvacay.com/loving-paws-dogsitting-dog-boarding-313850,Loving Paws Dogsitting,4,85742,$28/night
https://dogvacay.com/precious-paws-bed-biscuit-dog-boarding-187858,Precious Paws Bed & Biscuit,34,85629,$30/night
https://dogvacay.com/welcome-to-the-dog-shire-dog-boarding-376124,Welcome to The Dog Shire!,2,85629,$25/night
https://dogvacay.com/lucys-retreat-dog-boarding-149190,Lucy's Retreat,5,93307,$25/night
https://dogvacay.com/duchesss-pawhouse-dog-boarding-187522,Duchess's Pawhouse,39,93307,$25/night
https://dogvacay.com/woof-paradise-dog-boarding-388296,Woof Paradise,1,93313,$20/night
https://dogvacay.com/animal-lover-dog-boarding-408134,Animal Lover,,93306,
https://dogvacay.com/the-happy-tails-hotel-dog-boarding-247094,The Happy Tails Hotel!!,1,93306,$25/night
https://dogvacay.com/sioux-city-ranch-performance-dogs-dog-boarding-316510,Sioux City Ranch Performance Dogs,12,93314,$30/night
https://dogvacay.com/puppy-pal-dog-boarding-462559,Puppy Pal!,,93312,
https://dogvacay.com/puppy-paradise-dog-boarding-456750,Puppy Paradise,,93314,$30/night
https://dogvacay.com/dtla-little-tokyo-condo-dog-boarding-373278,DTLA Little Tokyo Condo!,11,90012,$33/night
https://dogvacay.com/buddys-buddy-dog-boarding-178166,BUDDY'S BUDDY,20,90012,
https://dogvacay.com/dougs-dogs-dog-boarding-177667,Doug's Dogs,25,90026,$50/night
https://dogvacay.com/silver-lake-edendale-hideaway-dog-boarding-274948,Silver Lake Edendale Hideaway,11,90026,$40/night
https://dogvacay.com/echo-bark-dog-boarding-57384,Echo Bark,144,90026,$40/night
https://dogvacay.com/canine-paradise-in-silverlake-dog-boarding-351062,Canine Paradise in Silverlake,18,90026,$40/night
https://dogvacay.com/the-doggy-casita-dog-boarding-358485,The Doggy Casita,11,90004,$40/night
https://dogvacay.com/love-cuddles-belly-rubs-dog-boarding-169981,Love & cuddles & belly rubs,13,90015,$42/night
https://dogvacay.com/dog-lovers-want-to-help-you-dog-boarding-390697,Dog lovers want to help you!,6,90026,$30/night
"https://dogvacay.com/your-pup-my-pal-dog-boarding-398407,""Your Pup, My Pal"",,90013,",,,,
https://dogvacay.com/sugarhound-lodge-dog-boarding-72305,Sugarhound Lodge,75,90026,$45/night
https://dogvacay.com/isle-of-dogs-inn-and-spa-dog-boarding-299339,Isle of Dogs Inn and Spa,16,90032,$30/night
https://dogvacay.com/puppys-lovely-new-home-dog-boarding-337710,Puppy's lovely new home,9,90015,$42/night
https://dogvacay.com/dogs-best-friend-dog-boarding-61398,Dog's Best Friend,17,90033,
https://dogvacay.com/silver-lake-puppy-palace-dog-boarding-2600,Silver Lake Puppy Palace!,8,90029,$40/night
https://dogvacay.com/pawfect-puppy-sitting-training-dog-boarding-373678,Pawfect Puppy Sitting & Training !,,95354,
https://dogvacay.com/student-ready-to-care-for-pets-dog-boarding-219851,Student ready to care for pets!,1,95382,
https://dogvacay.com/dedicated-dog-walker-dog-boarding-4454,Dedicated dog walker,3,95380,$35/night
https://dogvacay.com/julies-puppy-paradise-dog-boarding-205025,Julie's Puppy Paradise,2,95361,$40/night
https://dogvacay.com/lone-palm-ranch-dog-boarding-222838,Lone Palm Ranch,8,95361,$35/night
https://dogvacay.com/happy-hound-haven-dog-boarding-160865,Happy Hound Haven,11,95376,$35/night
https://dogvacay.com/pup-tastic-retreat-of-tracy-dog-boarding-206856,Pup-Tastic Retreat of Tracy,33,95376,$35/night
https://dogvacay.com/the-dogmother-dog-boarding-253640,The DogMother,12,95204,$30/night
https://dogvacay.com/loving-home-with-big-yard-dog-boarding-468400,Loving Home with Big Yard,1,95204,$25/night
https://dogvacay.com/safe-haven-vacay-dog-boarding-24551,safe haven  vacay,6,95380,$25/night
https://dogvacay.com/napa-dog-paradise-dog-boarding-53696,Napa Dog Paradise,8,94559,$40/night
https://dogvacay.com/doggie-paradise-in-napa-dog-boarding-221049,Doggie Paradise in Napa!,9,94558,$40/night
https://dogvacay.com/dog-house-dog-boarding-69166,Dog House,39,94558,$40/night
https://dogvacay.com/doggie-heaven-in-napa-dog-boarding-54973,Doggie Heaven in Napa!,1,94558,$34/night
https://dogvacay.com/freedom-paws-in-a-loving-home-dog-boarding-284501,Freedom Paws In A Loving Home!,5,94590,$30/night
https://dogvacay.com/while-youre-away-your-dog-will-play-dog-boarding-402100,While Youre Away Your Dog Will Play,,94591,$30/night
https://dogvacay.com/petopia-dog-boarding-81510,PetOpia,28,94591,$29/night
https://dogvacay.com/come-stay-and-play-dog-boarding-349184,Come Stay and Play!,12,94591,$35/night
https://dogvacay.com/pattis-pet-services-dog-boarding-40520,Patti's Pet Services,23,95409,$37/night
https://dogvacay.com/paws-at-play-boarding-pet-care-dog-boarding-193179,Paws at Play Boarding & Pet Care,,95687,$30/night
https://dogvacay.com/yvonnes-place-four-paws-dog-boarding-52943,Yvonne's Place 'Four' Paws,5,94572,$37/night
https://dogvacay.com/doggie-spring-break-year-round-dog-boarding-15089,Doggie Spring Break Year Round!!,11,94954,$42/night
https://dogvacay.com/-heavenly-haven-retreat-dog-boarding-34367,Heavenly Haven Retreat,47,94547,$35/night
https://dogvacay.com/marin-dog-nanny-dog-boarding-39336,Marin Dog Nanny,12,94949,$45/night
https://dogvacay.com/not-your-average-pet-sitter-dog-boarding-1476,Not Your Average Pet Sitter,2,94952,$55/night
https://dogvacay.com/my-homea-pawsome-pet-paradise-dog-boarding-165220,My home...a pawsome pet paradise!,6,95409,$40/night
https://dogvacay.com/i-treat-animal-like-a-human-dog-boarding-127188,I treat animal like a human!,,94572,$100/night
"https://dogvacay.com/martinez-play-big-dogs-welcome-dog-boarding-6181,""Martinez Play, Big Dogs Welcome!"",25,94553,$50/night",,,,
https://dogvacay.com/loving-care-for-your-dogs-dog-boarding-4362,loving Care for Your Dogs,3,,$40/night
https://dogvacay.com/the-dog-manny-dog-boarding-180968,The Dog Manny,1,94949,$50/night
https://dogvacay.com/happy-havanese-hotel-dog-boarding-9152,Happy Havanese Hotel,12,94564,$50/night
https://dogvacay.com/js-ranch-o-pooches-and-pals-dog-boarding-65782,J'S RANCH O' POOCHES AND PALS,,94945,$75/night
https://dogvacay.com/wine-country-ranch-getaway-dog-boarding-250881,Wine Country Ranch Getaway!,,95409,$50/night
https://dogvacay.com/home-away-from-home-dog-boarding-105381,Home away from Home,17,94947,$40/night
https://dogvacay.com/novato-high-paws-small-mid-dogs-dog-boarding-261033,Novato High Paws Small & Mid Dogs!,8,94947,$45/night
https://dogvacay.com/bark-and-breakfast-new-location-dog-boarding-64813,Bark and breakfast (new location),24,95405,$35/night
https://dogvacay.com/pet-mate-dog-boarding-222331,PET MATE,3,95409,$30/night
https://dogvacay.com/home-away-from-home-dog-boarding-131553,Home away from home,22,94803,$38/night
https://dogvacay.com/genuine-dog-lover-dog-boarding-366563,Genuine Dog Lover!,,94576,
https://dogvacay.com/thrasher-doggy-care-dog-boarding-402679,Thrasher Doggy Care,4,94949,$37/night
https://dogvacay.com/chateau-le-bark-sf-bay-area-dog-boarding-63448,Chateau le Bark - SF Bay Area,88,94805,$40/night
https://dogvacay.com/pet-sitting-in-your-own-home-dog-boarding-514,Pet Sitting In Your Own Home!,32,94901,
https://dogvacay.com/fun-in-the-sun-dog-boarding-218525,Fun in the Sun,8,94928,$30/night
https://dogvacay.com/javas-place-hands-on-paws-pet-svs-dog-boarding-2406,Java's Place-Hands on Paws Pet Svs,14,95409,$50/night
https://dogvacay.com/syls-smiling-dogs-dog-boarding-54709,Syl's Smiling Dogs,6,95405,$40/night
"https://dogvacay.com/bay-beach-and-beds-and-vet-too-dog-boarding-48100,""Bay, Beach and Beds (and Vet too)"",27,94901,$78/night",,,,
https://dogvacay.com/a-cozy-home-setting-for-a-small-dog-dog-boarding-204733,A cozy home-setting for a small dog,,94949,$50/night
https://dogvacay.com/watchdog-dog-boarding-63554,WatchDog,5,94803,$40/night
https://dogvacay.com/stay-roscoes-dog-boarding-380224,Stay @ Roscoe's,6,94520,$35/night
https://dogvacay.com/fun-in-hidden-lakes-park-dog-boarding-403142,Fun In Hidden Lakes Park,6,94553,$28/night
https://dogvacay.com/clean-house-near-parks-dog-boarding-199566,Clean House Near Parks,1,94803,$40/night
https://dogvacay.com/bow-wow-bungalow-dog-boarding-30483,Bow Wow Bungalow,9,94805,
https://dogvacay.com/an-active-dog-is-a-happy-dog-dog-boarding-124152,An active dog is a happy dog!,1,94903,$45/night
https://dogvacay.com/small-dogs-only-richmond-cottage-dog-boarding-84580,SMALL Dogs Only-Richmond Cottage,15,94804,$36/night
https://dogvacay.com/santa-rosa-dreyfus-and-hopes-dog-boarding-251733,Santa Rosa: Dreyfus and Hope's,3,95403,$29/night
https://dogvacay.com/doggy-paradise-dog-boarding-84349,Doggy Paradise,,94801,$30/night
https://dogvacay.com/dogs-are-us-dog-boarding-82877,Dogs are US!,5,94930,$50/night
https://dogvacay.com/mocassins-haven-dog-boarding-43419,Mocassins Haven,14,94523,$32/night
https://dogvacay.com/lover-of-all-things-furry-dog-boarding-117275,Lover of all things furry,,94804,
https://dogvacay.com/cozy-canine-cottage-dog-boarding-228145,Cozy Canine Cottage,3,95401,$30/night
https://dogvacay.com/calistoga-dreamin-dog-boarding-239150,Calistoga Dreamin',1,94515,$50/night
https://dogvacay.com/your-pet-will-be-pampered-dog-boarding-133048,Your Pet Will Be Pampered!,6,94960,$50/night
https://dogvacay.com/ruff-n-ready-dog-boarding-23299,RuFF 'n Ready,,95404,$50/night
https://dogvacay.com/ultra-responsible-huge-dog-lover-dog-boarding-398119,Ultra Responsible Huge Dog Lover,,94901,
https://dogvacay.com/award-winning-pet-care-dog-boarding-106403,Award Winning Pet Care,,94901,$49/night
https://dogvacay.com/woof-den-dog-boarding-248572,Woof Den,32,94904,$50/night
https://dogvacay.com/pug-party-palace-dog-boarding-17599,Pug Party Palace,10,94523,$35/night
https://dogvacay.com/karens-k-9s-boardingtraining-dog-boarding-76012,Karen's K-9's Boarding/Training,6,95403,$50/night
https://dogvacay.com/marin-home-dog-boarding-dog-boarding-286836,Marin Home Dog Boarding,22,94925,$50/night
https://dogvacay.com/cascade-oaks-dog-retreat-dog-boarding-108005,Cascade Oaks Dog Retreat,12,94930,$60/night
https://dogvacay.com/one-dog-at-a-time-dog-boarding-208839,One dog at a time!,10,94530,$50/night
https://dogvacay.com/your-dogs-home-away-from-home-dog-boarding-99962,YOUR DOG'S HOME AWAY FROM HOME,,94960,$50/night
"https://dogvacay.com/love-attention-and-activity-dog-boarding-21838,""Love, Attention and Activity!"",106,94706,$45/night",,,,
https://dogvacay.com/berkeley-hills-puppy-palace-dog-boarding-14296,Berkeley Hills Puppy Palace,35,94708,$45/night
https://dogvacay.com/cuddles-with-love-dog-boarding-380268,Cuddles with Love,2,94804,
https://dogvacay.com/we-love-your-dog-love-court-dog-boarding-98018,We Love Your Dog - Love Court,1,94930,$40/night
https://dogvacay.com/pawsitive-pet-care-dog-boarding-67936,PAWSitive Pet Care,2,94520,$50/night
https://dogvacay.com/not-currently-taking-dogs-dog-boarding-170306,Not currently taking dogs,5,95401,$25/night
https://dogvacay.com/love-and-company-dog-boarding-246315,Love and company,38,94518,$42/night
https://dogvacay.com/loving-pup-parents-in-wc-dog-boarding-293447,Loving Pup Parents in WC!,2,94597,$50/night
"https://dogvacay.com/happy-dogs-happy-owners-dog-boarding-53960,""Happy Dogs, Happy Owners"",116,94549,$42/night",,,,
https://dogvacay.com/paws-walks-and-dog-sitting-dog-boarding-326945,Paws' Walks and Dog sitting,,94901,
https://dogvacay.com/loves-dogs-dog-boarding-351699,Loves Dogs,,94804,
https://dogvacay.com/suzinpaws-dog-boarding-91689,Suzinpaws,,95401,$45/night
"https://dogvacay.com/small-dog-vacations-concord-ca-dog-boarding-188025,""Small Dog Vacations — Concord, CA"",2,94521,$75/night",,,,
https://dogvacay.com/room-to-roam-in-idyllic-setting-dog-boarding-392847,Room to roam in idyllic setting.,,94901,$40/night
https://dogvacay.com/on-a-private-dog-rd-dog-boarding-273246,On A Private Dog Rd,,94901,$50/night
https://dogvacay.com/holistic-dog-care-dog-boarding-64718,Holistic Dog Care,20,94703,$42/night
https://dogvacay.com/happy-place-dog-boarding-66538,Happy place !!,1,94521,$60/night
https://dogvacay.com/petopia-bay-pampered-dogs-cats-dog-boarding-273323,Petopia Bay- Pampered dogs & cats,3,94804,$40/night
https://dogvacay.com/jazzmins-garden-dog-boarding-101197,Jazzmin's Garden,15,94596,$60/night
https://dogvacay.com/aikos-puppy-love-in-walnut-creek-dog-boarding-280731,Aiko's Puppy Love in Walnut Creek!,23,94597,$35/night
https://dogvacay.com/your-dogs-home-away-from-home-dog-boarding-212787,Your dog's home away from home,16,94608,$42/night
https://dogvacay.com/doggie-wonderland-dog-boarding-398967,Doggie Wonderland,,94708,$40/night
https://dogvacay.com/pal-for-your-pup-while-youre-away-dog-boarding-379614,Pal for your pup while you're away!,,94706,
https://dogvacay.com/lolas-loving-lodge-dog-boarding-204479,Lola's Loving Lodge,,94703,$42/night
https://dogvacay.com/patient-pooch-person-dog-boarding-210282,Patient Pooch Person,25,94609,$45/night
https://dogvacay.com/doggie-delirious-dog-boarding-358893,Doggie Delirious!,,94597,$40/night
https://dogvacay.com/tail-waggin-vacation-and-spa-dog-boarding-181023,Tail Waggin Vacation and Spa!,6,94509,
"https://dogvacay.com/eat-play-cuddlewoof-dog-boarding-334329,""Eat, Play, Cuddle.....Woof!"",1,94806,$40/night",,,,
https://dogvacay.com/my-dream-is-to-walk-your-dog-dog-boarding-447772,My dream is to walk your dog,,94549,
"https://dogvacay.com/your-dog-your-home-dog-boarding-286980,""Your dog, your home!"",,94710,",,,,
https://dogvacay.com/loving-home-in-concord-dog-boarding-468430,Loving home in Concord,,94518,$35/night
https://dogvacay.com/totally-attentive-dog-boarding-284863,Totally Attentive,3,94920,$40/night
https://dogvacay.com/sophies-trailside-retreat-dog-boarding-467679,Sophie's trailside retreat,1,94597,$35/night
https://dogvacay.com/top-of-the-line-pet-care-dog-boarding-469666,Top of the Line Pet Care,,94518,$30/night
https://dogvacay.com/happy-paws-dog-boarding-418327,Happy Paws,8,94521,$30/night
https://dogvacay.com/east-bay-dog-stay-dog-boarding-268811,East Bay Dog Stay,22,94609,$40/night
https://dogvacay.com/snuggles-and-cuddles-for-your-pup-dog-boarding-60717,Snuggles and Cuddles for your Pup!,23,94611,$40/night
https://dogvacay.com/happy-hikedog-pet-sitting-dog-boarding-19918,Happy Hikedog Pet Sitting,56,94596,$45/night
https://dogvacay.com/pom-puppy-play-dog-boarding-158567,Pom Puppy Play,42,94608,$40/night
https://dogvacay.com/k-9-komforts-dog-boarding-15755,K-9 Komforts,15,94965,$46/night
https://dogvacay.com/writer-works-at-home-with-doggies-dog-boarding-1454,Writer works at home with doggies,9,94610,$40/night
https://dogvacay.com/lounge-your-hounds-dog-boarding-83349,Lounge Your Hounds,34,94608,$45/night
https://dogvacay.com/berkeley-bay-area-dog-sitting-dog-boarding-54183,Berkeley & Bay Area Dog Sitting,3,94705,$40/night
https://dogvacay.com/paws-and-refresh-dog-boarding-40365,Paws and Refresh!,41,94965,$65/night
https://dogvacay.com/doggie-fitness-bootcamp-dog-boarding-155307,Doggie fitness bootcamp!,12,94605,$44/night
https://dogvacay.com/vipet-care-dog-boarding-108578,VIPet Care,10,94602,$49/night
https://dogvacay.com/your-pet-stay-cation-specialist-dog-boarding-33566,Your Pet Stay-cation Specialist!,7,94611,
https://dogvacay.com/barks-parks-dog-boarding-111388,Barks & Parks,1,94805,$40/night
https://dogvacay.com/laid-back-safe-pup-pad-dog-boarding-160366,Laid Back Safe Pup Pad,3,94608,$36/night
https://dogvacay.com/dog-day-afternoon-dog-boarding-285496,Dog Day Afternoon,11,94608,$40/night
https://dogvacay.com/puppy-pawradise-dog-boarding-428224,Puppy Pawradise,3,94596,$30/night
https://dogvacay.com/dog-yogi-dog-boarding-71730,Dog Yogi,5,94618,$47/night
https://dogvacay.com/a-quiet-refuge-for-mellowold-dogs-dog-boarding-178868,A quiet refuge for mellow/old dogs,2,94941,$50/night
https://dogvacay.com/play-and-scoop-pet-sitting-dog-boarding-327122,Play and Scoop Pet Sitting,1,94941,$55/night
"https://dogvacay.com/fun-dog-centered-house-wyard-dog-boarding-368796,""Fun, Dog-centered House w/yard"",9,94607,$40/night",,,,
https://dogvacay.com/weekend-pup-getaway-dog-boarding-418095,Weekend pup getaway!,,94609,$35/night
https://dogvacay.com/east-bay-sitters-dog-boarding-358716,East Bay Sitters!!,1,94608,$45/night
https://dogvacay.com/college-student-who-loves-animals-dog-boarding-382617,College Student Who Loves Animals,,94595,$39/night
https://dogvacay.com/youll-wish-you-were-a-dog-dog-boarding-425073,You'll Wish You Were A DOG!!,,94608,$40/night
https://dogvacay.com/dog-lover-near-ashby-dog-boarding-328048,Dog lover near Ashby! =],,94703,$40/night
https://dogvacay.com/puppy-pack-pal-dog-boarding-362561,Puppy Pack Pal,,94618,
https://dogvacay.com/new-dog-in-town-dog-boarding-472991,New Dog in Town!,,94618,$40/night
https://dogvacay.com/corinnes-pet-care-dog-boarding-397227,Corinne's Pet Care,,94608,$50/night
https://dogvacay.com/doggie-luving-dog-boarding-194527,Doggie Luving,9,94609,
https://dogvacay.com/cuddly-care-dog-boarding-164566,Cuddly Care,2,94608,$35/night
https://dogvacay.com/its-a-pup-paradise-dog-boarding-259650,It's a Pup Paradise!,4,94133,
https://dogvacay.com/mcm-dog-sitting-dog-boarding-15684,MCM Dog Sitting,14,94602,$55/night
https://dogvacay.com/we-love-dogs-dog-boarding-141765,We love dogs,22,94602,$45/night
https://dogvacay.com/let-your-k9-stay-in-concord-today-dog-boarding-252282,Let your K9 stay in Concord today!,2,94521,$45/night
https://dogvacay.com/educator-and-true-dog-lover-dog-boarding-457234,Educator and true dog lover,,94609,$45/night
https://dogvacay.com/good-dogs-welcome-in-north-beach-dog-boarding-11721,Good Dogs Welcome in North Beach,46,94133,$35/night
https://dogvacay.com/voted-best-sitter-of-the-year-dog-boarding-1635,Voted Best Sitter of the Year!,4,94610,
https://dogvacay.com/in-cow-hollow-marina-with-garden-dog-boarding-230443,In Cow Hollow / Marina with garden,20,94123,$50/night
https://dogvacay.com/dog-lover-in-the-house-dog-boarding-415803,Dog Lover In The House!,4,94610,
https://dogvacay.com/shorties-pack-dog-boarding-198857,Shorties Pack,,94602,
"https://dogvacay.com/peace-love-and-happy-dogs-dog-boarding-429037,""Peace, Love and Happy dogs! :)"",,94565,",,,,
https://dogvacay.com/dog-paradise-dog-boarding-361577,Dog Paradise,6,94611,$35/night
https://dogvacay.com/bipedal-dogfriend-at-your-service-dog-boarding-442706,Bipedal Dogfriend at Your Service!,,94607,
https://dogvacay.com/the-uptown-dog-boarding-458729,The Uptown,,94612,$25/night
https://dogvacay.com/dog-lover-family-by-redwood-park-dog-boarding-397065,Dog-Lover Family by Redwood Park,,94611,$25/night
https://dogvacay.com/davids-doggie-hotel-dog-boarding-17662,David's Doggie Hotel,4,94610,$50/night
https://dogvacay.com/livingwithapollo-dog-boarding-173689,#LivingWithApollo,,94607,$50/night
https://dogvacay.com/pups-r-us-daycare-dog-boarding-155770,Pups R Us Daycare,48,94526,$40/night
https://dogvacay.com/lotsa-love-pet-care-dog-boarding-57674,Lot'sa Love Pet Care,1,94610,$60/night
"https://dogvacay.com/woofs-wags-whiskers-in-sf-dog-boarding-23107,""Woofs, Wags & Whiskers in SF!"",1,94123,",,,,
https://dogvacay.com/russian-hill-home-away-from-home-dog-boarding-193890,Russian Hill Home Away from Home!,2,94109,$60/night
https://dogvacay.com/love-adventures-dog-boarding-462315,Love & Adventures,,94610,
https://dogvacay.com/jetdog-love-lessons-for-your-pup-dog-boarding-95604,JetDog: Love & Lessons for your Pup,1,94602,$60/night
https://dogvacay.com/leave-your-pup-in-loving-hands-dog-boarding-352610,Leave Your Pup In Loving Hands!,2,94526,$50/night
https://dogvacay.com/home-sweet-home-dog-boarding-237618,Home Sweet Home,1,94133,
https://dogvacay.com/puppy-paradise-dog-boarding-472922,Puppy Paradise,,94109,$50/night
https://dogvacay.com/responsible-lifelong-dog-lover-dog-boarding-138752,Responsible lifelong dog lover,,94133,$100/night
https://dogvacay.com/cuddle-cottage-puppy-sitting-dog-boarding-353070,Cuddle Cottage Puppy Sitting,3,94109,$40/night
https://dogvacay.com/weekend-dog-sitting-dog-boarding-237182,Weekend Dog Sitting,,94123,$25/night
https://dogvacay.com/k9-cabana-dog-boarding-57083,K9 Cabana,5,95695,$35/night
https://dogvacay.com/woof-city-dog-boarding-393910,Woof City!,,94123,$35/night
"https://dogvacay.com/fun-loving-affordable-dog-care-dog-boarding-234753,""Fun, Loving, Affordable Dog Care"",3,94611,$35/night",,,,
https://dogvacay.com/happy-pets-dog-boarding-53537,Happy Pets,1,94602,$45/night
https://dogvacay.com/our-house-is-your-dogs-house-dog-boarding-164521,Our house is your dog's house :),12,92503,$40/night
https://dogvacay.com/doggyhome-dog-boarding-383967,DoggyHome,,92503,$24/night
https://dogvacay.com/chateau-woof-dog-boarding-401131,Chateau Woof!,2,92503,$40/night
https://dogvacay.com/we-love-dogs-dog-boarding-13792,We Love Dogs!,10,92508,$45/night
https://dogvacay.com/puppy-paradise-walks-everyday-dog-boarding-203646,Puppy paradise!! Walks everyday :),13,92503,$25/night
"https://dogvacay.com/professional-pet-care-llc-dog-boarding-132584,""Professional Pet Care, LLC"",38,92557,$35/night",,,,
https://dogvacay.com/romping-ranch-at-lovealabradoodle-dog-boarding-183956,ROMPING RANCH  AT LOVEALABRADOODLE,42,92860,$26/night
https://dogvacay.com/belly-rub-addicts-anonymous-dog-boarding-44387,Belly Rub Addicts Anonymous!,,92313,$50/night
https://dogvacay.com/pet-family-specialist-dog-boarding-367040,Pet Family Specialist,2,92860,$25/night
https://dogvacay.com/welcome-to-shangri-paw-dog-boarding-236816,Welcome to Shangri-paw!,16,92354,$25/night
https://dogvacay.com/dogs-are-my-passion-in-corona-dog-boarding-292182,Dogs Are My Passion in Corona,4,92879,$25/night
https://dogvacay.com/the-cottage-retreat-dog-boarding-179092,The Cottage Retreat,45,92881,$28/night
https://dogvacay.com/loving-care-lifetime-experience-dog-boarding-264967,Loving Care; Lifetime Experience,8,92324,$35/night
https://dogvacay.com/happy-hound-helpers-dog-boarding-20853,Happy Hound Helpers,,92557,$30/night
