URL,Title,Phone,Street Address,Locality,Region,Country,Postal Code
http://www.apontador.com.br/local/sp/sao_paulo/hospitais_particulares/C405000942644Z644E/clinica_sao_jose.html,Clinica Sao Jose,,Avenida Carlos Oberhuber-504- SALA 01 SALA 02-Jardim Floresta,São Paulo,SP,Brasil,CEP: 04836-130
http://www.apontador.com.br/local/sp/sao_paulo/adegas/C40394594A3C4S3C41/adega_sao_jose.html,Adega Sao Jose,,Rua Acácio Fontoura-1053- Jardim Vista Alegre,São Paulo,SP,Brasil,CEP: 04831-050
http://www.apontador.com.br/local/sp/sao_paulo/vidracarias/C404916414023N0234/vidracaria_sao_jose.html,Vidraçaria São José,11 2031-0162,Rua Diego Calado-182--Vila São Silvestre,São Paulo,SP,Brasil,CEP: 08011-420
http://www.apontador.com.br/local/sp/sao_paulo/restaurantes/L92VQ7J5/restaurante_sao_jose_ii.html,Restaurante Sao Jose Ii,11 5971-5763,Rua Quinta de São Francisco-92- Jardim Floresta,São Paulo,SP,Brasil,CEP: 04835-310
http://www.apontador.com.br/local/sp/sao_paulo/hospitais_particulares/C40327675A2D4U2D4F/centro_med_sao_jose.html,Centro Med Sao Jose,,Avenida Do Jangadeiro-102- e 118-Cidade Dutra,São Paulo,SP,Brasil,CEP: 04815-010
http://www.apontador.com.br/local/sp/sao_paulo/moda_e_acessorios/C403279942644O644B/sao_jose_calcados.html,Sao Jose Calcados,,Avenida Carlos Oberhuber-476- Jardim Floresta,São Paulo,SP,Brasil,CEP: 04836-130
http://www.apontador.com.br/local/sp/sao_paulo/dentistas/D5NEHRKR/assistencia_medica_sao_jose.html,Assistência Médica São José,11 5666-1109,Rua Juan Gonzales Vila-452- Cidade Dutra,São Paulo,SP,Brasil,CEP: 04811-000
http://www.apontador.com.br/local/sp/sao_paulo/postos_de_combustivel/C4076364034F2Q4F23/posto_de_serv_sao_jose.html,Posto de Serv Sao Jose,11 5929-1097,Rua Gonçalo Soares da França-100- Jardim Floresta,São Paulo,SP,Brasil,
http://www.apontador.com.br/local/sp/sao_paulo/padarias/C401387908134U1340/panificadora_flor_de_sao_jose.html,Panificadora Flor de Sao Jose,11 5928-0999,Rua José Bocchiglieri-11- Jardim Floresta,São Paulo,SP,Brasil,CEP: 04836-000
http://www.apontador.com.br/local/sp/sao_paulo/cultura/25M92NM9/parque_linear_sao_jose.html,Parque Linear São José,11 5666-1680,Rua Frederico René de Jaegher-2760- Jardim Kioto,São Paulo,SP,Brasil,CEP: 04826-000
http://www.apontador.com.br/local/sp/sao_paulo/restaurantes/8CDEXAPC/lanchonete_sao_jose_do_carrao.html,Lanchonete Sao Jose do Carrao,11 2722-2758,Avenida Rio das Pedras-3935- Jd Centenario-Cidade Centenário,São Paulo,SP,Brasil,CEP: 03930-310
http://www.apontador.com.br/local/sp/sao_paulo/educacao/CR922DV5/emei_vila_sao_jose.html,Emei Vila São José,11 5924-4502,Rua Venâncio Poletti-s/n- Jardim Floresta,São Paulo,SP,Brasil,CEP: 04836-110
http://www.apontador.com.br/local/sp/sao_paulo/enderecos_empresariais/U6YV3WVA/cavilheira_sao_jose_interlagos.html,Cavilheira São José  - Interlagos,11 5974-2001,Rua Christian Heins-146- Jardim Satélite,São Paulo,SP,Brasil,CEP: 04815-190
http://www.apontador.com.br/local/sp/sao_paulo/enderecos_empresariais/C403031942645U6452/assoc_vila_sao_jose.html,Assoc. Vila Sao Jose,,Avenida Carlos Oberhuber-551- VILA SAO JOSE-Vila São José,São Paulo,SP,Brasil,CEP: 04836-130
http://www.apontador.com.br/local/sp/sao_paulo/revendedores_e_concessionarias/2Y22L365/sucatao_sao_jose.html,Sucatao Sao Jose,11 5925-5947,Rua Acácio Fontoura-120- Jardim Kioto,São Paulo,SP,Brasil,CEP: 04831-050
http://www.apontador.com.br/local/sp/sao_paulo/padarias/XP22DJM4/panificadora_flor_de_sao_jose.html,Panificadora Flor de São José,11 5928-0999,Rua Paraventi-182- Jardim São Francisco,São Paulo,SP,Brasil,
http://www.apontador.com.br/local/sp/sao_paulo/sorveterias/C405245F0C336N3362/sorveteria_sao_jose.html,Sorveteria Sao Jose,,Rua Manoel Martin-351- Vila Dalva,São Paulo,SP,Brasil,CEP: 03735-180
http://www.apontador.com.br/local/sp/sao_paulo/enderecos_empresariais/C405861A07561U561E/casa_de_sao_jose.html,Casa de Sao Jose,,Rua Professor Antônio Filgueiras de Lima-28- Rio Pequeno,São Paulo,SP,Brasil,CEP: 05361-040
http://www.apontador.com.br/local/sp/sao_paulo/enderecos_empresariais/C405861A07561U561E/casa_de_sao_jose.html,Casa de Sao Jose,,Rua Professor Antônio Filgueiras de Lima-28- Rio Pequeno,São Paulo,SP,Brasil,CEP: 05361-040
http://www.apontador.com.br/local/sp/sao_paulo/enderecos_empresariais/C412701003512S5123/cdc_jardim_sao_jose.html,Cdc Jardim São José,,Rua D. Manuel DElboux-30- Jardim São José,São Paulo,SP,Brasil,CEP: 02932-110
http://www.apontador.com.br/local/sp/sao_paulo/construcao/ANMC4015/deposito_sao_jose.html,Deposito Sao Jose,11 4685-6600 / (11 4685-6603 / (11 4685-6617,Avenida Carlos Oberhuber-23- Jardim Floresta,São Paulo,SP,Brasil,CEP: 04836-130
http://www.apontador.com.br/local/sp/sao_paulo/postos_de_combustivel/HXCK3Q89/auto_posto_sao_jose.html,Auto Posto São José,11 5939-3972,Rua Gonçalo Soares da França-100- Jardim Floresta,São Paulo,SP,Brasil,
http://www.apontador.com.br/local/sp/sao_paulo/materiais_para_industria_textil/C404215A210F6D0F60/comercio_de_tecidos_sao_jose.html,Comercio de Tecidos Sao Jose,,Rua Rio Bonito-212- Jardim Augusta,São Paulo,SP,Brasil,CEP: 03023-000
http://www.apontador.com.br/local/sp/sao_paulo/construcao/BFTLXFYS/comercio_de_pedras_vila_sao_jose_rio_bonito.html,Comercio de Pedras Vila Sao Jose  - Rio Bonito,11 5668-8255,Rua Frederico René de Jaegher-276- Rio Bonito,São Paulo,SP,Brasil,CEP: 04826-000
http://www.apontador.com.br/local/sp/sao_paulo/construcao/BUB8P94G/lajes_itaim_balneario_sao_jose.html,Lajes Itaim - Balneário São José,11 5979-2407,Rua Balneário São José-8051- Recanto Ana Maria,São Paulo,SP,Brasil,CEP: 04864-000
http://www.apontador.com.br/local/sp/sao_paulo/consultoria/X894XXAJ/escritorio_avanco_vl_sao_jose.html,Escritório Avanço   - Vl São José,11 5928-0933,Avenida Senador Teotônio Vilela-5807- Jardim Icaraí,São Paulo,SP,Brasil,
http://www.apontador.com.br/local/sp/sao_paulo/servicos_financeiros_e_administrativos/RF8H4744/escritorio_contabil_s_sao_jose.html,Escritorio Contabil S Sao Jose,11 2273-1218,Rua Coelho Neto-25- Vila Prudente,São Paulo,SP,Brasil,CEP: 03150-010
http://www.apontador.com.br/local/sp/sao_paulo/igrejas/C40569034F190D1902/igreja_batista_balneario_sao_jose.html,Igreja Batista Balneario São Jose,,Rua Balneário São José-939- Igreja Batista-Balneário São Jose,São Paulo,SP,Brasil,CEP: 04864-000
http://www.apontador.com.br/local/sp/sao_paulo/vidracarias/527F4JQ5/vidracaria_maribel_vl_sao_jose.html,Vidraçaria Maribel   - Vl São José,11 5971-3257,Avenida Senador Teotônio Vilela-5677- Vila Quintana,São Paulo,SP,Brasil,
http://www.apontador.com.br/local/sp/sao_paulo/religiao/EX5Q6QUN/igreja_batista_de_vila_sao_jose.html,Igreja Batista de Vila Sao Jose,11 5925-3145,Rua Rubem Souto de Araújo-666- Jardim Angelina,São Paulo,SP,Brasil,CEP: 04835-080
http://www.apontador.com.br/local/sp/sao_paulo/materiais_de_construcao/443843GY/pedra_angular_vl_sao_jose.html,Pedra Angular  - Vl São José,11 5973-6111,Avenida Senador Teotônio Vilela-5497- Vila Quintana,São Paulo,SP,Brasil,
http://www.apontador.com.br/local/sp/sao_paulo/estetica/32J28723/sapataria_martins_vl_sao_jose.html,Sapataria Martins - Vl São José,11 2061-7736,Rua Oliveira Melo-653- Vila São José,São Paulo,SP,Brasil,CEP: 04271-000
http://www.apontador.com.br/local/sp/sao_paulo/escolas/5LN82E37/emei_vila_sao_jose_ii.html,Emei Vila São José Ii,,Rua Venâncio Poletti-181- Jardim Floresta,São Paulo,SP,Brasil,CEP: 04836-110
http://www.apontador.com.br/local/sp/sao_paulo/enderecos_empresariais/X6Z889H4/a_fonte_sao_jose_dos_campos.html,A Fonte - São José dos Campos,11 1239-1322,Rua Rio das Arraias-80- Gleba do Pêssego,São Paulo,SP,Brasil,CEP: 08265-270
http://www.apontador.com.br/local/sp/sao_paulo/alimentos/R4Y68X2H/mil_delicias_jd_sao_jose.html,Mil Delícias - Jd São José,11 3991-3646,Rua Arnaldo Alvernaz Nunes-136- Jardim São José,São Paulo,SP,Brasil,CEP: 02969-100
http://www.apontador.com.br/local/sp/sao_paulo/restaurantes/000766522000107/rest_self_ser_sao_jose.html,Rest Self Ser Sao Jose,11 5928-0161,Rua José Bocchiglieri-107- Jardim Rosalina,São Paulo,SP,Brasil,CEP: 04836-000
http://www.apontador.com.br/local/sp/sao_paulo/festas_e_eventos/CBW7S865/silcol_eventos_vl_sao_jose.html,Silcol Eventos   - Vl São José,11 5971-0400,Avenida Senador Teotônio Vilela-4029- An 2 Sl 22-Jordanópolis,São Paulo,SP,Brasil,
http://www.apontador.com.br/local/sp/sao_paulo/escolas_particulares/RBH99QA7/colegio_sao_jose_vl_polopoli.html,Colégio São José - Vl Polopoli,11 3731-2303,Avenida Otacílio Tomanik-262--Vila Polopoli,São Paulo,SP,Brasil,CEP: 05363-000
http://www.apontador.com.br/local/sp/sao_paulo/revendedores_e_concessionarias/S262643M/refificadora_gomes_bal_sao_jose.html,Refificadora Gomes   - Bal São José,11 5979-8032,Estrada Do Jaceguava-51- Vila Calu,São Paulo,SP,Brasil,
http://www.apontador.com.br/local/sp/sao_paulo/viagem_e_turismo/2RZ2D54H/akiyoshi_jogo_bal_sao_jose.html,Akiyoshi Jogo - Bal São José,11 5979-2522,Etr Jaceguava-2222- Jardim Ângela,São Paulo,SP,Brasil,
http://www.apontador.com.br/local/sp/sao_paulo/construcao/6DD4R88Q/polybras_locacoes_jd_sao_jose.html,Polybras Locacoes   - Jd São José,11 3936-2954,Rua Adele Zarzur-33- Jardim São José,São Paulo,SP,Brasil,CEP: 02971-000
http://www.apontador.com.br/local/sp/sao_paulo/construcao/BM3KEY4X/gesso_palmares_jd_sao_jose.html,Gesso Palmares - Jd São José,11 5872-3658,Avenida Vsc. do Rio Grande-326- Jardim Fraternidade,São Paulo,SP,Brasil,CEP: 05870-200
http://www.apontador.com.br/local/sp/sao_paulo/construcao/HX3B99AT/luppy_vidros_jd_sao_jose.html,Luppy Vidros - Jd São José,11 5874-2013,Avenida Vsc. do Rio Grande-726--Jardim Fraternidade,São Paulo,SP,Brasil,CEP: 05870-200
http://www.apontador.com.br/local/sp/sao_paulo/construcao_geral_/K7XD7GPX/materiais_eletricos_e_ferragens_sao_jose.html,Materiais Elétricos e Ferragens São José,11 5928-2056,Avenida Carlos Oberhuber-115--Jardim Floresta,São Paulo,SP,Brasil,CEP: 04836-130
http://www.apontador.com.br/local/sp/sao_paulo/escritorio_de_engenharia/JJCB45AK/amdaga_terraplenagem_vl_sao_jose.html,Amdaga Terraplenagem - Vl São José,11 5526-9469,Avenida Senador Teotônio Vilela-5991- Jardim Alpino,São Paulo,SP,Brasil,
http://www.apontador.com.br/local/sp/sao_paulo/revendedores_e_concessionarias/W28T4W8J/rodrigo_gomes_vl_sao_jose.html,Rodrigo Gomes -  - Vl São José,11 5058-7937,Rua Caçador de Esmeraldas-182- Vila São José,São Paulo,SP,Brasil,CEP: 04274-050
http://www.apontador.com.br/local/sp/sao_paulo/imoveis_residenciais/H783TYKV/conjunto_residencial_vila_sao_jose.html,Conjunto Residencial Vila São José,11 3533-3641,Rua Viriato Leão de Moura-169- Vila São José,São Paulo,SP,Brasil,CEP: 04836-210
http://www.apontador.com.br/local/sp/sao_paulo/servicos_em_informatica/Q385MPDZ/jz_informatica_vl_sao_jose.html,Jz Informatica   - Vl São José,11 3591-0053,Rua Santa Aurélia-228- Vila São José,São Paulo,SP,Brasil,CEP: 04274-040
http://www.apontador.com.br/local/sp/sao_paulo/alimentos_e_bebidas/C401014944356E3560/mini_padaria_jesus_sao_jose.html,Mini Padaria Jesus Sao Jose,,Avenida Engenheiro Heitor Antônio Eiras Garcia-2211- Jardim Maria Luiza,São Paulo,SP,Brasil,CEP: 05564-000
http://www.apontador.com.br/local/sp/sao_paulo/alimentos_e_bebidas/8HS489Y4/paquinho_representacoes_jd_sao_jose.html,Paquinho Representações   - Jd São José,11 2722-5208,Rua Neve-33- Cs 2-Jardim São José,São Paulo,SP,Brasil,CEP: 03931-060
http://www.apontador.com.br/local/sp/sao_paulo/escritorio_de_engenharia/Y7P7QQ77/id_construcoes_jd_sao_jose.html,Id Construções - Jd São José,11 5834-9060,Rua Sebastião Francisco de Oliveira-233- Sl 5-Jardim São José,São Paulo,SP,Brasil,
http://www.apontador.com.br/local/sp/sao_paulo/auto_escolas/C407742F27041D041B/auto_moto_escola_sao_jose.html,Auto Moto Escola Sao Jose,11 5971-8444,Rua Michel Alexandre Mutran-416- Jardim São José,São Paulo,SP,Brasil,CEP: 04835-060
http://www.apontador.com.br/local/sp/sao_paulo/servicos_financeiros_e_administrativos/C4189650600D3E0D3C/bradesco__vl_sao_jose_usp.html,Bradesco - Vl.Sao Jose-Usp,11 5929-8500,Rua Rubem Souto de Araújo-1047- Jardim Floresta,São Paulo,SP,Brasil,CEP: 04836-235
http://www.apontador.com.br/local/sp/sao_paulo/servicos_financeiros_e_administrativos/C415124062354T3543/bradesco__vl_sao_jose_usp.html,Bradesco - Vl.Sao Jose-Usp,11 5929-8500,Rua Rubem Souto de Araújo-1047- Jardim Floresta,São Paulo,SP,Brasil,CEP: 04836-235
http://www.apontador.com.br/local/sp/sao_paulo/servicos_financeiros_e_administrativos/C4178651012A0C2A02/bradesco__vl_sao_jose_usp.html,Bradesco - Vl.Sao Jose-Usp,11 5929-8500,Rua Rubem Souto de Araújo-1047- Jardim Floresta,São Paulo,SP,Brasil,CEP: 04836-235
http://www.apontador.com.br/local/sp/sao_paulo/medicina_e_saude_geral_/UXUJ824C/centro_medico_sao_jose_s_c.html,Centro Médico São José S/C,11 5666-0309,Avenida Do Jangadeiro-118- Cidade Dutra,São Paulo,SP,Brasil,CEP: 04815-010
http://www.apontador.com.br/local/sp/sao_paulo/imoveis_residenciais/4U7DBPSY/condominio_residencial_chacara_sao_jose_vila_cosmopolita.html,Condomínio Residencial Chácara São José - Vila Cosmopolita,11 2518-4266,Rua Santana do Rio Preto-17- Vila Cosmopolita,São Paulo,SP,Brasil,CEP: 08421-060
http://www.apontador.com.br/local/sp/sao_paulo/igrejas/4R6J5J95/paroquia_sao_jose_do_operario_capao_redondo.html,Paróquia São José do Operário - Capão Redondo,11 5873-2009,Pça. Prf. Mário dos Santos-32- Capão Redondo,São Paulo,SP,Brasil,CEP: 05866-120
http://www.apontador.com.br/local/sp/sao_paulo/oticas/C40439841E291U291E/foto_otica_relojoaria_nomura_vila_sao_jose.html,Foto Otica Relojoaria Nomura - Vila São José,11 95295-0930,Avenida Carlos Oberhuber-272- Jardim Floresta,São Paulo,SP,Brasil,CEP: 04836-130
http://www.apontador.com.br/local/sp/sao_paulo/moveis_e_decoracao/RSTQB86F/restauro_lustres_oliveira_balneario_sao_jose.html,Restauro Lustres Oliveira - Balneário São José,11 5979-6494,Rua João Morzilho-24- Balneário São Jose,São Paulo,SP,Brasil,CEP: 04864-030
http://www.apontador.com.br/local/sp/sao_paulo/associacoes_e_sindicatos/2CA9WZ32/centro_comunitario_sao_jose_do_jardim_peri.html,Centro Comunitario Sao Jose do Jardim Peri,11 2235-1006,Rua Cdes Amalia Matarazzo-47- C 39 F-Cachoeirinha,São Paulo,SP,Brasil,
http://www.apontador.com.br/local/sp/sao_paulo/cartorios_e_tabeliaes/C4120120624B0C4B0C/_3cartorio_de_notas_de_sao_jose_dos_campos.html,.3ºCartório de Notas de São José dos Campos,12 3909-7088,Praça Doutor João Mendes-127- Sé,São Paulo,SP,Brasil,CEP: 01501-001
http://www.apontador.com.br/local/sp/sao_paulo/bancos/C401495456311C3119/banco_itau_agencia_vila_sao_jose.html,Banco Itaú - Agência - Vila São José,11 5019-8135,Rua José Bocchiglieri-157- Jardim Rosalina,São Paulo,SP,Brasil,CEP: 04836-000
http://www.apontador.com.br/local/sp/sao_paulo/medicina_e_saude_geral_/C40591775E4D1Z4D1D/pronto_socorro_mun_balneario_sao_jose.html,Pronto Socorro Mun Balneario Sao Jose,,Rua Gaspar Leme-s/n- Balneário São Jose,São Paulo,SP,Brasil,CEP: 04864-050
http://www.apontador.com.br/local/sp/sao_paulo/eletroeletronicos/8V6M7JV6/nelson_cesario_jorge_jd_sao_jose.html,Nélson Cesário Jorge  - Jd São José,11 3976-2216,Rua Adele Zarzur-800--Vila Miriam,São Paulo,SP,Brasil,CEP: 02971-000
http://www.apontador.com.br/local/sp/sao_paulo/escolas_particulares/L2TY94PR/centro_de_educacao_integrada_indir_sao_jose_operario.html,Centro de Educação Integrada Indir Sao Jose Operario,,Rua Isidoro de Lara-295- Conjunto Residencial Jose Bonifacio,São Paulo,SP,Brasil,CEP: 08253-250
http://www.apontador.com.br/local/sp/sao_paulo/tabacarias/2M962LZ5/churrasquinho_sao_jose_industria_e_comercio_vila_oratorio.html,Churrasquinho São José Indústria e Comércio   - Vila Oratório,11 2965-2174,Rua Cipriana Martinez Zonta-215- Vila Canero,São Paulo,SP,Brasil,CEP: 03189-160
http://www.apontador.com.br/local/sp/sao_paulo/escolas_particulares/C41698404D2A3Z2A3D/sao_jose_operario_ii_centro_de_educacao_infantil.html,Sao Jose Operario Ii Centro de Educacao Infantil,11 2079-0123,Rua Mariano Moro-535- Vila Regina,São Paulo,SP,Brasil,CEP: 08225-060
http://www.apontador.com.br/local/sp/sao_paulo/escolas_particulares/C41475704D1E1C1E1F/sao_jose_operario_ii_centro_de_educacao_infantil.html,Sao Jose Operario Ii Centro de Educacao Infantil,11 5833-1435,Rua Pietro Solari-8- Jardim Fraternidade,São Paulo,SP,Brasil,CEP: 05870-170
http://www.apontador.com.br/local/sp/sao_paulo/construcao/ANMC19241/deposito_de_materiais_para_construcao_sao_jose_operario.html,Deposito de Materiais Para Construcao Sao Jose Operario,11 5872-5225,Rua Henrique Sam Mindlin-95- Jardim do Colégio,São Paulo,SP,Brasil,CEP: 05882-000
http://www.apontador.com.br/local/sp/sao_paulo/escolas/C403571930164S164A/sao_jose_desenvolvimento_imobiliario_xxiii_ltda.html,SAO JOSE DESENVOLVIMENTO IMOBILIARIO XXIII LTDA,11 3641-3344,AV QUEIROZ FL-1560- PQR DA LAPA,SAO PAULO,SP,Brasil,CEP: 05319-000
http://www.apontador.com.br/local/sp/sao_paulo/hospedagem_e_turismo/8H834Q8S/aluguel_de_onibus_e_vans_guibritur_jd_sao_jose.html,Aluguel de Ônibus e Vans Guibritur - Jd São José,11 5973-1529,Rua Jacques Stella-34--Jardim São José,São Paulo,SP,Brasil,CEP: 04837-020
http://www.apontador.com.br/local/sp/sao_paulo/correios/289EHGN3/agencia_dos_correios_ac_sao_jose_agencia_correio.html,Agência dos Correios - Ac Sao Jose - Agencia Correio,11 5929-5080 / (11 5973-5599 / (11 5929-5080,Avenida Carlos Oberhuber-504- Jardim Floresta,São Paulo,SP,Brasil,CEP: 04836-130
http://www.apontador.com.br/local/sp/sao_paulo/festas_e_eventos/ASVX7MZ4/rms_sonorizacao_de_eventos_jd_sao_jose.html,Rms Sonorização de Eventos - Jd São José,11 2864-2265,Rua Adele Zarzur-269- Jardim São José,São Paulo,SP,Brasil,CEP: 02971-000
http://www.apontador.com.br/local/sp/sao_paulo/industrias/K26688D7/higinox_ind_e_com_vila_sao_jose.html,Higinox Ind. e Com.  - Vila São José,11 5928-0899,Avenida Senador Teotônio Vilela-4187- Jordanópolis,São Paulo,SP,Brasil,CEP: 04833-001
http://www.apontador.com.br/local/sp/sao_paulo/assistencia_medica/5Q63678E/assistencia_medica_sao_jose_s_c.html,Assistência Médica São José S/C,11 5666-0309,Avenida Do Jangadeiro-118- Cidade Dutra,São Paulo,SP,Brasil,CEP: 04815-010
http://www.apontador.com.br/local/sp/sao_paulo/lanchonetes/45X9T24G/maria_aparecida_de_sa_jd_sao_jose.html,Maria Aparecida de Sa  - Jd São José,11 3999-3246,Rua Arnaldo Alvernaz Nunes-198- Jardim São José,São Paulo,SP,Brasil,CEP: 02969-100
http://www.apontador.com.br/local/sp/sao_paulo/lanchonetes/5X7KM859/edgar_shinichi_maeno_jd_sao_jose.html,Edgar Shinichi Maeno  - Jd São José,11 3975-5758,Rua Doutor João Toniolo-39- Jardim São José,São Paulo,SP,Brasil,CEP: 02969-000
http://www.apontador.com.br/local/sp/sao_paulo/festas_e_eventos/5YH3DN2F/eventos_e_sonorizacao_rms_jd_sao_jose.html,Eventos e Sonorização Rms - Jd São José,11 2864-2265,Rua Dezenove de Julho-269- A-Jardim São José,São Paulo,SP,Brasil,CEP: 02971-040
http://www.apontador.com.br/local/sp/sao_paulo/escolas_particulares/2J62KM29/creche_p_conv_casinha_de_sao_jose.html,Creche P Conv Casinha de Sao Jose,11 5943-6799,Rua Antônio Machado SantAnna-1621- Jardim Bonito,São Paulo,SP,Brasil,CEP: 04829-080
http://www.apontador.com.br/local/sp/sao_paulo/clinicas_e_diagnosticos/5HV5UX48/centro_social_sao_jose_jardim_vista_alegre.html,Centro Social São José - Jardim Vista Alegre,11 5927-3079,Rua Gonçalo Soares da França-20- Jardim Floresta,São Paulo,SP,Brasil,
http://www.apontador.com.br/local/sp/sao_paulo/alimentos/7EU39E59/laureano_lopes_monteiro_vl_sao_jose.html,Laureano Lopes Monteiro  - Vl São José,11 2966-0933,Rua Santa Elisa-50- Vila São José,São Paulo,SP,Brasil,CEP: 03159-150
http://www.apontador.com.br/local/sp/sao_paulo/consultoria/846S8XXB/solucao_de_contabilidade_e_assessoria_vl_sao_jose.html,Solução de Contabilidade e Assessoria - Vl São José,11 5972-2669,Avenida Senador Teotônio Vilela-4029- Bl 7A An 3 Cj 33-Jordanópolis,São Paulo,SP,Brasil,
http://www.apontador.com.br/local/sp/sao_paulo/hospitais_particulares/C40448693E441D441F/cetro_medico_sao_jose_av_interlagos.html,Cetro Medico São José Av Interlagos,11 5671-5116,Avenida Miguel Yunes-85- Usina Piratininga,São Paulo,SP,Brasil,CEP: 04444-000
http://www.apontador.com.br/local/sp/sao_paulo/industria_e_comercio/G423UYUL/auto_mecanica_sao_jose_vl_palmeiras.html,Auto Mecânica São José   - Vl Palmeiras,11 3977-9978,Rua Rio Verde-1768--Vila Palmeiras,São Paulo,SP,Brasil,
http://www.apontador.com.br/local/sp/sao_paulo/livrarias/M3AJ38VL/arruda_bauerfeldt_comercial_vila_sao_jose.html,Arruda Bauerfeldt Comercial   - Vila São José,11 2063-9753,Rua MontAlverne-392- sl 1-Vila São José,São Paulo,SP,Brasil,CEP: 04265-060
http://www.apontador.com.br/local/sp/sao_paulo/papelarias/298HZCMK/joy_etiquetas_adesivas_vila_sao_jose.html,Joy Etiquetas Adesivas - Vila São José,11 2061-3368,Rua MontAlverne-345- Vila São José,São Paulo,SP,Brasil,CEP: 04265-060
http://www.apontador.com.br/local/sp/sao_paulo/construcao/BAK8SFD4/g_9_incorporadora_e_construtora_vila_sao_jose.html,G-9 Incorporadora e Construtora - Vila São José,11 2591-6197,Rua Oliveira Melo-796- Vila São José,São Paulo,SP,Brasil,CEP: 04271-001
http://www.apontador.com.br/local/sp/sao_paulo/mecanicas_e_oficinas/JF883YU6/auto_eletrico_lider_vila_sao_jose.html,Auto Eletrico Lider  - Vila São José,11 2966-9365,Rua Taitendiba-27- Vila São José,São Paulo,SP,Brasil,CEP: 03159-110
http://www.apontador.com.br/local/sp/sao_paulo/ferragens/UX82J488/comercial_de_ferragens_danigus_vila_sao_jose.html,Comercial de Ferragens Danigus   - Vila São José,11 5928-7800,Rua Rubem Souto de Araújo-1110- Jardim Floresta,São Paulo,SP,Brasil,CEP: 04836-235
http://www.apontador.com.br/local/sp/sao_paulo/moveis/F2L7Q59C/decoracao_encanto_s_vl_sao_jose.html,Decoração Encanto S - Vl São José,11 5928-4244,Rua Viriato Leão de Moura-169- An 2 Ap 202-Vila São José,São Paulo,SP,Brasil,CEP: 04836-210
http://www.apontador.com.br/local/sp/sao_paulo/materiais_de_construcao/92Y7379A/novo_lar_sao_jose_materiais_de_construcao.html,Novo Lar São José Materiais de Construção,11 5928-5598,Rua Rubem Souto de Araújo-177--Jardim Angelina,São Paulo,SP,Brasil,CEP: 04835-135
