URL,Title,Phone,Street Address,Locality,Region,Postal Code,Category
http://www.123achei.com.br/servicos/bicicletas/bicicletas-pecas-e-acessorios/sao-jose-do-rio-preto/bicicleta-cia-da-bike-representante-soul-cycles-pecas-e-acessorios1.html,Bicicleta - Cia da Bike Representante Soul Cycles - Peças e Acessórios,(17) 3227-4848 TelFax,"R Abrão Thomé, 473 - Jd Walquíria",São José do Rio Preto,SP,15085-400,Bicicletas Peças e Acessórios
http://www.123achei.com.br/servicos/bicicletas/bicicletas-pecas-e-acessorios/sao-jose-do-rio-preto/new-bike1.html,New Bike,(17) 3012-1369(17) 3237-5012,"R Aparecida do Taboado, 2499 - Eldorado",São José do Rio Preto,SP,15043-100,Bicicletas Peças e Acessórios
http://www.123achei.com.br/servicos/bicicletas/bicicletas-pecas-e-acessorios/sao-jose-do-rio-preto/atc-bikes.html,Atc Bikes,(17) 3215-2240,"R Bernardino de Campos, 2264 - Vl Maceno",São José do Rio Preto,SP,15060-010,Bicicletas Peças e Acessórios
http://www.123achei.com.br/servicos/bicicletas/bicicletas-pecas-e-acessorios/mirassol/augumil-bike-bicicletas.html,Augumil Bike Bicicletas,(17) 3242-2041,"R Nove de Julho, 17 38 - S José",Mirassol,SP,15130-000,Bicicletas Peças e Acessórios
http://www.123achei.com.br/servicos/bicicletas/bicicletas-pecas-e-acessorios/sao-jose-do-rio-preto/bicicletaria-bike-borges.html,Bicicletaria Bike Borges,(17) 3221-6378,"Av N S Paz, 1818 - Jd Alto Alegre",São José do Rio Preto,SP,15055-500,Bicicletas Peças e Acessórios
http://www.123achei.com.br/servicos/bicicletas/bicicletas-pecas-e-acessorios/sao-jose-do-rio-preto/bicicletaria-bike-center-jardim-nunes.html,Bicicletaria Bike Center Jardim Nunes,(17) 3014-2426,"R Júlia Rodrigues Nogueira Paz, 2226 - Jd Nunes",São José do Rio Preto,SP,15046-822,Bicicletas Peças e Acessórios
http://www.123achei.com.br/servicos/bicicletas/bicicletas-pecas-e-acessorios/sao-jose-do-rio-preto/bicicletaria-borges.html,Bicicletaria Borges,(17) 3224-9398,"R Rodolfo Brandolezzi, 1525 - Prq Jaguaré",São José do Rio Preto,SP,15051-300,Bicicletas Peças e Acessórios
http://www.123achei.com.br/servicos/bicicletas/bicicletas-pecas-e-acessorios/sao-jose-do-rio-preto/bicicletaria-gasques.html,Bicicletaria Gasques,(17) 3217-9661,"R Luciana Rosa, 270 - Solo Sagrado I",São José do Rio Preto,SP,15044-270,Bicicletas Peças e Acessórios
http://www.123achei.com.br/servicos/bicicletas/bicicletas-pecas-e-acessorios/sao-jose-do-rio-preto/bicicletas-cia-da-bike.html,Bicicletas Cia da Bike,(17) 3227-4848,"R Abrão Thomé, 473 - Jd Walquíria",São José do Rio Preto,SP,15085-400,Bicicletas Peças e Acessórios
http://www.123achei.com.br/servicos/bicicletas/bicicletas-pecas-e-acessorios/sao-jose-do-rio-preto/bicicletas-clinicas-das-bikes.html,Bicicletas Clínicas das Bikes,(17) 3011-3886(17) 3224-0355,"Av Dr Fernando Costa, 1026 - Jd Primavera",São José do Rio Preto,SP,15061-000,Bicicletas Peças e Acessórios
http://www.123achei.com.br/servicos/bicicletas/bicicletas-pecas-e-acessorios/sao-jose-do-rio-preto/bike-ciclo.html,Bike Ciclo,(17) 3225-1979,"R José Bonifácio, 1022 - Jd Analice",São José do Rio Preto,SP,15070-400,Bicicletas Peças e Acessórios
http://www.123achei.com.br/servicos/bicicletas/bicicletas-pecas-e-acessorios/sao-jose-do-rio-preto/bike-mania.html,Bike Mania,(17) 3014-0621,"R Osvaldo Aranha, 2666 - Vl Esplanada",São José do Rio Preto,SP,15025-620,Bicicletas Peças e Acessórios
http://www.123achei.com.br/servicos/bicicletas/bicicletas-pecas-e-acessorios/sao-jose-do-rio-preto/bike-mania.html,Bike Mania,(17) 3014-0621,"R Osvaldo Aranha, 2666 - Vl Esplanada",São José do Rio Preto,SP,15025-620,Bicicletas Peças e Acessórios
http://www.123achei.com.br/servicos/bicicletas/bicicletas-pecas-e-acessorios/sao-jose-do-rio-preto/bike-norte.html,Bike Norte,(17) 3236-6392,"Av Menezes, 3122 - Eldorado",São José do Rio Preto,SP,15043-080,Bicicletas Peças e Acessórios
http://www.123achei.com.br/servicos/bicicletas/bicicletas-pecas-e-acessorios/sao-jose-do-rio-preto/bike-show.html,Bike Show,(17) 3233-7705,"R Antônio de Godoy, 2778 - Centro",São José do Rio Preto,SP,15015-100,Bicicletas Peças e Acessórios
http://www.123achei.com.br/servicos/bicicletas/bicicletas-pecas-e-acessorios/sao-jose-do-rio-preto/bike-show.html,Bike Show,(17) 3233-7705,"R Antônio de Godoy, 2778 - Centro",São José do Rio Preto,SP,15015-100,Bicicletas Peças e Acessórios
http://www.123achei.com.br/servicos/bicicletas/bicicletas-pecas-e-acessorios/sao-jose-do-rio-preto/caverna-bike-shop.html,Caverna Bike Shop,(17) 3231-4727,"R Saldanha Marinho, 4010 - Vl Sto Antônio",São José do Rio Preto,SP,15014-300,Bicicletas Peças e Acessórios
http://www.123achei.com.br/servicos/bicicletas/bicicletas-pecas-e-acessorios/sao-jose-do-rio-preto/cicle-sabbiao.html,Cicle Sabbião,(17) 3233-7649,"R Imperial, 1061 - Vl Imperial",São José do Rio Preto,SP,15015-610,Bicicletas Peças e Acessórios
http://www.123achei.com.br/servicos/bicicletas/bicicletas-pecas-e-acessorios/sao-jose-do-rio-preto/ciclo-bike.html,Ciclo Bike,(17) 3234-4626,"R Cristovão Colombo, 312 - Vl Maceno",São José do Rio Preto,SP,15055-000,Bicicletas Peças e Acessórios
http://www.123achei.com.br/servicos/bicicletas/bicicletas-pecas-e-acessorios/sao-jose-do-rio-preto/ciclo-congonhas.html,Ciclo Congonhas,(17) 3305-8152,"R Amaro Duarte Silva, 2940 - Jd Congonhas",São José do Rio Preto,SP,15030-040,Bicicletas Peças e Acessórios
http://www.123achei.com.br/servicos/bicicletas/bicicletas-pecas-e-acessorios/sao-jose-do-rio-preto/clinica-das-bikes.html,Clínica das Bikes,(17) 3224-0355,"Av Dr Fernando Costa, 1026 - Jd Primavera",São José do Rio Preto,SP,15061-000,Bicicletas Peças e Acessórios
http://www.123achei.com.br/servicos/bicicletas/bicicletas-pecas-e-acessorios/sao-jose-do-rio-preto/cris-bike.html,Cris Bike,(17) 3237-7331,"Av Fortunato Ernesto Vetorasso, 1526 - Cecap",São José do Rio Preto,SP,15041-000,Bicicletas Peças e Acessórios
http://www.123achei.com.br/servicos/bicicletas/bicicletas-pecas-e-acessorios/sao-jose-do-rio-preto/cross-bike.html,Cross Bike,(17) 3229-3314,"Av Potirendaba, 2247 - Prq Quinta das Paineiras",São José do Rio Preto,SP,15080-480,Bicicletas Peças e Acessórios
http://www.123achei.com.br/servicos/bicicletas/bicicletas-pecas-e-acessorios/sao-jose-do-rio-preto/disk-bake-esteira.html,Disk - Bake - Esteira,(17) 3218-9071,"R Cristovão Colombo, 312 - Vl Maceno",São José do Rio Preto,SP,15055-000,Bicicletas Peças e Acessórios
http://www.123achei.com.br/servicos/bicicletas/bicicletas-pecas-e-acessorios/sao-jose-do-rio-preto/katuhiro-oyama-e-neto-comercio.html,Katuhiro Oyama & Neto Com�rcio,(17) 3353-5230(17) 3353-5232(17) 3353-5234,"R Mal Deodoro da Fonseca, 3482 - Vl Sta Cruz",S�o Jos� do Rio Preto,SP,15014-060,Bicicletas Peças e Acessórios
http://www.123achei.com.br/servicos/bicicletas/bicicletas-pecas-e-acessorios/sao-jose-do-rio-preto/new-bike.html,New Bike,(17) 3012-1369,"R Aparecida do Taboado, 2499 - Eldorado",São José do Rio Preto,SP,15043-100,Bicicletas Peças e Acessórios
http://www.123achei.com.br/servicos/bicicletas/bicicletas-pecas-e-acessorios/mirassol/planet-bike-bicicletas.html,Planet Bike Bicicletas,(17) 3243-1203,"R Mal Deodoro, 20 54 - Centro",Mirassol,SP,15130-000,Bicicletas Peças e Acessórios
http://www.123achei.com.br/servicos/bicicletas/bicicletas-pecas-e-acessorios/sao-jose-do-rio-preto/ponto-bike-bicicletas-nacionais-e-importadas.html,Ponto Bike Bicicletas Nacionais e Importadas,(17) 3212-7061,"R Pedro Amaral, 1774 lj 1 - Prq Industrial",São José do Rio Preto,SP,15025-043,Bicicletas Peças e Acessórios
http://www.123achei.com.br/servicos/bicicletas/bicicletas-pecas-e-acessorios/sao-jose-do-rio-preto/sprint-bike.html,Sprint Bike,(17) 3231-8600(17) 3212-9942,"R Bernardino de Campos, 2552 - Centro",São José do Rio Preto,SP,15015-300,Bicicletas Peças e Acessórios
http://www.123achei.com.br/servicos/bares-e-restaurantes/restaurantes/sao-jose-do-rio-preto/disk-marmitex-e-restaurante-frangao-frango-assado-na-brasa-aberto1.html,Disk Marmitex e Restaurante Frangão Frango Assado na Brasa Aberto,(17) 3235-5807,"R Pedro Amaral, 1899 - Prq Industrial",São José do Rio Preto,SP,15025-043,Restaurantes
http://www.123achei.com.br/servicos/bares-e-restaurantes/restaurantes/sao-jose-do-rio-preto/disk-marmitex-e-restaurante-frangao-frango-assado-na-brasa-aberto1.html,Disk Marmitex e Restaurante Frangão Frango Assado na Brasa Aberto,(17) 3235-5807,"R Pedro Amaral, 1899 - Prq Industrial",São José do Rio Preto,SP,15025-043,Restaurantes
http://www.123achei.com.br/servicos/bares-e-restaurantes/restaurantes/sao-jose-do-rio-preto/disk-marmitex-e-restaurante-frangao-frango-assado-na-brasa-aberto1.html,Disk Marmitex e Restaurante Frangão Frango Assado na Brasa Aberto,(17) 3235-5807,"R Pedro Amaral, 1899 - Prq Industrial",São José do Rio Preto,SP,15025-043,Restaurantes
http://www.123achei.com.br/servicos/bares-e-restaurantes/restaurantes/sao-jose-do-rio-preto/restaurante-e-lanchonete-armazem-arabe1.html,Restaurante e Lanchonete Armazém Árabe,(17) 3216-5116,"R Luiz Antônio da Silveira, 544 - Boa Vista",São José do Rio Preto,SP,15025-020,Restaurantes
http://www.123achei.com.br/servicos/bares-e-restaurantes/restaurantes/sao-jose-do-rio-preto/restaurante-e-lanchonete-armazem-arabe1.html,Restaurante e Lanchonete Armazém Árabe,(17) 3216-5116,"R Luiz Antônio da Silveira, 544 - Boa Vista",São José do Rio Preto,SP,15025-020,Restaurantes
http://www.123achei.com.br/servicos/bares-e-restaurantes/restaurantes/sao-jose-do-rio-preto/restaurante-e-lanchonete-armazem-arabe1.html,Restaurante e Lanchonete Armazém Árabe,(17) 3216-5116,"R Luiz Antônio da Silveira, 544 - Boa Vista",São José do Rio Preto,SP,15025-020,Restaurantes
http://www.123achei.com.br/servicos/bares-e-restaurantes/restaurantes/sao-jose-do-rio-preto/restaurante-nikkey-sushi-bar-e-petiscaria1.html,Restaurante Nikkey Sushi Bar e Petiscaria,() -,"Av Romeu Strazzi, 1415 - Jd Walquíria",São José do Rio Preto,SP,15085-520,Restaurantes
http://www.123achei.com.br/servicos/bares-e-restaurantes/restaurantes/sao-jose-do-rio-preto/restaurante-nikkey-sushi-bar-e-petiscaria1.html,Restaurante Nikkey Sushi Bar e Petiscaria,() -,"Av Romeu Strazzi, 1415 - Jd Walquíria",São José do Rio Preto,SP,15085-520,Restaurantes
http://www.123achei.com.br/servicos/bares-e-restaurantes/restaurantes/sao-jose-do-rio-preto/restaurante-nikkey-sushi-bar-e-petiscaria1.html,Restaurante Nikkey Sushi Bar e Petiscaria,() -,"Av Romeu Strazzi, 1415 - Jd Walquíria",São José do Rio Preto,SP,15085-520,Restaurantes
http://www.123achei.com.br/servicos/bares-e-restaurantes/restaurantes/sao-jose-do-rio-preto/restaurante-vinans-self-service1.html,Restaurante Vinan''s Self Service,(17) 3233-2565,"R Redentora, 2530 - Vl Redentora",São José do Rio Preto,SP,15015-780,Restaurantes
http://www.123achei.com.br/servicos/bares-e-restaurantes/restaurantes/sao-jose-do-rio-preto/restaurante-vinans-self-service1.html,Restaurante Vinan''s Self Service,(17) 3233-2565,"R Redentora, 2530 - Vl Redentora",São José do Rio Preto,SP,15015-780,Restaurantes
http://www.123achei.com.br/servicos/bares-e-restaurantes/restaurantes/sao-jose-do-rio-preto/restaurante-vinans-self-service1.html,Restaurante Vinan''s Self Service,(17) 3233-2565,"R Redentora, 2530 - Vl Redentora",São José do Rio Preto,SP,15015-780,Restaurantes
http://www.123achei.com.br/servicos/bares-e-restaurantes/restaurantes/sao-jose-do-rio-preto/choperia-e-restaurante-h2-rio-preto1.html,Choperia e Restaurante H2 Rio Preto,(17) 3226-2388,"Av Brig Faria Lima, 6363 lj 57/58/59 - Jd Morumbi",São José do Rio Preto,SP,15090-900,Restaurantes
http://www.123achei.com.br/servicos/bares-e-restaurantes/restaurantes/sao-jose-do-rio-preto/choperia-e-restaurante-h2-rio-preto1.html,Choperia e Restaurante H2 Rio Preto,(17) 3226-2388,"Av Brig Faria Lima, 6363 lj 57/58/59 - Jd Morumbi",São José do Rio Preto,SP,15090-900,Restaurantes
http://www.123achei.com.br/servicos/bares-e-restaurantes/restaurantes/sao-jose-do-rio-preto/choperia-e-restaurante-h2-rio-preto1.html,Choperia e Restaurante H2 Rio Preto,(17) 3226-2388,"Av Brig Faria Lima, 6363 lj 57/58/59 - Jd Morumbi",São José do Rio Preto,SP,15090-900,Restaurantes
http://www.123achei.com.br/servicos/bares-e-restaurantes/restaurantes/sao-jose-do-rio-preto/frangourmet-restaurante-e-rotisseria1.html,Frangourmet Restaurante e Rotisseria,(17) 3229-2491(17) 3121-7922,"Av Brig Faria Lima, 5074 /5092 - Vl S José",São José do Rio Preto,SP,15090-000,Restaurantes
http://www.123achei.com.br/servicos/bares-e-restaurantes/restaurantes/sao-jose-do-rio-preto/frangourmet-restaurante-e-rotisseria1.html,Frangourmet Restaurante e Rotisseria,(17) 3229-2491(17) 3121-7922,"Av Brig Faria Lima, 5074 /5092 - Vl S José",São José do Rio Preto,SP,15090-000,Restaurantes
http://www.123achei.com.br/servicos/bares-e-restaurantes/restaurantes/sao-jose-do-rio-preto/frangourmet-restaurante-e-rotisseria1.html,Frangourmet Restaurante e Rotisseria,(17) 3229-2491(17) 3121-7922,"Av Brig Faria Lima, 5074 /5092 - Vl S José",São José do Rio Preto,SP,15090-000,Restaurantes
http://www.123achei.com.br/servicos/bares-e-restaurantes/restaurantes/sao-jose-do-rio-preto/pe-de-acai1.html,Pé de Açaí,(17) 3231-8463,"Av Alberto Andaló, 3754 - Centro",São José do Rio Preto,SP,15015-000,Restaurantes
http://www.123achei.com.br/servicos/bares-e-restaurantes/restaurantes/sao-jose-do-rio-preto/pe-de-acai1.html,Pé de Açaí,(17) 3231-8463,"Av Alberto Andaló, 3754 - Centro",São José do Rio Preto,SP,15015-000,Restaurantes
http://www.123achei.com.br/servicos/bares-e-restaurantes/restaurantes/sao-jose-do-rio-preto/pe-de-acai1.html,Pé de Açaí,(17) 3231-8463,"Av Alberto Andaló, 3754 - Centro",São José do Rio Preto,SP,15015-000,Restaurantes
http://www.123achei.com.br/servicos/bares-e-restaurantes/restaurantes/sao-jose-do-rio-preto/restaurante-arabe-kiberama1.html,Restaurante Árabe Kiberama,(17) 3232-4165,"R Bernardino de Campos, 3145 - Centro",São José do Rio Preto,SP,15015-300,Restaurantes
http://www.123achei.com.br/servicos/bares-e-restaurantes/restaurantes/sao-jose-do-rio-preto/restaurante-arabe-kiberama1.html,Restaurante Árabe Kiberama,(17) 3232-4165,"R Bernardino de Campos, 3145 - Centro",São José do Rio Preto,SP,15015-300,Restaurantes
http://www.123achei.com.br/servicos/bares-e-restaurantes/restaurantes/sao-jose-do-rio-preto/restaurante-arabe-kiberama1.html,Restaurante Árabe Kiberama,(17) 3232-4165,"R Bernardino de Campos, 3145 - Centro",São José do Rio Preto,SP,15015-300,Restaurantes
http://www.123achei.com.br/servicos/bares-e-restaurantes/restaurantes/sao-jose-do-rio-preto/restaurante-frango-lango-rotisserie-e-self-service1.html,Restaurante Frango Lango Rotisserie e Self-Service,(17) 3227-1616(17) 3227-0355,"R Abrão Thomé, 741 - Jd Walquíria",São José do Rio Preto,SP,15085-400,Restaurantes
http://www.123achei.com.br/servicos/bares-e-restaurantes/restaurantes/sao-jose-do-rio-preto/restaurante-frango-lango-rotisserie-e-self-service1.html,Restaurante Frango Lango Rotisserie e Self-Service,(17) 3227-1616(17) 3227-0355,"R Abrão Thomé, 741 - Jd Walquíria",São José do Rio Preto,SP,15085-400,Restaurantes
http://www.123achei.com.br/servicos/bares-e-restaurantes/restaurantes/sao-jose-do-rio-preto/restaurante-frango-lango-rotisserie-e-self-service1.html,Restaurante Frango Lango Rotisserie e Self-Service,(17) 3227-1616(17) 3227-0355,"R Abrão Thomé, 741 - Jd Walquíria",São José do Rio Preto,SP,15085-400,Restaurantes
http://www.123achei.com.br/servicos/bares-e-restaurantes/restaurantes/sao-jose-do-rio-preto/armazem-arabe1.html,Armazém Árabe,(17) 3216-5116,"R Luiz Antônio da Silveira, 544 - Boa Vista",São José do Rio Preto,SP,15025-020,Restaurantes
http://www.123achei.com.br/servicos/bares-e-restaurantes/restaurantes/sao-jose-do-rio-preto/armazem-arabe1.html,Armazém Árabe,(17) 3216-5116,"R Luiz Antônio da Silveira, 544 - Boa Vista",São José do Rio Preto,SP,15025-020,Restaurantes
http://www.123achei.com.br/servicos/bares-e-restaurantes/restaurantes/sao-jose-do-rio-preto/bom-gourmet-restaurante1.html,Bom Gourmet Restaurante,(17) 3212-4097(17) 3212-4152,"R Lafaiete Spínola Castro, 1665 - Boa Vista",São José do Rio Preto,SP,15025-510,Restaurantes
http://www.123achei.com.br/servicos/bares-e-restaurantes/restaurantes/sao-jose-do-rio-preto/bom-gourmet-restaurante1.html,Bom Gourmet Restaurante,(17) 3212-4097(17) 3212-4152,"R Lafaiete Spínola Castro, 1665 - Boa Vista",São José do Rio Preto,SP,15025-510,Restaurantes
http://www.123achei.com.br/servicos/bares-e-restaurantes/restaurantes/sao-jose-do-rio-preto/dantas-restaurantes-pizzas-e-lanches1.html,"Dantas Restaurantes, Pizzas e Lanches",(17) 3236-4002,"Av Monte Aprazível, 3319 - Eldorado",São José do Rio Preto,SP,15043-450,Restaurantes
http://www.123achei.com.br/servicos/bares-e-restaurantes/restaurantes/sao-jose-do-rio-preto/dantas-restaurantes-pizzas-e-lanches1.html,"Dantas Restaurantes, Pizzas e Lanches",(17) 3236-4002,"Av Monte Aprazível, 3319 - Eldorado",São José do Rio Preto,SP,15043-450,Restaurantes
http://www.123achei.com.br/servicos/bares-e-restaurantes/restaurantes/sao-jose-do-rio-preto/disk-marmitex-e-restaurante-frangao-frango-assado-na-brasa-aberto1.html,Disk Marmitex e Restaurante Frangão Frango Assado na Brasa Aberto,(17) 3235-5807,"R Pedro Amaral, 1899 - Prq Industrial",São José do Rio Preto,SP,15025-043,Restaurantes
http://www.123achei.com.br/servicos/bares-e-restaurantes/restaurantes/sao-jose-do-rio-preto/disk-marmitex-e-restaurante-frangao-frango-assado-na-brasa-aberto1.html,Disk Marmitex e Restaurante Frangão Frango Assado na Brasa Aberto,(17) 3235-5807,"R Pedro Amaral, 1899 - Prq Industrial",São José do Rio Preto,SP,15025-043,Restaurantes
http://www.123achei.com.br/servicos/bares-e-restaurantes/restaurantes/sao-jose-do-rio-preto/kentinha-express-comida-caseira-delivery3.html,Kentinha Express Comida Caseira Delivery,(17) 3305-9213,"R Silva Jardim, 4028 - Vl Sta Cruz",São José do Rio Preto,SP,15014-050,Restaurantes
http://www.123achei.com.br/servicos/bares-e-restaurantes/restaurantes/sao-jose-do-rio-preto/kentinha-express-comida-caseira-delivery3.html,Kentinha Express Comida Caseira Delivery,(17) 3305-9213,"R Silva Jardim, 4028 - Vl Sta Cruz",São José do Rio Preto,SP,15014-050,Restaurantes
http://www.123achei.com.br/servicos/bares-e-restaurantes/restaurantes/sao-jose-do-rio-preto/picanha-brasa-restaurante1.html,Picanha & Brasa Restaurante,(17) 3223-3379,"Av México, 357 - Jd América",São José do Rio Preto,SP,15055-340,Restaurantes
http://www.123achei.com.br/servicos/bares-e-restaurantes/restaurantes/sao-jose-do-rio-preto/picanha-brasa-restaurante1.html,Picanha & Brasa Restaurante,(17) 3223-3379,"Av México, 357 - Jd América",São José do Rio Preto,SP,15055-340,Restaurantes
http://www.123achei.com.br/servicos/bares-e-restaurantes/restaurantes/sao-jose-do-rio-preto/pizzaria-e-restaurante-san-remo2.html,Pizzaria e Restaurante San Remo,(17) 3232-4774(17) 3232-1869(17) 3233-2171,"R Vol São Paulo, 3438 - Centro",São José do Rio Preto,SP,15015-200,Restaurantes
http://www.123achei.com.br/servicos/bares-e-restaurantes/restaurantes/sao-jose-do-rio-preto/pizzaria-e-restaurante-san-remo2.html,Pizzaria e Restaurante San Remo,(17) 3232-4774(17) 3232-1869(17) 3233-2171,"R Vol São Paulo, 3438 - Centro",São José do Rio Preto,SP,15015-200,Restaurantes
http://www.123achei.com.br/servicos/bares-e-restaurantes/restaurantes/sao-jose-do-rio-preto/pouso-decolagem1.html,Pouso & Decolagem,(17) 3234-3240(17) 3121-6160,"R Sto Agostinho, 16 - Vl N S da Paz",São José do Rio Preto,SP,15025-220,Restaurantes
http://www.123achei.com.br/servicos/bares-e-restaurantes/restaurantes/sao-jose-do-rio-preto/pouso-decolagem1.html,Pouso & Decolagem,(17) 3234-3240(17) 3121-6160,"R Sto Agostinho, 16 - Vl N S da Paz",São José do Rio Preto,SP,15025-220,Restaurantes
http://www.123achei.com.br/servicos/bares-e-restaurantes/restaurantes/sao-jose-do-rio-preto/restaurante-braseiro1.html,Restaurante Braseiro,(17) 3222-3612,"R Campos Sales, 1343 - Boa Vista",São José do Rio Preto,SP,15025-600,Restaurantes
http://www.123achei.com.br/servicos/bares-e-restaurantes/restaurantes/sao-jose-do-rio-preto/restaurante-braseiro1.html,Restaurante Braseiro,(17) 3222-3612,"R Campos Sales, 1343 - Boa Vista",São José do Rio Preto,SP,15025-600,Restaurantes
http://www.123achei.com.br/servicos/bares-e-restaurantes/restaurantes/sao-jose-do-rio-preto/restaurante-e-disk-marmitex-da-dora1.html,Restaurante e Disk Marmitex da Dora,(17) 3226-2786,"Av Vera Cruz, 1065 - Prq Estoril",São José do Rio Preto,SP,15085-010,Restaurantes
http://www.123achei.com.br/servicos/bares-e-restaurantes/restaurantes/sao-jose-do-rio-preto/restaurante-e-disk-marmitex-da-dora1.html,Restaurante e Disk Marmitex da Dora,(17) 3226-2786,"Av Vera Cruz, 1065 - Prq Estoril",São José do Rio Preto,SP,15085-010,Restaurantes
http://www.123achei.com.br/servicos/bares-e-restaurantes/restaurantes/sao-jose-do-rio-preto/restaurante-e-lanchonete-expresso2.html,Restaurante e Lanchonete Expresso,(17) 3215-7737,"Av N S Paz, 1300 - Jd Alto Alegre",São José do Rio Preto,SP,15055-500,Restaurantes
http://www.123achei.com.br/servicos/bares-e-restaurantes/restaurantes/sao-jose-do-rio-preto/restaurante-e-lanchonete-expresso2.html,Restaurante e Lanchonete Expresso,(17) 3215-7737,"Av N S Paz, 1300 - Jd Alto Alegre",São José do Rio Preto,SP,15055-500,Restaurantes
http://www.123achei.com.br/servicos/bares-e-restaurantes/restaurantes/sao-jose-do-rio-preto/restaurante-tok-brasileiro2.html,Restaurante Tok Brasileiro,(17) 99132-2440 !! (17) 98195-4743 !! (17) 99717-6217,"R Prof Oscar Pires, 1393 - Vl Esplanada",São José do Rio Preto,SP,15030-530,Restaurantes
http://www.123achei.com.br/servicos/bares-e-restaurantes/restaurantes/sao-jose-do-rio-preto/restaurante-tok-brasileiro2.html,Restaurante Tok Brasileiro,(17) 99132-2440 !! (17) 98195-4743 !! (17) 99717-6217,"R Prof Oscar Pires, 1393 - Vl Esplanada",São José do Rio Preto,SP,15030-530,Restaurantes
http://www.123achei.com.br/servicos/bares-e-restaurantes/restaurantes/sao-jose-do-rio-preto/restaurante-urano1.html,Restaurante Urano,(17) 3021-3563,"R José Caetano de Freitas, 121 - Jd Urano",São José do Rio Preto,SP,15084-240,Restaurantes
http://www.123achei.com.br/servicos/bares-e-restaurantes/restaurantes/sao-jose-do-rio-preto/restaurante-urano1.html,Restaurante Urano,(17) 3021-3563,"R José Caetano de Freitas, 121 - Jd Urano",São José do Rio Preto,SP,15084-240,Restaurantes
