URL,Title,Categories,Address,Phone,Website,Description,Image URL
http://www.toronto4kids.com/Directories/Babies-Toddlers/index.php/name/Baby-Car-Seat-Installers/listing/26192/,Baby Car Seat InstallersMore Directories			Upgrade Your Listing,Car Seat Safety,"420 Hood Rd., Markham, ON  L3R 3X2",416-882-4248,,"Our Certified Car Seat Technicians help you choose the appropriate seat for your child, provide training on the proper use of the car seat, install your seat according to Transport Canada's guidelines. We also do free inspections on current car seats.",
http://www.toronto4kids.com/Directories/Babies-Toddlers/index.php/name/BabyDance/listing/26144/,BabyDanceMore Directories			Upgrade Your Listing,"Dance, Mom & Tot Programs","109 Phyllis Avenue, Toronto, ON  M1M 3K4",416-655-2224,,"BabyDance offers classes for new and expecting moms in Toronto. Learn Salsa, Tango, Bollywood and More!",
http://www.toronto4kids.com/Directories/Babies-Toddlers/index.php/name/Big-Top-Circus-School/listing/27087/,Big Top Circus SchoolMore Directories			Upgrade Your Listing,"Gymnastics, Mom & Tot Programs","1119 Ringwell Drive, Unit 1, Newmarket, ON  L3Y 8T8",905-898-0699,,"Big Top School of Circus Arts offers a wide variety of programs and services: Weekly classes for children aged 18 months to 15 years old, Summer camp, March break & Winter break programs, PA day program and Birthday parties.",
http://www.toronto4kids.com/Directories/Babies-Toddlers/index.php/name/Bizzy-Bee-Play-Centre/listing/27010/,Bizzy Bee Play CentreMore Directories			Upgrade Your Listing,Pre-Schools,"1971 Queen St E Suite 204, The Beach Mall, Toronto, ON   M4L 1H9",416-691-5111,,"Bizzy Bee Playcentre is a fun indoor playground located in the heart of the Beach. We offer a Pre-school programs, as well as Summer Camps and Birthday Parties for kids. Emergency care: 1/2 day childcare, holidays, PA days or short-term care.",
http://www.toronto4kids.com/Directories/Babies-Toddlers/index.php/name/Canlan-Ice-Sports-Etobicoke/listing/25996/,Canlan Ice Sports Etobicoke,"Mom & Tot Programs, Sports","1120 Martin Grove Rd., Etobicoke, ON  M9W 4W1",416-247-5742,http://www.icesports.com/etobicoke,"We are more than just a hockey rink! Our knowledgeable and friendly staff will ensure that you have the best possible experience during your stay with us. From leagues, skating & hockey development programs to tournaments, parties and seasonal camps, Canlan Ice Sports Etobicoke has something to offer the whole family. Visit our website for complete details on all our programs.Skating ProgramsThe Canlan Ice Sports Skating Academy has been designed to introduce skating to all ages and skill levels. Whether you're a beginner skater or simply looking to improve your technique, the CISSA will teach you the necessary skills to develop. Canlan Ice Sports Etobicoke offers a number of Skating Programs:Parent & Tot: Introduces skating skills through games, songs & toys on the ice.Pre-school Learn to Skate: Introduces children to ice skating as well as develop their skills so they can advance into hockey development, ringette development & figure skating!Standard Youth Learn to Skate: Fundamentals of skating. Prepares individual skaters with the necessary skills to advance into any ice sport. Six levels to choose from depending on skill level. For ages 6-13.Summer Camps - March Break Camps - Winter Break - PA Day CampsCamp Canlan offers hockey camps, multi sport camps, learn to skate and speciality camps. Whatever camp you choose we guarantee professional instruction, a safe environment and friendship to last a lifetime! Camps generally run daily 8:30am to 5pm with four hours of on ice instruction along with off ice activities. Meal plans are available! Visit our website for more details and schedules on Seasonal Camps. You can also register online.Youth HockeyThe Canlan Ice Sports Hockey Academy has been designed to incorporate classes for players of all ages and skill levels.  Progression through each class ensures proper technique and skill development at all levels of hockey, assisting players as they progress through their hockey careers.Tips for Tots:  An introduction to the game of hockey for the young player, ages 3-6.Hockey Fundamentals:  For those players who have never played or are in their first year of house league hockey, ages 6-9.Powerskating & Hockey Skills:  An intermediate class for house league players looking to improve their skating, puck handling, shooting and passing abilities, ages 7-10.Skills & Games: An introductory class for those who are new to the game and want to learn the fundamental skills of hockey and learn to play the game at the same time, ages 6-10.Shoot to Score: A class that focuses specifically on shooting, all players receive proper instruction on how to take wrist shots, slap shots, snap shots and backhands.3on3 Youth Hockey LeagueFast, intense, exhilarating! With 3on3 hockey at Canlan Ice Sports, experience more ice time, invigorating speed, powerful offensive/defensive challenges and the thrill of wide open ice, improving your game at both ends of the rink. Stay in shape in the summer with 3on3 hockey. 12 game guarantee with the season running from the beginning of May until the middle of August with NO Long weekend games. Offered from ages Tyke to Juvenile. House league and Rep players welcome. Sign up as an individual or as a team. Visit our website for more details.Public Skating ProgramsHave a free hour and don't know how best to spend it? Come to our facility and lace up your skates for an hour! Parent & Tot Skate: This program is generally operated during the weekdays in the early morning. Parents can bring their children out for a skate without the worry of crowds to get in the way of your pre-schooler. Helmets are mandatory for youth under the age of 18.Birthday PartiesCanlan Ice Sports Etobicoke offers birthday party packages with the Thirsty Penguin restaurant. Parties include 50 minutes of ice times followed by a party catered by the Thirsty Penguin. Contact us for more information.The Hockey StoreThe Hockey Store is well-stocked sports store to satisfy your needs for the basics: skate sharpening, tape or laces as well as a full line of traditional one-piece hockey sticks, blades and composite shafts from leading manufacturers.",http://www.toronto4kids.com/images/cache/cache_2/cache_4/cache_5/canlan-logo-bb2d4542.jpeg?ver=1415477935&aspectratio=1
http://www.toronto4kids.com/Directories/Babies-Toddlers/index.php/name/CDA-Preschool/listing/28402/,CDA PreschoolMore Directories			Upgrade Your Listing,"Early Learning, Pre-Schools","16715 Yonge Street, Unit #28, Newmarket, ON  L3X 1X4",905-836-8040,,"Our preschool facilitates the positive development of 2-5 year old children socially, emotionally, cognitively and physically, in a stimulating, creative environment. Our ECE qualified staff have many years experience in care of preschool age children. ",
http://www.toronto4kids.com/Directories/Babies-Toddlers/index.php/name/Childventures-Early-Learning-Academy/listing/26509/,Childventures Early Learning AcademyMore Directories			Upgrade Your Listing,"Early Learning, Pre-Schools","2180 Itabashi Way, Burlington, ON  L7M 5A5",905-541-4889,,"Childventures Early Learning Academy offers a blended curriculum that incorporates the very best teaching methods from Baby Signs and High Scope to Montessori and Core Knowledge, all carefully designed to enhance your child’s development and stimulate their mind. ",
http://www.toronto4kids.com/Directories/Babies-Toddlers/index.php/name/Core-Studio/listing/26169/,Core StudioMore Directories			Upgrade Your Listing,"Mom & Tot Programs, Mom Fitness & Yoga","553 Queen Street West, 3rd floor, Toronto, ON  M5V 2B6",416-545-7743,,"Established in 2005 by Monica Plewes, CORE Studio ranks among Toronto’s best and most recognized pilates and yoga studios. Core Studio offers Yoga and Pilates classes With prenatal yoga and pilates, postnatal pilates bootcamp, mommy-and-me and family yoga classes.",
http://www.toronto4kids.com/Directories/Babies-Toddlers/index.php/name/Dragonfly-Bellydance/listing/27813/,Dragonfly Bellydance,"Mom & Tot Programs, Mom Fitness & Yoga","559 Bloor St. West, 2nd Floor, Toronto, ON  M5S 1Y6",416-534-0330,http://www.dragonflydance.ca,"Dragonfly Dance is a unique school, forming students from Beginner to Professionals in traditional Egyptian Dance but also well rounded artists skilled in different international bellydance styles, fusion and both traditional and modern bellydance props. We offer specialized pre and post natal classes, seniors classes, teens classes, as well as a fantastic children's program that develops creativity, musicality, coordination and social skills. Dragonfly also provides beautiful, elegant, and fun bellydance entertainment for special occasions such as weddings, birthday parties, girls night out, bridal showers, baby showers, bar and bat mitzvahs and corporate events. CLASSESPre-Post Natal ClassesOur pre and post natal program is grounded in the ancient roots of bellydance (fertility rites and birthing practices). Bellydance is the best exercise and practice that a future mom can have to strengthen, relax and prepare the whole body (and soul) for childbirth. The post natal classes encourage bonding and connecting through dance while at the same time being a relaxing, gentle, safe and fun workout.Kids ClassesThe Kids’ Bellydance Program at Dragonfly offers weekly classes that are fun, engaging, and inspiring with a myriad of health and socializing benefits!Kids learn correct dance posture, proper bellydance technique, music and diverse Middle Eastern and international bellydance styles, as well as general dance skills; all of this while discovering a world of creativity, musicality and cultural richness in a supportive, nurturing and positive environment where everyone is encouraged to shine.BIRTHDAYS and PARTIESBooking a professional ‘bellydance princess’ is a fabulous way to celebrate your little one’s birthday or special occasion. The Bellydance Princess Party package is sure to be memorable, glittery and ultra fun including an enchanting performance, mini lesson, gift for the guest of honour, hip scarves for the participants to borrow for the lesson and of course glitter! Book a professional bellydance princess! She will absolutely LOVE IT! For more information on all our programs, please visit our website.",http://www.toronto4kids.com/images/cache/cache_b/cache_d/cache_5/dragonfly-bellydancing-logo-3ba275db.jpeg?ver=1415421332&aspectratio=0.96153846153846
http://www.toronto4kids.com/Directories/Babies-Toddlers/index.php/name/Fireflow-Yoga/listing/27970/,Fireflow YogaMore Directories			Upgrade Your Listing,Mom Fitness & Yoga,"172 Eglinton Ave E, 2nd floor, Toronto, ON  M4P 1A6",416-855-3570,,"We offer Prenatal yoga, postnatal yoga, and kids' birthday parties.",
http://www.toronto4kids.com/Directories/Babies-Toddlers/index.php/name/Gingerbread-Monkeys/listing/26316/,Gingerbread Monkeys,"Baby Furniture, Baby Gear, Baby Showers, Bath Wear, Clothing, Eco-Friendly, Gifts & Baskets, Layette, Maternity, Online Shopping, Toys","Online Shopping, ON",226-220-7699,http://www.gingerbreadmonkeys.com,"Gingerbread Monkeys is a Canadian online maternity and children's boutique with a range of products that include: children's footwear, apparel and accessories; mom's pre and post natal essentials; diaper bags; strollers; nursery, children's AND mommy and daddy bedding and decor. Selection varies from domestic to imported, from designer to organic.Brands include:3 Sprouts7 AM EnfantAmy MichelleBabymelBebekBenBatBlablaBloomBoonBumboClekCloud BCybexDavid FusseneggerERGObabyForwalls DecalsGo Go BabyzJJ ColeKeekarooKidKraftLascalLittle ChipipiMabel's LabelsMutsyNew Arrivals Inc.OiloPetunia Pickle BottomPhilips AventStorksakThe Gro CompanyThe Little AcornWallCandy ArtsWhistle and Winkand more...Visit our website to view our extensive catalog of products!",http://www.toronto4kids.com/images/cache/cache_d/cache_9/cache_9/gingerbread-monkeys-logo-d96e599d.jpeg?ver=1415416324&aspectratio=1
http://www.toronto4kids.com/Directories/Babies-Toddlers/index.php/name/Groove-Creative-Arts-Center/listing/28103/,Groove Creative Arts Center,"Dance, Mom & Tot Programs, Play & Music","491 Eglinton Ave West, Toronto, ON  M5N 1A8",416-919-2914,http://www.groovetoronto.com,"Since 1999, Groove School of Dance has been a performing arts highlight for the Allenby Forest Hill community. When parents look for a dance class for kids in a structured, professional atmosphere built around fun, and they find that here at Groove.We teach dance in a positive environment with an emphasis on the development of creativity, self-expression, self-achievement, self- confidence and FUN! A smile on the faces of our dancers is our true goal!CLASSES FOR KIDSWe provide programs for kids from ages 2.5 up to 15 years. Visit our website for our extensive list of classes & programs. We offer:• Parent & Tot (1-2.5 years)• Pre-school Music and Movement• Ballet, Jazz, Tap, Hip Hop, Acro and Breakdancing (Ages 4+) •  Drama and Vocal (Ages 4+)•  Teen classes of Acro, Jazz, Hip Hop and Breakdancing• Adult classes in Yoga, Zumba Fitness and Ballet Barre ToneNOW AT GROOVE: GROOVY MAMMAS: www.groovymammas.com.Our Eglinton location offers classes Monday – Thursday, Saturday and Sunday). We also offer classes at our Toronto French School location (306 Lawrence Avenue East) on Saturdays only. BIRTHDAY PARTIESGroove is offering exciting themed birthday parties at our amazing Eglinton West location. These parties include a variety of dance activities, games and crafts to suit all of your birthday party needs. We offer a variety of different packages and themes for you to choose from, all customized to the birthday child’s theme.It’s always fun and exciting to organize the party around a theme. You can choose any theme you and your child can think of! WE ARE VERY EXCITED ABOUT OUR NEW ‘FROZEN’ THEMED birthday parties with Princess Anna, Princess Elsa and Kristoff! Some other suggestions are Ballerina, Rock Star, Glee singing party, Princess (Princess performer available), Pirate, Super Hero, Justin Bieber, Beach Blast, Circus theme (clown is available), Disco Dance Party, Break dancing (performer available) , Greaser 50s, Hippie 60s, Disco 70s, and Retro 80’s.SEASONAL CAMPS AND P.A. DAY CAMPSThroughout the year, Groove Creative Arts Center offers special programming for kids during the Winter Break, March Break, PA Days as well as Summer Dance Camps. Visit our website for more information!",http://www.toronto4kids.com/images/cache/cache_6/cache_4/cache_1/groove-dance-logo-ee95b146.jpeg?ver=1415507484&aspectratio=2.3255813953488
http://www.toronto4kids.com/Directories/Babies-Toddlers/index.php/name/Gymalaya-Newmarket/listing/28434/,Gymalaya Newmarket,"Gymnastics, Mom & Tot Programs","16945 Leslie St. Unit 32, Newmarket, ON  L3Y 9A2",905-868-8200,http://www.gymalaya.com,"Gymalaya Newmarket offers recreational gymnastics classes with state-of-the-art equipment designed specifically for young children.  Our programs are divided into the following categories:• TinyGym for infants ages 4 to 10 months• BabyGym for infants crawling to 18 months• TotGym Parent and child classes for toddlers ages 18 months to 3 years• KinderGym Preschool gymnastics classes for children ages 3 to 5 years• JuniorGym Recreational classes for children ages 5 to 7 years• SeniorGym Recreational classes for children ages 7 to 10 years• Advanced Recreational classes for children ages 5-10 years• AcroGym for young gymnasts and dancers ages 6 to 10 years • Girls FitGym (a combination of gymnastics and fitness) for 7 to 12 yearsParents can sit in our modern and sophisticated viewing area, watch their kids, read a magazine or chat with their friends while their kids are participating in a gymnastics class. For more information on our class schedule, please visit our website.Gymalaya Newmarket also offers fun age-appropriate gymnastics birthday parties and seasonal camps all led by our qualified coaches.Celebrate your child's birthday party at Gymalaya!Your child and their friends will hop on the 40 foot tumble trampoline, flip over the obstacle course, swing on the bars and play special parachute games during this fun-filled gymnastics event.For complete Birthday Party packages, please visit our website.Seasonal CampsFor details on Winter, March Break and Summer camps, please visit our website.",http://www.toronto4kids.com/images/cache/cache_6/cache_b/cache_b/gymalaya-newmarket-e8804bb6.jpeg?ver=1434133020&aspectratio=1
http://www.toronto4kids.com/Directories/Babies-Toddlers/index.php/name/Gymalaya-Vaughan/listing/28433/,Gymalaya Vaughan,"Gymnastics, Mom & Tot Programs","8051 Keele St. Unit 1, Vaughan, ON  L4K 1Y9",905-760-5655,http://www.gymalaya.com,"Gymalaya Vaughan offers recreational gymnastics classes with state-of-the-art equipment designed specifically for young children.  Our programs are divided into the following categories:• TinyGym for infants ages 4 to 10 months• BabyGym for infants crawling to 18 months• TotGym Parent and child classes for toddlers ages 18 months to 3 years• KinderGym Preschool gymnastics classes for children ages 3 to 5 years• JuniorGym Recreational classes for children ages 5 to 7 years• SeniorGym Recreational classes for children ages 7 to 10 years• Advanced Recreational classes for children ages 5-10 years• AcroGym for young gymnasts and dancers ages 6 to 10 years • Girls FitGym (a combination of gymnastics and fitness) for 7 to 12 yearsParents can sit in our modern and sophisticated viewing area, watch their kids, read a magazine or chat with their friends while their kids are participating in a gymnastics class. For more information on our class schedule, please visit our website.Gymalaya Vaughan also offers fun age-appropriate gymnastics birthday parties and seasonal camps all led by our qualified coaches.Celebrate your child's birthday party at Gymalaya!Your child and their friends will hop on the 40 foot tumble trampoline, flip over the obstacle course, swing on the bars and play special parachute games during this fun-filled gymnastics event.For complete Birthday Party packages, please visit our website.Seasonal CampsFor details on Winter, March Break and Summer camps, please visit our website.",http://www.toronto4kids.com/images/cache/cache_1/cache_d/cache_b/gymalaya-vaughan-94809bd1.jpeg?ver=1434133320&aspectratio=1
http://www.toronto4kids.com/Directories/Babies-Toddlers/index.php/name/Gymboree-Play-Music/listing/26000/,Gymboree Play & Music,"Early Learning, Gymnastics, Kinderart, Mom & Tot Programs, Play & Music","1213 Bayview Ave, ON  M4G 2Z8",416-410-6386,http://www.gymboreeclasses.com/en/booker/28812/calendar/,"Gymboree Play & Music offers a progression of developmentally appropriate play, music and arts classes for children and their parents.PlayThrough play, children develop the self-esteem, coordination and social skills necessary to grow. At Gymboree, our colorful playscapes, energetic teachers and fun group activities are all geared to turn locomotion into learning. Bring your newborn to 5-year-old and come play with us today!MusicIt's never too early to spark your child's love and learning of music. For cooing infants to lyric-savvy preschoolers, songs and musical games are powerful tools for language, social and intellectual development. Bring your 6-month to 5-year-old and come sing, move, listen and create music with us today!ArtsUnleash your child's imagination in a world of hands-on discovery that includes exploration at our tactile table to life-size drawings on the wall. Your child's creativity will blossom and motor skills will soar with each new experience. Bring your 18-month to 5-year-old and come paint, draw, sculpt and create with us today!Birthday PartiesMake your birthday boy or girl feel extra-special this year with a party Gymboree style! Bring the crowd over to our place and we'll wow them with colorful parachutes, tunnels and bridges. We offer ONE-OF-A-KIND BIRTHDAY PARTIES for your 1 thru 5 year old! An enthusiastic teacher will lead your group in play and song with activities geared specifically for a first through fifth birthday. We'll handle everything from set-up to clean-up. Isn't that exactly what you were wishing for? Come out and play with us this birthday!Call us or visit our website for complete details on all our programs.",http://www.toronto4kids.com/images/cache/cache_a/cache_e/cache_5/gymboree-logo-6eb345ea.jpeg?ver=1415382126&aspectratio=1
http://www.toronto4kids.com/Directories/Babies-Toddlers/index.php/name/GymKats/listing/28300/,GymKats,"Gymnastics, Mom & Tot Programs","1659 Bayview Avenue - Unit 200, Located in the Bayview Business Centre, Toronto, ON  M4G 3C1",647-227-5231,http://www.gymkats.ca,"Play, Learn Gymnastics and Be Active!GymKats is a facility that provides children with a fun, safe, and challenging environment with which to play, learn gymnastics and be active. The GymKats Jungle is a bright-coloured jungle full of novel and challenging equipment. Children will learn gymnastics skills in an environment that facilitates the development of confidence, physical skills, and strong social connections with peers/other adults.  ​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​CLASSES & PROGRAMSAdult and Child ClassesKats will develop coordination, explore motor and social skills while navigating fun, novel GymKats Jungle Circuits, with the aid of their parent or caregiver.  Play & Practice ClassesKats will learn gymnastic elements, problem-solving and social skills through exploring fun, safe and challenging GymKats Jungle Circuits.Playdate ParadiseKats will navigate GymKats Jungle Circuits with their parents/caregivers, at their own pace. The structure of this drop-in class allows Kats the freedom to explore different movement patterns, engage in creative play and be active.For schedules and rates, please visit our website.BIRTHDAY PARTIESJungle Parties(2-10 Years Old)Kats can celebrate their special milestones with their jungle friends exploring the GymKats Jungle for an hour, followed by an hour of fun under the canopy (in the party room).For party rates and package details, please visit our website.  CAMPSGymKats Camps are a great way to spend a day or week off from school! GymKats Camps provide fun, safe, and challenging environments. All GymKats Camps focus on: •Providing fun and engaging physical activities•Learning and practicing gymnastics skills•Interacting with other Kats, to develop new friendships and social skills •Freely exploring circuits that are designed to engage the mind and body •Creating crafts that promote creativity and fun  We offer:  Summer Camps(4-7 Years Old)March Break Camps(4-7 Years Old)PA Day Camps(5-10 Years Old)Please visit our website for all our seasonal camp schedules and rates.",http://www.toronto4kids.com/images/cache/cache_5/cache_6/cache_c/gym-kats-f3a14c65.jpeg?ver=1426601210&aspectratio=0.98039215686275
http://www.toronto4kids.com/Directories/Babies-Toddlers/index.php/name/Gardiner-Museum/listing/26311/,Gardiner MuseumMore Directories			Upgrade Your Listing,Mom & Tot Programs,"111 Queen's Park, Toronto, ON  M5S 2C7",416-586-8080,,"The Gardiner Museum is Canada’s national ceramics museum, and one of the world’s great specialty museums. They offer Kids Clay Classes, Mom & Tot Clay Classes as well as March Break and Summer Camps for kids. Check for family events and special exhibitions.",
http://www.toronto4kids.com/Directories/Babies-Toddlers/index.php/name/Gym-O-Gym/listing/27646/,Gym-O-GymMore Directories			Upgrade Your Listing,"Mom & Tot Programs, Mom Fitness & Yoga","33 The Bridle Trail, Unit 11, Markham, ON  L3R 4E7",647-727-1550,,"Gym-O-Gym offers quality programs and services that engage children and families into lifelong fitness, with fitness and dance classes. We also offer Summer Camps, Birthday Parties and Parent-Tot Yoga.",
http://www.toronto4kids.com/Directories/Babies-Toddlers/index.php/name/H2T-Elite-Dryland-Training/listing/27840/,H2T Elite Dryland Training,"Mom & Tot Programs, Mom Fitness & Yoga, Sports","573 Alness St., Toronto, ON  M3J 2T8",416-645-0428,http://www.H2Tdryland.com,"H2T is a multi-faceted state of the art dryland facility specializing in children the ages 5-16. A gym for kids you say …. absolutely. Our primary goal is to enhance the quality of life for young people through exercise and proper nutrition. We have created a fun age appropriate dryland program that gives every child what he/she needs from a developmental standpoint. Our drills introduce children to multi-directional movement skills, multi-directional speed, agility, balance, coordination, and awareness. Our professional staff considers each athletes specific goals and creates a customized program specific to their needs. We offer sports therapy, fitness, and wellness all under one roof. We have equipment that many places do not such as wall balls, slam balls, battle ropes, weighted sleds, agility ladders, spin bikes, a full cross fit rig and much much more. Our program is ideal for all levels and all ages. Come and explore how we make fitness fun for not only kids for today but for the rest of their life.PROGRAMSFitness, Nutrition, WellnessH2T offers various forms of programs. Our training programs are geared to propel your child/athlete to reach new heights. Our various forms of training will develop your child/athlete to improve their athletic performance, improved power, agility, and explosiveness. By offering conditioning, strength training, plyometrics, and yoga we are sure to make a difference to each client.Mom & Tot ProgramsH2T also offers Mom & Tot Yoga Programs.Birthday PartiesH2T has various unique birthday party options. Whether your preference is a warrior, bootcamp, or namaste party we guarantee an experience like no other. We can even customize your party per request to suit your child. Every party comes complete with the use of our party room for your enjoyment as well. Party packages include Party Room and Invitations.Seasonal CampsH2T is proud to offer March break, Passover and 6 weeks of Summer Camp. Everything from Colour wars to Olympic themed weeks, we promise to keep your kids exercising and having fun. Your kids will be part of something new and exciting. Our camps will be action packed and keep your kids buzzing with activities each and every day. Experience something different ... we guarantee an camp unlike any other!Corporate Events and Team BuildingOur facility is a great place to step out of the office and day to day routine. We offer a unique experience for any corporate event of team building initiative. We will ensure your group gets a great workout combined with working together and a lot of laughs. Wouldn't you love to see your group pushed to the limit? Call us to inquire about your next corporate, team or small group event.Why H2T Elite Dryland worksOur young clients have the choice to train either individually or in a group environment. H2T has handpicked a group of professionals that work together as a team. While we are serious about developing our young athletes, we at H2T believe that happy children gain the best results. Our staff are trained to focus on the positive of each workout and encourage “Personal bests” one of the best tools that we can give our young players is confidence. Confidence comes from constant hard work, positive reinforcement and seeing personal growth.OUR PHILOSOPHYAt H2T we believe that in order to function at your optimum best, you must focus on the ""whole person"". Fitness, Wellness and Nutrition. Our philosophy is simple, teach children at a young age the importance of proper nutrition, fitness and calming the mind. Establishing proper habits and empowering children to make healthier choices, they will have a healthier and brighter future.",http://www.toronto4kids.com/images/cache/cache_f/cache_b/cache_a/elite-dryland-logo-fea80abf.jpeg?ver=1415448834&aspectratio=2.1276595744681
http://www.toronto4kids.com/Directories/Babies-Toddlers/index.php/name/Harmonic-Melodies-Music-Inc/listing/27380/,Harmonic Melodies Music Inc.,"Mom & Tot Programs, Play & Music","17120 Leslie Street, #5, Newmarket, ON  L3Y 8K7",905-836-8261,http://www.harmonicmelodies.ca,"Harmonic Melodies Music is the new state-of-the-art music school located on Leslie Street in Newmarket, Ontario. Harmonic Melodies offers many diverse programs, ranging from classical piano music lessons to interactive group classes.Professionally trained teachers are dedicated to bring enjoyment and passion to every student.We offer: Music for Little Mozarts""Music for little Mozarts"" is a well established teaching method specifically for the preschool age group (4 to 6 year olds), and is published by Alfred Music Publishing. The program integrates action songs and discovery materials to teach young children the musical fundamentals in merry and enjoyable ways.MusikgartenA weekly group program for parents and children 4 months to 3 1/2 years old in fun filled music circle. SINGING - DANCING - RHYTHMS - POEMS - INSTRUMENTS. We offer 2 programs: Family Music for Babies (4 – 18 months old) and Family Music for Toddlers (15 months – 3 1/2 years old).Private LessonsHarmonic Melodies Music offers music lessons for all major instruments and vocal. We are open to any age group. We do not require a long term contract and lessons are typically on a monthly basis. You can start anytime of the year. Instruments include:  • Piano • Vocal • Guitar • Ukulele • Violin • Viola • Cello • Flute • Clarinet • Saxophone • Trumpet • Trombone • Drums • Accordion • Other instruments upon requestSemiprivate LessonsSemiprivate lessons give beginners great exposure to new learning concepts. This service is open to any age group.  With a discounted lesson fee compared to private lessons, individuals can share and enjoy their first musical experience with their friends, siblings, or even parents.Private in-home LessonsWhether you are tired of running around due to a busy schedule, or just simply prefer the comfort of your own home, Harmonic Melodies offers to send teachers to your house to teach our programs.After School ProgramRuns Monday to Friday, adjacent to York Region Elementary Schools calendar. Join full time or selective days. Includes  Transportation, Group Music Program, Homework-, Reading- and Playtime.Group LessonsLessons are offered in GUITAR / UKULELE and VOCALS (choir / musical theatre). Group lessons are scheduled from 4:00 to 4:45 pm. The program is available for children 5 - 13 years old. You can choose the day(s) you want to participate.Group Theory Classes (Rudiments)In order to obtain The Royal Conservatory of Music (RCM) examinations certificates for Grade 5 and above in any instrument and vocal, it is compulsory for students to complete Rudiments theory examinations. In addition to RCM certificates, students are also entitled to Ontario high school credits using their RCM achievements. For more information please contact administration.March Break CampWe offer programs during March Break. Join us for a musical journey! Join one, two, or three days. Please contact us for more information.Summer Music CampWe also offer a Summer Camp Music program for kids. Daily structured schedule: Instrumental and musical theatre time, Creative musical craft as well as 3 afternoon activity field trips per 5-day camp and 2 afternoon activity field trips per 4-day camp.For a detailed description of all our programs, including schedules and rates, please visit our website!",http://www.toronto4kids.com/images/cache/cache_b/cache_8/cache_1/harmonic-melodies-music-log-1197418b.jpeg?ver=1415381809&aspectratio=1.4492753623188
http://www.toronto4kids.com/Directories/Babies-Toddlers/index.php/name/Just-For-Kicks-Soccer/listing/26136/,Just For Kicks SoccerMore Directories			Upgrade Your Listing,"Mom & Tot Programs, Sports","445 Midwest Road, Unit 35, Scarborough  M1P 4Y9",416-285-5425,,Just For Kicks Soccer offers Soccer Classes and Summer Camps for kids. We also offer a program for toddlers and their parents.,
http://www.toronto4kids.com/Directories/Babies-Toddlers/index.php/name/KidSpot/listing/26115/,KidSpot,"Baby Showers, Bath Wear, Clothing, Gifts & Baskets, Online Shopping, Personalized, Toys","9505 Keele St., Vaughan, ON  L6A 1W3",905-553-Kids 5437,http://www.kids-spot.ca,"KidSpot is an exciting new concept that enables customers to personalized kids’ gifts in any way they would like. Utilizing unique embroidery technology, KidSpot allows to custom any gift. KidSpot offers a variety of options for customers to create their own personalized gifts. Most of our products made in Canada or USA. We carry kids and babies’ bath wear (towels, hooded towels, bathrobes), baseball caps, body suits, linens and blankets. We also offer personalized stuffed animals (bears, cows, lambs, frogs and etc), growth charts, photo albums, money banks, a large variety of Kids’ back packs, and personalized items for birthday party loot Bags.You are able to choose from a large variety of items and personalize your kids’ name, initials, date of birth, etc’. On top we can personalize any gifts to our adults’ customers as well. You may also bring your products and we can personalize it as well.Kidspot is a family business that operated since Aug 2009. We started this business because we have kids, we love kids, and we know how unique personalized gifts are!We offer our customers a “one stop shop” for personalized babies & kids gifts. Our mission is to offer superior products, at the best price, in the shortest service time. Customer's expectations will always be exceeded.",http://www.toronto4kids.com/images/cache/cache_c/cache_8/cache_6/kidspot-logo-1f22768c.jpeg?ver=1415416329&aspectratio=1
