Category,School,Title,Course Number,Course Name
Texas A&M University,Aerospace Studies,AERS,AERS 403,NATL SECURITY AFFAIRS
Texas A&M University,Aerospace Studies,AERS,AERS 403,NATL SECURITY AFFAIRS
Texas A&M University,Aerospace Studies,AERS,AERS 403,NATL SECURITY AFFAIRS
Texas A&M University,Aerospace Studies,AERS,AERS 485,DIRECTED STUDIES
Texas A&M University,Aerospace Studies,AERS,AERS 485,DIRECTED STUDIES
Texas A&M University,Africana Studies,AFST,AFST 201,INTRO COURSE AFRICANA
Texas A&M University,Africana Studies,AFST,AFST 201,INTRO COURSE AFRICANA
Texas A&M University,Africana Studies,AFST,AFST 204,INTRO TO AFRICAN AM LIT
Texas A&M University,Africana Studies,AFST,AFST 206,BLACK PSYCHOLOGY
Texas A&M University,Africana Studies,AFST,AFST 252,INTRO HIP HOP PHILOSOPHY
Texas A&M University,Africana Studies,AFST,AFST 300,BLACKS IN US 1607
Texas A&M University,Africana Studies,AFST,AFST 301,BLACKS IN US SINCE 1877
Texas A&M University,Africana Studies,AFST,AFST 302,GATEWAY CRS: ISS AFR STD
Texas A&M University,Africana Studies,AFST,AFST 303,PSYCHOLOGY OF WOMEN OF COLOR
Texas A&M University,Africana Studies,AFST,AFST 317,RACIAL AND ETHNIC RELATS
Texas A&M University,Africana Studies,AFST,AFST 317,RACIAL AND ETHNIC RELATS
Texas A&M University,Africana Studies,AFST,AFST 317,RACIAL AND ETHNIC RELATS
Texas A&M University,Africana Studies,AFST,AFST 323,SOCI OF AFRICAN AMERCNS
Texas A&M University,Africana Studies,AFST,AFST 324,AFRICANA SOCIAL SCIENCES
Texas A&M University,Africana Studies,AFST,AFST 329,AFRICAN
Texas A&M University,Africana Studies,AFST,AFST 344,AFRICA HISTORY TO 1800
Texas A&M University,Africana Studies,AFST,AFST 352,AFRICANA PHILOSOPHY
Texas A&M University,Africana Studies,AFST,AFST 357,OUT OF AFRICA DIASPORA
Texas A&M University,Africana Studies,AFST,AFST 391,AFRICANA FEMINISMS
Texas A&M University,Africana Studies,AFST,AFST 485,DIRECTED STUDIES
Texas A&M University,Africana Studies,AFST,AFST 485,DIRECTED STUDIES
Texas A&M University,Africana Studies,AFST,AFST 491,SPTP: AFRO
Texas A&M University,Africana Studies,AFST,AFST 689,SPTP: CULTURE & PSYCHOLOGY
Texas A&M University,Ag Comm & Journalism,AGCJ,AGCJ 105,INTRO TO AG COMM
Texas A&M University,Ag Comm & Journalism,AGCJ,AGCJ 105,INTRO TO AG COMM
Texas A&M University,Ag Comm & Journalism,AGCJ,AGCJ 281,JOURNALISM CNCPTS IN AG
Texas A&M University,Ag Comm & Journalism,AGCJ,AGCJ 281,JOURNALISM CNCPTS IN AG
Texas A&M University,Ag Comm & Journalism,AGCJ,AGCJ 305,THEORY & PRAC OF AG PUB
Texas A&M University,Ag Comm & Journalism,AGCJ,AGCJ 305,THEORY & PRAC OF AG PUB
Texas A&M University,Ag Comm & Journalism,AGCJ,AGCJ 307,DESIGN FOR AG MEDIA
Texas A&M University,Ag Comm & Journalism,AGCJ,AGCJ 307,DESIGN FOR AG MEDIA
Texas A&M University,Ag Comm & Journalism,AGCJ,AGCJ 308,AGRICULTURAL PHOTOGRAPHY
Texas A&M University,Ag Comm & Journalism,AGCJ,AGCJ 312,EDITING FOR AG AUDIENCES
Texas A&M University,Ag Comm & Journalism,AGCJ,AGCJ 313,EDITING FOR AG AUDIENCES
Texas A&M University,Ag Comm & Journalism,AGCJ,AGCJ 313,AG MEDIA WRITING I
Texas A&M University,Ag Comm & Journalism,AGCJ,AGCJ 314,AG MEDIA WRITING II
Texas A&M University,Ag Comm & Journalism,AGCJ,AGCJ 314,AG MEDIA WRITING II
Texas A&M University,Ag Comm & Journalism,AGCJ,AGCJ 366,RADIO BROADCASTING
Texas A&M University,Ag Comm & Journalism,AGCJ,AGCJ 366,RADIO BROADCASTING
Texas A&M University,Ag Comm & Journalism,AGCJ,AGCJ 366,RADIO BROADCASTING
Texas A&M University,Ag Comm & Journalism,AGCJ,AGCJ 366,RADIO BROADCASTING
Texas A&M University,Ag Comm & Journalism,AGCJ,AGCJ 404,COMM AGRI INFO TO PUBLIC
Texas A&M University,Ag Comm & Journalism,AGCJ,AGCJ 405,AGRI PUBLICATION PROD
Texas A&M University,Ag Comm & Journalism,AGCJ,AGCJ 405,AGRI PUBLICATION PROD
Texas A&M University,Ag Comm & Journalism,AGCJ,AGCJ 406,AG PR METHODS
Texas A&M University,Ag Comm & Journalism,AGCJ,AGCJ 409,TV PROD AG JOURNALISTS
Texas A&M University,Ag Comm & Journalism,AGCJ,AGCJ 481,SEMINAR
Texas A&M University,Ag Comm & Journalism,AGCJ,AGCJ 485,DIRECTED STUDIES
Texas A&M University,Ag Comm & Journalism,AGCJ,AGCJ 485,DIRECTED STUDIES
Texas A&M University,Ag Comm & Journalism,AGCJ,AGCJ 485,DIRECTED STUDIES
Texas A&M University,Ag Comm & Journalism,AGCJ,AGCJ 485,DIRECTED STUDIES
Texas A&M University,Ag Comm & Journalism,AGCJ,AGCJ 485,DIRECTED STUDIES
Texas A&M University,Ag Comm & Journalism,AGCJ,AGCJ 489,SPTP:AUDIENCE & CONS RES METHS
Texas A&M University,Ag Comm & Journalism,AGCJ,AGCJ 489,SPTP:AUDIENCE & CONS RES METHS
Texas A&M University,Ag Comm & Journalism,AGCJ,AGCJ 489,SOCIAL MEDIA IN AG
Texas A&M University,Ag Comm & Journalism,AGCJ,AGCJ 491,RESEARCH
Texas A&M University,Ag Comm & Journalism,AGCJ,AGCJ 494,INTERNSHIP
Texas A&M University,Ag Comm & Journalism,AGCJ,AGCJ 494,INTERNSHIP
Texas A&M University,Ag Comm & Journalism,AGCJ,AGCJ 494,INTERNSHIP
Texas A&M University,Ag Comm & Journalism,AGCJ,AGCJ 494,INTERNSHIP: IN
Texas A&M University,Ag Comm & Journalism,AGCJ,AGCJ 494,INTERNSHIP: IN
Texas A&M University,Ag Comm & Journalism,AGCJ,AGCJ 494,INTERNSHIP: IN
Texas A&M University,Agricultural Economics,AGEC,AGEC 105,HNR
Texas A&M University,Agricultural Economics,AGEC,AGEC 105,INTRO TO AG ECONOMICS
Texas A&M University,Agricultural Economics,AGEC,AGEC 105,INTRO TO AG ECONOMICS
Texas A&M University,Agricultural Economics,AGEC,AGEC 105,INTRO TO AG ECONOMICS
Texas A&M University,Agricultural Economics,AGEC,AGEC 105,INTRO TO AG ECONOMICS
Texas A&M University,Agricultural Economics,AGEC,AGEC 105,INTRO TO AG ECONOMICS
Texas A&M University,Agricultural Economics,AGEC,AGEC 105,INTRO TO AG ECONOMICS
Texas A&M University,Agricultural Economics,AGEC,AGEC 217,FUND OF AG ECON ANALYSIS
Texas A&M University,Agricultural Economics,AGEC,AGEC 217,FUND OF AG ECON ANALYSIS
Texas A&M University,Agricultural Economics,AGEC,AGEC 217,FUND OF AG ECON ANALYSIS
Texas A&M University,Agricultural Economics,AGEC,AGEC 217,FUND OF AG ECON ANALYSIS
Texas A&M University,Agricultural Economics,AGEC,AGEC 217,FUND OF AG ECON ANALYSIS
Texas A&M University,Agricultural Economics,AGEC,AGEC 217,HNR
Texas A&M University,Agricultural Economics,AGEC,AGEC 217,HNR
Texas A&M University,Agricultural Economics,AGEC,AGEC 217,HNR
Texas A&M University,Agricultural Economics,AGEC,AGEC 291,RESEARCH
Texas A&M University,Agricultural Economics,AGEC,AGEC 291,RESEARCH
Texas A&M University,Agricultural Economics,AGEC,AGEC 314,MKTG AG & FOOD PRODUCTS
Texas A&M University,Agricultural Economics,AGEC,AGEC 314,MKTG AG & FOOD PRODUCTS
Texas A&M University,Agricultural Economics,AGEC,AGEC 314,MKTG AG & FOOD PRODUCTS
Texas A&M University,Agricultural Economics,AGEC,AGEC 314,MKTG AG & FOOD PRODUCTS
Texas A&M University,Agricultural Economics,AGEC,AGEC 314,MKTG AG & FOOD PRODUCTS
Texas A&M University,Agricultural Economics,AGEC,AGEC 314,MKTG AG & FOOD PRODUCTS
Texas A&M University,Agricultural Economics,AGEC,AGEC 314,MKTG AG & FOOD PRODUCTS
Texas A&M University,Agricultural Economics,AGEC,AGEC 315,FOOD & AGRI SALES
Texas A&M University,Agricultural Economics,AGEC,AGEC 315,FOOD & AGRI SALES
Texas A&M University,Agricultural Economics,AGEC,AGEC 315,FOOD & AGRI SALES
Texas A&M University,Agricultural Economics,AGEC,AGEC 315,FOOD & AGRI SALES
Texas A&M University,Agricultural Economics,AGEC,AGEC 317,HNR
Texas A&M University,Agricultural Economics,AGEC,AGEC 317,HNR
Texas A&M University,Agricultural Economics,AGEC,AGEC 317,ECON ANLYS FOR AGBU MGMT
Texas A&M University,Agricultural Economics,AGEC,AGEC 317,ECON ANLYS FOR AGBU MGMT
Texas A&M University,Agricultural Economics,AGEC,AGEC 330,FINANCIAL MGMT IN AGRI
Texas A&M University,Agricultural Economics,AGEC,AGEC 330,FINANCIAL MGMT IN AGRI
Texas A&M University,Agricultural Economics,AGEC,AGEC 340,AGRIBUSINESS MANAGEMENT
Texas A&M University,Agricultural Economics,AGEC,AGEC 340,AGRIBUSINESS MANAGEMENT
Texas A&M University,Agricultural Economics,AGEC,AGEC 340,AGRIBUSINESS MANAGEMENT
Texas A&M University,Agricultural Economics,AGEC,AGEC 340,AGRIBUSINESS MANAGEMENT
Texas A&M University,Agricultural Economics,AGEC,AGEC 344,FOOD & AGRICULTURAL LAW
Texas A&M University,Agricultural Economics,AGEC,AGEC 344,FOOD & AGRICULTURAL LAW
Texas A&M University,Agricultural Economics,AGEC,AGEC 350,HNR
Texas A&M University,Agricultural Economics,AGEC,AGEC 350,ENV & NAT RESOURCE ECON
Texas A&M University,Agricultural Economics,AGEC,AGEC 350,ENV & NAT RESOURCE ECON
Texas A&M University,Agricultural Economics,AGEC,AGEC 413,AGRI COOPERATIVES
Texas A&M University,Agricultural Economics,AGEC,AGEC 413,AGRI COOPERATIVES
