First Name,Last Name,Department
University of Houston,Accounting,ACCT 4399,ACCT,Senior Honors Thesis
University of Houston,Accounting,ACCT 5105,ACCT,Certificate in Accountancy Colloquium
University of Houston,Accounting,ACCT 5330,ACCT,Advanced Accounting
University of Houston,Accounting,ACCT 5331,ACCT,Federal Income Tax - Individual
University of Houston,Accounting,ACCT 5332,ACCT,Corporate Taxation
University of Houston,Accounting,ACCT 5335,ACCT,Financial Statement Auditing
University of Houston,Accounting,ACCT 5337,ACCT,Management Accounting
University of Houston,Accounting,ACCT 5367,ACCT,Intermediate Accounting 1
University of Houston,Accounting,ACCT 5368,ACCT,Intermediate Accounting 2
University of Houston,Accounting,ACCT 5371,ACCT,Accounting Information Systems
University of Houston,Accounting,ACCT 5375,ACCT,Internal Auditing and the Entity Control Environment
University of Houston,Accounting,ACCT 5376,ACCT,Advanced Auditing
University of Houston,Accounting,ACCT 5377,ACCT,Government and Nonprofit Accounting
University of Houston,Accounting,ACCT 5378,ACCT,Control and Security of Internal Financial Information: Theory and Practice
University of Houston,Accounting,ACCT 5379,ACCT,Enterprise Risk Management
University of Houston,Accounting,ACCT 5380,ACCT,Oil and Gas Accounting 1
University of Houston,Accounting,ACCT 5381,ACCT,Oil and Gas Accounting 2
University of Houston,Accounting,ACCT 5382,ACCT,Oil and Gas Accounting 3
University of Houston,Accounting,ACCT 5397,ACCT,Selected Topics in Accounting
University of Houston,African American Studies,AAS 1310,AAS,Introduction to Africana Culture
University of Houston,African American Studies,AAS 2320,AAS,Introduction to African American Studies
University of Houston,African American Studies,AAS 2322,AAS,Introduction to African Religions and Philosophy
University of Houston,African American Studies,AAS 2330,AAS,Black Liberation Theology
University of Houston,African American Studies,AAS 3301,AAS,Hip Hop History and Culture
University of Houston,African American Studies,AAS 3307,AAS,African Spiritual Transformation in the Social Sciences
University of Houston,African American Studies,AAS 3310,AAS,African American Experience through Theatre
University of Houston,African American Studies,AAS 3330,AAS,African American Studies Oral History and Field Research
University of Houston,African American Studies,AAS 3340,AAS,Seminar in African American Sociolinguistics
University of Houston,African American Studies,AAS 3348,AAS,African Americans and the Law
University of Houston,African American Studies,AAS 3350,AAS,Slavery and Race Relations in the African Diaspora
University of Houston,African American Studies,AAS 3354,AAS,African Nationalist Thought and Ethics in the U.S.
University of Houston,African American Studies,AAS 3356,AAS,Africana Thought and Philosophy
University of Houston,African American Studies,AAS 3366,AAS,African American Studies Community Internship
University of Houston,African American Studies,AAS 3379,AAS,Africana Oratory
University of Houston,African American Studies,AAS 4300,AAS,African Philosophy
University of Houston,African American Studies,AAS 4330,AAS,The Black Church in America
University of Houston,African American Studies,AAS 4370,AAS,Seminar in African American Studies
University of Houston,African American Studies,AAS 4373,AAS,Black Leaders of the Twentieth Century
University of Houston,African American Studies,AAS 4377,AAS,Seminar on W.E.B. DuBois
University of Houston,African American Studies,AAS 4440,AAS,Model African Union Seminar
University of Houston,Air Force Science,AFSC 1201,AFSC,Foundations of the USAF I
University of Houston,Air Force Science,AFSC 1202,AFSC,Foundations of the USAF II
University of Houston,Air Force Science,AFSC 2201,AFSC,Evolution of Air Power I
University of Houston,Air Force Science,AFSC 2202,AFSC,Evolution of Air Power II
University of Houston,Air Force Science,AFSC 3301,AFSC,Air Force Leadership Studies I
University of Houston,Air Force Science,AFSC 3302,AFSC,Air Force Leadership Studies II
University of Houston,Air Force Science,AFSC 3801,AFSC,Field Training
University of Houston,Air Force Science,AFSC 4301,AFSC,National Security Affairs I
University of Houston,Air Force Science,AFSC 4302,AFSC,National Security Affairs II
University of Houston,American Culture,AMER 3300,AMER,"The Americas: Identity, Culture, and Power"
University of Houston,American Culture,AMER 3390,AMER,American Cultural Internship
University of Houston,American Culture,AMER 3398,AMER,Independent Study
University of Houston,American Culture,AMER 4300,AMER,Senior Seminar in American Cultures
University of Houston,American Sign Language Interpretation,ASLI 1301,ASLI,Elementary American Sign Language I
University of Houston,American Sign Language Interpretation,ASLI 1302,ASLI,Elementary American Sign Language II
University of Houston,American Sign Language Interpretation,ASLI 1310,ASLI,Fingerspelling in American Sign Language
University of Houston,American Sign Language Interpretation,ASLI 2301,ASLI,Intermediate American Sign Language I
University of Houston,American Sign Language Interpretation,ASLI 2302,ASLI,Intermediate American Sign Language II
University of Houston,American Sign Language Interpretation,ASLI 2333,ASLI,Introduction to American Sign Language Interpreting
University of Houston,American Sign Language Interpretation,ASLI 2335,ASLI,Multiculturalism and Diversity in ASL Interpreting
University of Houston,American Sign Language Interpretation,ASLI 3330,ASLI,Consecutive Interpreting and Translation
University of Houston,American Sign Language Interpretation,ASLI 3333,ASLI,Interactive Interpreting I
University of Houston,American Sign Language Interpretation,ASLI 3334,ASLI,Interactive Interpreting II
University of Houston,American Sign Language Interpretation,ASLI 3360,ASLI,Advanced American Sign Language
University of Houston,American Sign Language Interpretation,ASLI 4335,ASLI,Advanced Interpreting Techniques and Skills in ASL/English
University of Houston,American Sign Language Interpretation,ASLI 4346,ASLI,American Sign Language Transliteration and Educational Interpreting
University of Houston,American Sign Language Interpretation,ASLI 4368,ASLI,Linguistics of American Sign Language
University of Houston,American Sign Language Interpretation,ASLI 4397,ASLI,Selected Topics in American Sign Language Interpreting
University of Houston,American Sign Language Interpretation,ASLI 4398,ASLI,Independent Study: Tri-lingual Interpreting
University of Houston,American Sign Language Interpretation,ASLI 4489,ASLI,Service Learning - Fieldwork
University of Houston,Anthropology,ANTH 1300,ANTH,Introduction to Anthropology
