Category URL,Title,Details URL,Category,Image URl,Description
http://www.toronto4kids.com/Article-Archive/index.php?cp=1&si=0&tagID=421,Go Wild at African Lion Safari,http://www.toronto4kids.com/June-2015/Go-Wild-at-African-Lion-Safari/,Animals & Zoos,http://www.toronto4kids.com/images/cache/cache_0/cache_8/cache_8/als-lead-81211880.jpeg,June 2015,"African Lion Safari welcomes you to Canada's Original Safari Adventure. Get closer than you ever imagined... to over 1,000 other exotic birds and animals from around the world!"
http://www.toronto4kids.com/Article-Archive/index.php?cp=1&si=0&tagID=421,Centreville Amusement Park Opens,http://www.toronto4kids.com/April-2015/Centreville-Amusement-Park-Opens-for-2015-Season/,Animals & Zoos,http://www.toronto4kids.com/images/cache/cache_0/cache_d/cache_f/centreville-august-94854fd0.jpeg,April 2015,Toronto’s favourite family amusement park is opening for yet another great season of fun! There is no shortage of fun taking place at Centreville this coming season. The park opens May 2.
http://www.toronto4kids.com/Article-Archive/index.php?cp=1&si=0&tagID=421,5 Fun Petting Zoos and Farms,http://www.toronto4kids.com/April-2015/Animal-Encounters-5-Fun-Petting-Zoos-and-Farms/,Animals & Zoos,http://www.toronto4kids.com/images/cache/cache_3/cache_a/cache_4/animal-encounters-278844a3.jpeg,April 2015,It's Spring so grab your kiddos (and a camera) and head out to visit the baby animals! Get ready to encounter some animal fun of the cute kind! 5 great sites where kids can connect with animals.
http://www.toronto4kids.com/Article-Archive/index.php?cp=1&si=0&tagID=421,Visit Canadian Pet Expo,http://www.toronto4kids.com/March-2015/Top-Reasons-to-Visit-Canadian-Pet-Expo/,Animals & Zoos,http://www.toronto4kids.com/images/cache/cache_e/cache_3/cache_7/pet-expo-lead-bec8573e.jpeg,March 2015,"The Canadian Pet Expo is a true pet lover’s and pet family experience, coming to the The International Centre from April 3-5, 2015. Here are the top reasons why you should go!"
http://www.toronto4kids.com/Article-Archive/index.php?cp=1&si=0&tagID=421,Cambridge Butterfly Conservatory,http://www.toronto4kids.com/January-2015/Roam-Among-the-Butterflies-at-the-Cambridge-Butterfly-Conservatory/,Animals & Zoos,http://www.toronto4kids.com/images/cache/cache_8/cache_0/cache_1/campbridge-butterfly-lead-4a12c108.jpeg,January 2015,"Witness thousands of free-flying butterflies at the Cambridge Butterfly Conservatory. Experience an impressive collection of flowering plants, colourful birds, cascading waterfalls, and lush tropical gardens."
http://www.toronto4kids.com/Article-Archive/index.php?cp=1&si=0&tagID=421,Our Visit to Far Enough Farm,http://www.toronto4kids.com/August-2014/Our-Visit-to-Far-Enough-Farm-at-Centreville/,Animals & Zoos,http://www.toronto4kids.com/images/cache/cache_d/cache_2/cache_7/far-enough-farm-centreville-ab99172d.jpeg,August 2014,A visit to Centre Island is not complete without stopping in on Far Enough Farm. This quaint working farm is one of the most unique animal farms located just minutes from Toronto's downtown core.
http://www.toronto4kids.com/Article-Archive/index.php?cp=1&si=0&tagID=421,A Wild Season at African Lion Safari,http://www.toronto4kids.com/August-2014/A-Wild-Season-at-African-Lion-Safari/,Animals & Zoos,http://www.toronto4kids.com/images/cache/cache_4/cache_3/cache_3/African-Lion-Safari-Attraction-2014-d97c5334.jpeg,August 2014,"Are you ready for another ""WILD"" season? African Lion Safari® is open daily until October 13, 2014. Go ""On Safari!™"" and get closer than you ever imagined to over 1000 exotic birds and animals!"
http://www.toronto4kids.com/Article-Archive/index.php?cp=1&si=0&tagID=421,High Park Zoo,http://www.toronto4kids.com/June-2014/High-Park-Zoo/,Animals & Zoos,http://www.toronto4kids.com/images/cache/cache_8/cache_b/cache_9/high-park-zoo-1-0ac389b8.jpeg,June 2014,"Toronto's largest public park is home to a unique and wonderful animal attraction that is open year round. The High Park Zoo allows kids to experience, appreciate, and learn about animals."
http://www.toronto4kids.com/Article-Archive/index.php?cp=1&si=0&tagID=421,Bird Kingdom in Niagara Falls,http://www.toronto4kids.com/May-2014/Bird-Kingdom-in-Niagara-Falls/,Animals & Zoos,http://www.toronto4kids.com/images/cache/cache_4/cache_7/cache_8/bird-kingdom-intro-82e00874.jpeg,May 2014,"Bird Kingdom is the world's largest free-flying indoor aviary that connects people with nature through the world of birds. At Bird Kingdom you'll see exotic birds, animals, and reptiles, all in a unique oasis."
http://www.toronto4kids.com/Article-Archive/index.php?cp=1&si=0&tagID=421,Summer 2014 at Safari Niagara,http://www.toronto4kids.com/May-2014/Safari-Niagara-Welcomes-You-To-Summer-2014/,Animals & Zoos,http://www.toronto4kids.com/images/cache/cache_2/cache_d/cache_6/safari-niagara-14-intro-56b406d2.jpeg,May 2014,"School's out for the Summer! Well, not yet but it is just around the corner! Discover what the Niagara region has to offer and in particular - Safari Niagara, only 10 minutes from Niagara Falls."
http://www.toronto4kids.com/Article-Archive/index.php?cp=2&si=10&tagID=421,A Winter Day at Riverdale Farm,http://www.toronto4kids.com/January-2014/A-Winter-Day-at-Riverdale-Farm/,Animals & Zoos,http://www.toronto4kids.com/images/cache/cache_9/cache_1/cache_6/riverdale-farm-winter-1-cfd05619.jpeg,January 2014,"It can be a challenge to finding family fun in the middle of Winter but think Riverdale Farm! Amidst this year’s cold harsh Winter, a recent balmy day led us to a visit to this quaint little farm in the heart of city."
http://www.toronto4kids.com/Article-Archive/index.php?cp=2&si=10&tagID=421,Ripley’s Aquarium of Canada,http://www.toronto4kids.com/December-2013/Ripleys-Aquarium-of-Canada/,Animals & Zoos,http://www.toronto4kids.com/images/cache/cache_0/cache_4/cache_3/Ripleys-Aquarium-Toronto-Lead-366c1340.jpeg,December 2013,"Discover the wonders of the water world at Toronto's newest and most thrilling attraction, Ripley's Aquarium of Canada. This interactive attraction plunges guests in a one-of-a-kind underwater adventure!"
http://www.toronto4kids.com/Article-Archive/index.php?cp=2&si=10&tagID=421,Far Enough Farm at Centreville,http://www.toronto4kids.com/August-2013/Far-Enough-Farm-at-Centreville/,Animals & Zoos,http://www.toronto4kids.com/images/cache/cache_3/cache_f/cache_d/Far-Enough-Farm-intro2-22e50df3.jpeg,August 2013,"Far Enough Farm located at Centreville Amusement Park is the perfect year-round destination for families visiting the island. This quaint hobby farm, now a Centre Island staple, has been in operation since 1959."
http://www.toronto4kids.com/Article-Archive/index.php?cp=2&si=10&tagID=421,Safari Niagara,http://www.toronto4kids.com/July-2013/Safari-Niagara/,Animals & Zoos,http://www.toronto4kids.com/images/cache/cache_5/cache_6/cache_0/safari-niagara-intro-4b113065.jpeg,July 2013,"Safari Niagara, a 150-acre, privately-owned and operated nature park, invites you to spend the day with more than 750 animals of native and exotic mammals, reptiles, and birds. Adventures await the entire family."
http://www.toronto4kids.com/Article-Archive/index.php?cp=2&si=10&tagID=421,Our Wild African Lion Safari Experience,http://www.toronto4kids.com/July-2013/Our-Wild-African-Lion-Safari-Experience/,Animals & Zoos,http://www.toronto4kids.com/images/cache/cache_2/cache_b/cache_c/african-lion-safari-intro-2de79cb2.jpeg,July 2013,"At African Lion Safari, animals are exhibited in an entirely different way - the visitor is caged in their car or tour bus, and the animals are free to roam."
http://www.toronto4kids.com/Article-Archive/index.php?cp=2&si=10&tagID=421,Kids Zoo at Toronto Zoo,http://www.toronto4kids.com/July-2013/Kids-Zoo-at-Toronto-Zoo/,Animals & Zoos,http://www.toronto4kids.com/images/cache/cache_e/cache_a/cache_e/toronto-zoo-kids-zoo-1-93564eae.jpeg,July 2013,"The Toronto Zoo is a must see and do family attraction! But for younger kids who like their nature hands-on, the Zoo offers a great concept: a Kids Zoo uniquely designed for kids 9 and under."
http://www.toronto4kids.com/Article-Archive/index.php?cp=2&si=10&tagID=421,The Giant Pandas at Toronto Zoo,http://www.toronto4kids.com/July-2013/The-Giant-Pandas-at-Toronto-Zoo/,Animals & Zoos,http://www.toronto4kids.com/images/cache/cache_1/cache_6/cache_4/Giant-Pandas-Toronto-Zoo-fb794461.jpeg,July 2013,What a thrilling experience to see the giant pandas at the Toronto Zoo! The 'Giant Panda Experience' is the new home of Er Shun and Da Mao and the exhibit is now open.
http://www.toronto4kids.com/Article-Archive/index.php?cp=2&si=10&tagID=421,The Bowmanville Zoo,http://www.toronto4kids.com/June-2013/The-Bowmanville-Zoo/,Animals & Zoos,http://www.toronto4kids.com/images/cache/cache_2/cache_d/cache_8/bowmanville-zoo-intro-de86d8d2.jpeg,June 2013,"Take a walk on the wild side at Bowmanville Zoo. It's Canada's oldest private zoo, established in 1919. There's so much to explore at the Bowmanville Zoo, but here's what makes this zoo really cool!"
http://www.toronto4kids.com/Article-Archive/index.php?cp=2&si=10&tagID=421,Go Wild at African Lion Safari,http://www.toronto4kids.com/May-2013/Go-Wild-at-African-Lion-Safari/,Animals & Zoos,http://www.toronto4kids.com/images/cache/cache_2/cache_1/cache_1/African-Lion-Safari-Thumb-40bac112.jpeg,May 2013,"Are you ready for another ""WILD"" season? African Lion Safari is open daily May 4 to October 14, 2013. Go ""On Safari!"" and get closer than you ever imagined to over 1000 exotic birds and animals!"
http://www.toronto4kids.com/Article-Archive/index.php?cp=2&si=10&tagID=421,Riverview Zoo and Park,http://www.toronto4kids.com/April-2013/Riverview-Zoo-and-Park/,Animals & Zoos,http://www.toronto4kids.com/images/cache/cache_7/cache_c/cache_4/riverview-zoo-and-park-c31e74c7.jpeg,April 2013,"This popular and amazing 55.5 acre zoo, park, and splash pad is the largest and most diversified playground for kids in Peterborough. Best of all, admission is free."
http://www.toronto4kids.com/Article-Archive/index.php?cp=3&si=20&tagID=421,The Riverdale Farm,http://www.toronto4kids.com/April-2013/The-Riverdale-Farm/,Animals & Zoos,http://www.toronto4kids.com/images/cache/cache_a/cache_c/cache_7/riverdale-farm-intro-5b4fb7ca.jpeg,April 2013,"The Riverdale Farm is a quaint little farm, located in the heart of downtown Toronto. A perfect example of a turn of the century Ontario farm, kids can see many farm animals, including cows, horses, donkeys, sheep, and more."
http://www.toronto4kids.com/Article-Archive/index.php?cp=3&si=20&tagID=421,A Zoo Wintertime Adventure,http://www.toronto4kids.com/January-2013/A-Zoo-Wintertime-Adventure/,Animals & Zoos,http://www.toronto4kids.com/images/cache/cache_e/cache_9/cache_a/zoo-winter-008f8a9e.jpeg,January 2013,"While many think of January and February as the 'gloom of winter,' the Toronto Zoo proves there is life to the season! Don't let a little cold stop you. In many ways, the zoo can be more fun in the winter! "
http://www.toronto4kids.com/Article-Archive/index.php?cp=3&si=20&tagID=421,African Lion Safari,http://www.toronto4kids.com/June-2012/African-Lion-Safari/,Animals & Zoos,http://www.toronto4kids.com/images/cache/cache_2/cache_e/cache_9/AfricanLionSafari-ce6d49e2.jpeg,June 2012,"Create lasting memories this Summer, as you “GO WILD!!™"" at African Lion Safari! Go “On Safari” and get closer than you ever imagined to over 1,000 exotic birds and animals roaming freely in large Game Reserves. Here are 10 ways to drive your family ""WILD!"""
http://www.toronto4kids.com/Article-Archive/index.php?cp=3&si=20&tagID=421,New African Penguin Exhibit at Toronto Zoo,http://www.toronto4kids.com/May-2012/New-African-Penguin-Exhibit-at-Toronto-Zoo/,Animals & Zoos,http://www.toronto4kids.com/images/cache/cache_2/cache_b/cache_1/zoo-penguins-intro-4105c1b2.jpeg,May 2012,"There’s a new exhibit at the Toronto Zoo: the Endangered African Penguins. After an 18-year absence, they are back, introducing zoo visitors to 12 playful and entertaining new friends."
http://www.toronto4kids.com/Article-Archive/index.php?cp=3&si=20&tagID=421,Animal Adventures for the Family!,http://www.toronto4kids.com/August-2011/Animal-Adventures-for-the-Whole-Family/,Animals & Zoos,http://www.toronto4kids.com/images/cache/cache_0/cache_7/cache_3/animal-adventures-intro-12c91370.jpeg,August 2011,"Indulge in some one-on-one time with your kids and some furry, feathery, and swampy creatures. Nothing makes an outing complete unless there's an animal factor to it!"
http://www.toronto4kids.com/Article-Archive/index.php?cp=3&si=20&tagID=421,Butterfly Conservatory in Niagara Falls,http://www.toronto4kids.com/June-2011/Butterfly-Conservatory-in-Niagara-Falls/,Animals & Zoos,http://www.toronto4kids.com/images/cache/cache_2/cache_4/cache_b/Butterfly_Conservatory_1-2e003b42.jpeg,June 2011,"A visit to Niagara Falls isn't complete without a trip to the Butterfly Conservatory, a 11,000 sq. ft. climate-controlled sanctuary for dozens of different species of butterflies."
http://www.toronto4kids.com/Article-Archive/index.php?cp=1&si=0&tagID=426,Museum + Arts Pass Program,http://www.toronto4kids.com/July-2015/Sun-Life-Financial-Museum--Arts-Pass-Program/,Attractions,http://www.toronto4kids.com/images/cache/cache_b/cache_c/cache_d/map-program-osc-9cdfddcb.jpeg,July 2015,"The Sun Life Financial Museum + Arts Pass program allows Toronto families to borrow a limited number of free family passes to local museums, art galleries and other participating venues."
http://www.toronto4kids.com/Article-Archive/index.php?cp=1&si=0&tagID=426,Go Wild at African Lion Safari,http://www.toronto4kids.com/June-2015/Go-Wild-at-African-Lion-Safari/,Attractions,http://www.toronto4kids.com/images/cache/cache_0/cache_8/cache_8/als-lead-81211880.jpeg,June 2015,"African Lion Safari welcomes you to Canada's Original Safari Adventure. Get closer than you ever imagined... to over 1,000 other exotic birds and animals from around the world!"
http://www.toronto4kids.com/Article-Archive/index.php?cp=1&si=0&tagID=426,Halton County Radial Railway,http://www.toronto4kids.com/June-2015/Halton-County-Radial-Railway/,Attractions,http://www.toronto4kids.com/images/cache/cache_b/cache_0/cache_7/halton-county-radial-lead-5795a70b.jpeg,June 2015,"If your kids love riding the rails, take them on a historic streetcar ride at the Halton County Radial Railway. The museum offers a fun day out for all ages where visitors can ride full-size electric railcars."
http://www.toronto4kids.com/Article-Archive/index.php?cp=1&si=0&tagID=426,Summer Fun at Fallsview Waterpark,http://www.toronto4kids.com/June-2015/Summer-Fun-at-Fallsview-Waterpark/,Attractions,http://www.toronto4kids.com/images/cache/cache_b/cache_7/cache_7/fallsview-summer-2015-lead-28fb577b.jpeg,June 2015,"If your kids are longing for swimsuits, sprinklers and slides, make the trip to Fallsview Indoor Waterpark. Fallsview will keep the kids wet and wildly entertained, all summer long!"
http://www.toronto4kids.com/Article-Archive/index.php?cp=1&si=0&tagID=426,Pirate Fun for Kids in the City,http://www.toronto4kids.com/June-2015/Ahoy-Mateys-Pirate-Fun-for-Kids-in-the-City/,Attractions,http://www.toronto4kids.com/images/cache/cache_0/cache_6/cache_c/pirate-life-lead-5d999c60.jpeg,June 2015,"Pirate Life, a new attraction on Centre Island provides lots of interactive ways for kids to play pirate. Enjoy swashbuckling fun, pirate shows and parties, or sailing the high seas on a pirate-themed cruise!"
http://www.toronto4kids.com/Article-Archive/index.php?cp=1&si=0&tagID=426,Make Memories at Scenic Caves,http://www.toronto4kids.com/June-2015/Make-Family-Memories-at-Scenic-Caves-Nature-Adventures/,Attractions,http://www.toronto4kids.com/images/cache/cache_6/cache_0/cache_7/scenic-caves-lead-6810d706.jpeg,June 2015,"Where can you explore the outdoors with activities appealing to all ages in your family?  Scenic Caves Nature Adventures is your destination for nature, history, scenery and adventure!"
http://www.toronto4kids.com/Article-Archive/index.php?cp=1&si=0&tagID=426,Doors Open Toronto 2015,http://www.toronto4kids.com/April-2015/Doors-Open-Toronto-2015/,Attractions,http://www.toronto4kids.com/images/cache/cache_b/cache_8/cache_2/doors-open-2015-lead-e952328b.jpeg,April 2015,"Doors Open announces its lineup of buildings and enhanced programming. In honour of this Summer's TORONTO 2015 Pan Am/Parapan Am Games, this year's theme is Sports, Recreation, and Leisure."
