Category URL,Title,Details URL,Category,Image URl,Description
http://www.toronto4kids.com/Article-Archive/index.php?cp=2&si=10&tagID=353, Bell Free Weekend 2015 at TIFF,http://www.toronto4kids.com/May-2015/Bell-Free-Weekend-2015-at-TIFF/,Free & Cheap Outings,http://www.toronto4kids.com/images/cache/cache_4/cache_5/cache_6/bell-free-weekends-2015-9b925654.jpeg,May 2015,"On Saturday, May 16 and Sunday, May 17, 2015 from 10:00 am to 6:00 pm, all regular film screenings plus special family films and events at TIFF Bell Lightbox are completely FREE, courtesy of Bell!"
http://www.toronto4kids.com/Article-Archive/index.php?cp=2&si=10&tagID=353,Gangways Open on Toronto's Waterfront ,http://www.toronto4kids.com/May-2015/Gangways-Open-on-Torontos-Waterfront/,Free & Cheap Outings,http://www.toronto4kids.com/images/cache/cache_2/cache_e/cache_e/Gangways-1-d93ffee2.jpeg,May 2015,"Fun for the entire family, Gangways Open on Toronto’s Waterfront is part of Doors Open Toronto. Tour ships, encounter swashbuckling pirates, hop aboard a 40 foot inflatable bouncy pirate ship, and more!"
http://www.toronto4kids.com/Article-Archive/index.php?cp=2&si=10&tagID=353,May on the Cheap! 2015,http://www.toronto4kids.com/May-2015/May-on-the-Cheap/,Free & Cheap Outings,http://www.toronto4kids.com/images/cache/cache_d/cache_8/cache_6/may-cheap-2015-3055368d.jpeg,May 2015,There are fairs and festivals everywhere you turn throughout May! Our roundup of the absolute best free things to do includes annual favourites like the Toronto International Circus Festival and Doors Open Toronto.
http://www.toronto4kids.com/Article-Archive/index.php?cp=2&si=10&tagID=353,Cineplex Family Favourites May 2015,http://www.toronto4kids.com/May-2015/Cineplex-Family-Favourites-May/,Free & Cheap Outings,http://www.toronto4kids.com/images/cache/cache_9/cache_9/cache_3/cineplex-may-2015-220b3399.jpeg,May 2015,Join Cineplex on Saturday mornings for Family Favourites. Watch a family favourite film each week for only $2.99. It's a fun and affordable way to enjoy the weekend with your family! Here's the line-up for May.
http://www.toronto4kids.com/Article-Archive/index.php?cp=2&si=10&tagID=353,Family Fun During Bike Month,http://www.toronto4kids.com/May-2015/Family-Fun-During-Bike-Month/,Free & Cheap Outings,http://www.toronto4kids.com/images/cache/cache_c/cache_f/cache_4/bike-month-2015-d97924fc.jpeg,May 2015,It’s bike month! That means it’s time to remember how great it feels to be out riding your bike! Bike Month is a yearly celebration of cycling in the Greater Toronto with hundreds of community activities.
http://www.toronto4kids.com/Article-Archive/index.php?cp=2&si=10&tagID=353,Toronto International Circus Festival,http://www.toronto4kids.com/April-2015/HarbourKIDS-Toronto-International-Circus-Festival-2015/,Free & Cheap Outings,http://www.toronto4kids.com/images/cache/cache_1/cache_4/cache_a/to-circus-fest-2015-11594a41.jpeg,April 2015,"HarbourKIDS presents the fascinating, freaky circus spectacle of Toronto's International Circus Festival, May 16-18. A fascinating spectacle of the circus for those curious enough to venture through."
http://www.toronto4kids.com/Article-Archive/index.php?cp=3&si=20&tagID=353,Doors Open Toronto 2015,http://www.toronto4kids.com/April-2015/Doors-Open-Toronto-2015/,Free & Cheap Outings,http://www.toronto4kids.com/images/cache/cache_b/cache_8/cache_2/doors-open-2015-lead-e952328b.jpeg,April 2015,"Doors Open announces its lineup of buildings and enhanced programming. In honour of this Summer's TORONTO 2015 Pan Am/Parapan Am Games, this year's theme is Sports, Recreation, and Leisure."
http://www.toronto4kids.com/Article-Archive/index.php?cp=3&si=20&tagID=353,5 Fun Petting Zoos and Farms,http://www.toronto4kids.com/April-2015/Animal-Encounters-5-Fun-Petting-Zoos-and-Farms/,Free & Cheap Outings,http://www.toronto4kids.com/images/cache/cache_3/cache_a/cache_4/animal-encounters-278844a3.jpeg,April 2015,It's Spring so grab your kiddos (and a camera) and head out to visit the baby animals! Get ready to encounter some animal fun of the cute kind! 5 great sites where kids can connect with animals.
http://www.toronto4kids.com/Article-Archive/index.php?cp=3&si=20&tagID=353,Best Places to See Cherry Blossoms,http://www.toronto4kids.com/April-2015/Best-Places-to-See-Cherry-Blossoms/,Free & Cheap Outings,http://www.toronto4kids.com/images/cache/cache_7/cache_7/cache_7/cherry-blossoms-5128a777.jpeg,April 2015,"There isn't a more delightful way to enjoy the onset of Spring than seeing the beautiful cherry blossoms flowering. Every Spring, thousands head over to High Park, to witness the beautiful cherry blossoms."
http://www.toronto4kids.com/Article-Archive/index.php?cp=3&si=20&tagID=353,Cineplex Family Favourites April 2015,http://www.toronto4kids.com/April-2015/Cineplex-Family-Favourites-April/,Free & Cheap Outings,http://www.toronto4kids.com/images/cache/cache_e/cache_0/cache_c/dolphin-tale-2-085f0c0e.jpeg,April 2015,Join Cineplex on Saturday mornings at 11:00 am for Family Favourites. Watch a family favourite film each week for only $2.99. Here's the line up for April 2015.
http://www.toronto4kids.com/Article-Archive/index.php?cp=3&si=20&tagID=353,April on the Cheap! 2015,http://www.toronto4kids.com/April-2015/April-on-the-Cheap/,Free & Cheap Outings,http://www.toronto4kids.com/images/cache/cache_e/cache_b/cache_d/free-cheap-april-2015-47000dbe.jpeg,April 2015,"In April, the calendar is stocked with all kinds of chances to spot the Easter bunny and hunt for eggs. Families can also give back to the Earth by participating in Earth Day events. Hit up the city's free and cheap events!"
http://www.toronto4kids.com/Article-Archive/index.php?cp=3&si=20&tagID=353,March Break on a Budget,http://www.toronto4kids.com/March-2015/March-Break-on-a-Budget/,Free & Cheap Outings,http://www.toronto4kids.com/images/cache/cache_3/cache_2/cache_8/march-break-budget-2fef0823.jpeg,March 2015,Take advantage of the kids' full week off school to enjoy the warmer temperatures with your clan. We've rounded up some ideas to keep the little ones busy on March Break that won't cost a whole lot.
http://www.toronto4kids.com/Article-Archive/index.php?cp=3&si=20&tagID=353,March on the Cheap! 2015,http://www.toronto4kids.com/March-2015/March-on-the-Cheap/,Free & Cheap Outings,http://www.toronto4kids.com/images/cache/cache_d/cache_6/cache_e/march-cheap-2015-b9c3be6d.jpeg,March 2015,March blows in this weekend and it is a great month with St. Patrick's Day and March Break Madness. There are plenty of free and cheap activities this month so start scheduling some family fun!
http://www.toronto4kids.com/Article-Archive/index.php?cp=3&si=20&tagID=353,Cineplex Family Favourites March,http://www.toronto4kids.com/March-2015/Cineplex-Family-Favourites-March/,Free & Cheap Outings,http://www.toronto4kids.com/images/cache/cache_4/cache_2/cache_9/cineplex-march-2015-b091c924.jpeg,March 2015,Join Cineplex on Saturday mornings at 11:00 am for Family Favourites. Watch a family favourite film each week for only $2.99. Here's the line up for March 2015.
http://www.toronto4kids.com/Article-Archive/index.php?cp=3&si=20&tagID=353,Family Day Events 2015,http://www.toronto4kids.com/February-2015/Family-Day-Events-2015/,Free & Cheap Outings,http://www.toronto4kids.com/images/cache/cache_5/cache_a/cache_f/family-day-2015-e5e92fa5.jpeg,February 2015,Ontario is celebrating a three-day weekend with Family Day on February 16! There are loads of fun events happening all over the city that are sure to keep your family busy.
http://www.toronto4kids.com/Article-Archive/index.php?cp=3&si=20&tagID=353,Winter Carnivals 2015,http://www.toronto4kids.com/February-2015/Winter-Carnivals-2015/,Free & Cheap Outings,http://www.toronto4kids.com/images/cache/cache_1/cache_6/cache_8/carnival-2015-d5c75861.jpeg,February 2015,"There's no such thing as hibernation in Toronto and the GTA. City events invite families to brave the cold this month and enjoy tube sledding, ice skating, mid-ways, dog-sled demos, and more. All events are free!"
http://www.toronto4kids.com/Article-Archive/index.php?cp=4&si=30&tagID=353,February on the Cheap! 2015,http://www.toronto4kids.com/February-2015/February-on-the-Cheap/,Free & Cheap Outings,http://www.toronto4kids.com/images/cache/cache_8/cache_1/cache_1/free-cheap-feb-2015-4393a118.jpeg,February 2015,"In the thick of Winter, February is the shortest and coldest month but that doesn't have to stop all of the fun. This month brings a long list of free activities, festivals, and other things to do with kids."
http://www.toronto4kids.com/Article-Archive/index.php?cp=4&si=30&tagID=353,Cineplex Family Favourites February,http://www.toronto4kids.com/February-2015/Cineplex-Family-Favourites-February/,Free & Cheap Outings,http://www.toronto4kids.com/images/cache/cache_f/cache_7/cache_d/family-faves-feb-2015-0c441d7f.jpeg,February 2015,Join Cineplex on Saturday mornings at 11:00 am for Family Favourites. Watch a family favourite film each week for only $2.99. Here's the line up for February 2015.
http://www.toronto4kids.com/Article-Archive/index.php?cp=4&si=30&tagID=353,Harbourfront Centre's LunarFest,http://www.toronto4kids.com/January-2015/Ring-in-the-Year-of-the-Sheep-at-Harbourfront-Centres-LunarFest/,Free & Cheap Outings,http://www.toronto4kids.com/images/cache/cache_4/cache_5/cache_f/lunarfest-2015-lead-d19a4f54.jpeg,January 2015,"Ring in the Year of the Sheep at Harbourfront Centre's LunarFest from February 28 to March 1. Experience the largest gathering of dragon dancers, enjoy a Dumpling Fest, The Great Wall of Lanterns, and more!"
http://www.toronto4kids.com/Article-Archive/index.php?cp=4&si=30&tagID=353,January on the Cheap!,http://www.toronto4kids.com/January-2015/January-on-the-Cheap/,Free & Cheap Outings,http://www.toronto4kids.com/images/cache/cache_a/cache_9/cache_9/jan-cheap-cde7b99a.jpeg,January 2015,"Are finances a bit tight after the holidays? Fortunately, Toronto and the GTA are a great source of inexpensive fun for families. Enjoy the best events, activities, and things to do in January – all for free (or almost!)."
http://www.toronto4kids.com/Article-Archive/index.php?cp=4&si=30&tagID=353,Cineplex Family Favourites January,http://www.toronto4kids.com/January-2015/Cineplex-Family-Favourites-January/,Free & Cheap Outings,http://www.toronto4kids.com/images/cache/cache_9/cache_2/cache_8/cineplex-january-9ea1c829.jpeg,January 2015,Join Cineplex on Saturday mornings at 11:00 am for Family Favourites. Watch a family favourite film each week for only $2.99. Here's the line up for January 2015.
http://www.toronto4kids.com/Article-Archive/index.php?cp=4&si=30&tagID=353,Harbourfront Centre's Natrel Rink,http://www.toronto4kids.com/December-2014/Harbourfront-Centres-Natrel-Rink/,Free & Cheap Outings,http://www.toronto4kids.com/images/cache/cache_7/cache_e/cache_d/harbourfront-natrel-a76c4de7.jpeg,December 2014,"Harbourfront Centre has opened the Natrel Rink, a unique skating destination, for the 2014-2015 skating season. Visitors are invited to enjoy free public skating on the city’s most scenic rink."
http://www.toronto4kids.com/Article-Archive/index.php?cp=4&si=30&tagID=353,Cineplex Family Favourites December,http://www.toronto4kids.com/December-2014/Cineplex-Family-Favourites-December/,Free & Cheap Outings,http://www.toronto4kids.com/images/cache/cache_4/cache_6/cache_e/cineplex-december-daa6ae64.jpeg,December 2014,Join Cineplex on Saturday mornings at 11:00 am for Family Favourites. Watch a family favourite film each week for only $2.50. It's a fun and affordable way to enjoy the weekend with your family!
http://www.toronto4kids.com/Article-Archive/index.php?cp=4&si=30&tagID=353,December on the Cheap!,http://www.toronto4kids.com/December-2014/December-on-the-Cheap/,Free & Cheap Outings,http://www.toronto4kids.com/images/cache/cache_4/cache_c/cache_c/dec-cheap-2014-34039cc4.jpeg,December 2014,"The holiday season has finally arrived! It’s time for festive shows, visits with Santa Claus, and spectacular light displays. All the hustle and bustle is great fun but it can also be a strain on the wallet."
http://www.toronto4kids.com/Article-Archive/index.php?cp=4&si=30&tagID=353,Winterfest on Toronto's Waterfront,http://www.toronto4kids.com/November-2014/Winterfest-on-Torontos-Waterfront/,Free & Cheap Outings,http://www.toronto4kids.com/images/cache/cache_2/cache_9/cache_e/winter-fest-intro-f3a3ae92.jpeg,November 2014,Toronto's waterfront becomes a magical place at Winterfest on Toronto's Waterfront the weekends of December 13 & 14 and 20 & 21. There is so much for families to experience!
http://www.toronto4kids.com/Article-Archive/index.php?cp=4&si=30&tagID=353,November on the Cheap! 2014,http://www.toronto4kids.com/November-2014/November-on-the-Cheap/,Free & Cheap Outings,http://www.toronto4kids.com/images/cache/cache_1/cache_5/cache_6/free-cheap-nov-1-ca9fb651.jpeg,November 2014,"This month, there’s an incredible array of free and cheap events taking place in Toronto and the GTA! Santa flies into town and many holiday celebrations kick into high gear. Here's our list!"
http://www.toronto4kids.com/Article-Archive/index.php?cp=5&si=40&tagID=353,Cineplex Family Favourites November,http://www.toronto4kids.com/November-2014/Cineplex-Family-Favourites-November/,Free & Cheap Outings,http://www.toronto4kids.com/images/cache/cache_8/cache_8/cache_5/rango-family-favourites-cineplex-november-eaafb588.jpeg,November 2014,Join Cineplex on Saturday mornings at 11:00am for Family Favourites. Watch a family favourite film each week for only $2.50. It's a fun and affordable way to enjoy the weekend with your family!
http://www.toronto4kids.com/Article-Archive/index.php?cp=5&si=40&tagID=353,Free Halloween Events,http://www.toronto4kids.com/October-2014/Free-Halloween-Events-in-Toronto-the-GTA-for-Kids/,Free & Cheap Outings,http://www.toronto4kids.com/images/cache/cache_8/cache_9/cache_c/free-halloween-events-toron-20a06c98.jpeg,October 2014,"It’s time for trick-or-treating, pumpkin carving, and candy scarfing, and we've got the devilish deets on where to find the best events in October for families. These Halloween events are completely free!"
http://www.toronto4kids.com/Article-Archive/index.php?cp=5&si=40&tagID=353,October on the Cheap! 2014,http://www.toronto4kids.com/October-2014/October-on-the-Cheap-2014/,Free & Cheap Outings,http://www.toronto4kids.com/images/cache/cache_f/cache_1/cache_f/free-cheap-oct-2014-b05e8f1f.jpeg,October 2014,"October just may be our favourite month in Toronto. Besides the excitement of Halloween, there are plenty of fairs and festivals to fill our weekends. Our top picks for what's free and cheap this October."
http://www.toronto4kids.com/Article-Archive/index.php?cp=5&si=40&tagID=353,Cineplex Family Favourites October,http://www.toronto4kids.com/October-2014/Cineplex-Family-Favourites-October/,Free & Cheap Outings,http://www.toronto4kids.com/images/cache/cache_f/cache_6/cache_6/despicable-me-2-family-favourite-a411866f.jpeg,October 2014,Join Cineplex on Saturday mornings at 11:00am for Family Favourites. Watch a family favourite film each week for only $2.50. It's a fun and affordable way to enjoy the weekend with your family!
http://www.toronto4kids.com/Article-Archive/index.php?cp=5&si=40&tagID=353,Cineplex Family Favourites September 2014,http://www.toronto4kids.com/September-2014/Cineplex-Family-Favourites-September/,Free & Cheap Outings,http://www.toronto4kids.com/images/cache/cache_e/cache_c/cache_7/hugo-cineplex-movie-favourites-98d317ce.jpeg,September 2014,Join Cineplex on Saturday mornings at 11:00am for Family Favourites. Watch a family favourite film each week for only $2.50. It's a fun and affordable way to enjoy the weekend with your family!
http://www.toronto4kids.com/Article-Archive/index.php?cp=5&si=40&tagID=353,September on the Cheap! 2014,http://www.toronto4kids.com/September-2014/September-on-the-Cheap/,Free & Cheap Outings,http://www.toronto4kids.com/images/cache/cache_5/cache_0/cache_7/sept-free-cheap-e5961705.jpeg,September 2014,Just because school is starting doesn't mean all outdoor Summer fun needs to stop. September actually brings many of our favourite annual festivals. Here are the top free and cheap things to do!
http://www.toronto4kids.com/Article-Archive/index.php?cp=5&si=40&tagID=353,Culture Days 2014,http://www.toronto4kids.com/September-2014/Culture-Days-2014/,Free & Cheap Outings,http://www.toronto4kids.com/images/cache/cache_2/cache_e/cache_8/culture-days-436f78e2.jpeg,September 2014,"It's time to get some culture! Culture Days invites everyone to explore, discover, and participate in arts and culture in every community all for free. This year's event takes place September 26, 27, and 28."
http://www.toronto4kids.com/Article-Archive/index.php?cp=5&si=40&tagID=353,Toronto's First Post Office,http://www.toronto4kids.com/August-2014/Torontos-First-Post-Office/,Free & Cheap Outings,http://www.toronto4kids.com/images/cache/cache_9/cache_7/cache_4/1st-post-office-intro-2b7f2479.jpeg,August 2014,"Toronto's First Post Office is Canada's oldest surviving purpose-built post office, located in the heart of the St. Lawrence district. Guests visiting can write letters with a quill pen and seal them with wax like in the 1830s."
http://www.toronto4kids.com/Article-Archive/index.php?cp=5&si=40&tagID=353,Suburban Steam: A Steampunk Fair,http://www.toronto4kids.com/August-2014/Suburban-Steam-A-Steampunk-Fair-for-the-Whole-Family/,Free & Cheap Outings,http://www.toronto4kids.com/images/cache/cache_0/cache_4/cache_a/steampunked-1-66611a40.jpeg,August 2014,"On Saturday, August 23, the Historic Zion Schoolhouse (one of Toronto's 10 Historic Sites) is hosting a free and fun family event: a retro-futuristic community festival celebrating all things Steampunk!"
http://www.toronto4kids.com/Article-Archive/index.php?cp=5&si=40&tagID=353,Our Visit to Far Enough Farm,http://www.toronto4kids.com/August-2014/Our-Visit-to-Far-Enough-Farm-at-Centreville/,Free & Cheap Outings,http://www.toronto4kids.com/images/cache/cache_d/cache_2/cache_7/far-enough-farm-centreville-ab99172d.jpeg,August 2014,A visit to Centre Island is not complete without stopping in on Far Enough Farm. This quaint working farm is one of the most unique animal farms located just minutes from Toronto's downtown core.
http://www.toronto4kids.com/Article-Archive/index.php?cp=6&si=50&tagID=353,Free & Cheap Summer Fun,http://www.toronto4kids.com/August-2014/Free-Cheap-Summer-Fun-in-the-City/,Free & Cheap Outings,http://www.toronto4kids.com/images/cache/cache_d/cache_6/cache_0/free-summer-fun-for-kids-in-toronto-3b5ab06d.jpeg,August 2014,"Let's face it, ""free fun"" and ""Toronto"" are not often uttered in the same breath. But truth be told, this city has many offerings that families can enjoy without breaking the bank!"
http://www.toronto4kids.com/Article-Archive/index.php?cp=6&si=50&tagID=353,August on the Cheap! 2014,http://www.toronto4kids.com/August-2014/August-on-the-Cheap/,Free & Cheap Outings,http://www.toronto4kids.com/images/cache/cache_d/cache_f/cache_e/free-cheap-aug-2014-2caa2efd.jpeg,August 2014,"While some of us can't wait for lazy Summer days with lots of time to spare, others need a calendar brimming full with activities each day, especially when they're free! It's another great month of free family fun."
http://www.toronto4kids.com/Article-Archive/index.php?cp=6&si=50&tagID=353,Cineplex Family Favourites August 2014,http://www.toronto4kids.com/August-2014/Cineplex-Family-Favourites-August/,Free & Cheap Outings,http://www.toronto4kids.com/images/cache/cache_8/cache_0/cache_f/cineplex-aug-2014-4d03df08.jpeg,August 2014,Join Cineplex on Saturdays and Wednesdays for Family Favourites. Watch a family favourite film each week for only $2.50. It's a fun and affordable way to enjoy the weekend with your family!
http://www.toronto4kids.com/Article-Archive/index.php?cp=6&si=50&tagID=353,Guide to August Festivals 2014,http://www.toronto4kids.com/July-2014/Guide-to-August-Festivals-2014/,Free & Cheap Outings,http://www.toronto4kids.com/images/cache/cache_3/cache_9/cache_f/cne-2014-37f54f93.jpeg,July 2014,"Fairs and festivals and feasts, oh my! It’s non-stop action in and around Toronto this month. With everything from a county fair to music and food festivals, there’s an activity to entertain everyone."
http://www.toronto4kids.com/Article-Archive/index.php?cp=6&si=50&tagID=353,Free High Park Children's Garden Drop-In Programs,http://www.toronto4kids.com/July-2014/High-Park-Childrens-Garden-Free-Family-Drop-In-Programs/,Free & Cheap Outings,http://www.toronto4kids.com/images/cache/cache_0/cache_0/cache_e/high-park-free-drop-in-06883e00.jpeg,July 2014,"This Summer, the High Park Children’s Garden is offering a free family drop-in program, that runs every Thursday. Families can take part in gardening and composting activities, and more!"
http://www.toronto4kids.com/Article-Archive/index.php?cp=6&si=50&tagID=353,Kids Bowl Free this Summer,http://www.toronto4kids.com/July-2014/Kids-Bowl-Free-this-Summer/,Free & Cheap Outings,http://www.toronto4kids.com/images/cache/cache_d/cache_3/cache_2/kids-bowl-free-c87fc23d.jpeg,July 2014,"Whether you are the king of strikes, spares, or gutter balls, it's always fun to bowl! And this Summer, kids can bowl two free games every single day by registering online for the Kids Bowl Free program!"
http://www.toronto4kids.com/Article-Archive/index.php?cp=6&si=50&tagID=353,YTV Summer Beach Bash,http://www.toronto4kids.com/July-2014/YTV-Summer-Beach-Bash-at-Sugar-Beach/,Free & Cheap Outings,http://www.toronto4kids.com/images/cache/cache_b/cache_4/cache_8/ytv-beach-d28f184b.jpeg,July 2014,"Nick Cannon will be hosting YTV’s Summer Beach Bash, a free family concert at Canada’s Sugar Beach on August 9, with live performances, extreme buskers, thrilling water stunts, and more!"
http://www.toronto4kids.com/Article-Archive/index.php?cp=6&si=50&tagID=353,KidsFest 2014 at Centre Island,http://www.toronto4kids.com/July-2014/KidsFest-2014-at-Centre-Island/,Free & Cheap Outings,http://www.toronto4kids.com/images/cache/cache_f/cache_5/cache_e/kids-fest-intro-eb8f4e5f.jpeg,July 2014,"KidsFest celebrates Summer with kid-sized activities and fun for the whole family! Face painting clowns, bouncing castles, colouring stations, animal visits from Far Enough Farm... Don't miss this free event!"
http://www.toronto4kids.com/Article-Archive/index.php?cp=6&si=50&tagID=353,July on the Cheap! 2014,http://www.toronto4kids.com/July-2014/July-on-the-Cheap/,Free & Cheap Outings,http://www.toronto4kids.com/images/cache/cache_9/cache_f/cache_3/July-Free-60f0a3f9.jpeg,July 2014,"It’s official! Summer has arrived. The kids are done with school, camp is around the corner and parents need some hot-weather fun to fill the gap. Blast off the Summer with these free or cheap events."
http://www.toronto4kids.com/Article-Archive/index.php?cp=6&si=50&tagID=353,Cineplex Family Favourites July 2014,http://www.toronto4kids.com/July-2014/Cineplex-Family-Favourites-July-2014/,Free & Cheap Outings,http://www.toronto4kids.com/images/cache/cache_4/cache_6/cache_9/cineplex-july-1749b964.jpeg,July 2014,Join Cineplex on Saturday mornings at 11:00am for Family Favourites. Watch a family favourite film each week for only $2.50. It's a fun and affordable way to enjoy the weekend with your family!
http://www.toronto4kids.com/Article-Archive/index.php?cp=7&si=60&tagID=353,Free Summer Movies in the Park,http://www.toronto4kids.com/July-2014/Free-Summer-Movies-in-the-Park/,Free & Cheap Outings,http://www.toronto4kids.com/images/cache/cache_d/cache_7/cache_c/free-movies-park-c7b69c7d.jpeg,July 2014,"Every Summer, families can gather in the park for another series of free movies. So get there early to ""claim your spot"" and enjoy the show at one of these free outdoor Summer movies! Here's the list!"
