URL,Title,Address,Classes,Camps,Class Schedule link,Camp Schedule Link,Hours,Registration,Age Range,Cost,Phone,Website,Mail ID,Description,Love Rating,Image URL
http://hulafrog.com/chandler-az/east-valley-childrens-theatre-mesa-83/,East Valley Childrens Theatre,"1 E. Main StMesa, AZ 85211",Acting,,,,,,,,480-756-3828,http://www.evct.org/index.html,info@evct.org,"East Valley Children?s Theatre (EVCT) is more than just a theatre. It is a place where children can grow and develop into confident young adults. At EVCT youth gain self-esteem, and develop creativity. Its mission is to offer youth age 5-18 opportunities to experience the process and product of live theatrical performances, by children for children. School age children and adolescents age 8-18 are invited to audition for every show. Auditions are conducted by highly qualified production teams which vary from show to show. No previous experience is required for children to audition and no advance preparation is needed. We provide youth of the East Valley the opportunity to participate in community-based quality theatrical events for the purpose of developing and enhancing confidence, individual creativity and self-esteem. We are dedicated to the development of active performers, crews and audience.",0,http://hulafrog.com/hulastock/subcat/Default-Image-Places-Theaters-and-Concert-Halls.jpg
http://hulafrog.com/chandler-az/ultimate-play-date-scottsdale-c1/,Ultimate Play Date,Outside on the Mall at Scottsdale'  s Civic Center LibraryScottsdale 85255,,,,,,No,"Babies, Preschoolers, Elementary",,480.312.7050,http://www.scottsdalelibrary.org/ultimateplaydate,, We will be at this years ULTIMATE PLAY DATE! Come and play some FREE Sportball games with us. ,4,http://hulafrogportal.com/sugar/dev/uploads/thumbnail_1428008011765967922.png
http://hulafrog.com/chandler-az/connect5family-center-of-chandler--c7/,Connect5Family Center of Chandler,"222 East Warner Road, AZ 85255","Arts, Dance, Learning, Music, Sports, Other","All, Arts, Dance, Music, Sports, Other",,,Mon. - Sat.: 9:00 AM - 7:00 PM<br/>Sunday: 12:00 PM - 5:00 PM,,,,480-699-2122,http://www.Connect5FC.com,,"Welcome to the neighborhood!  Actually, there're five neighborhoods for you to explore.  Develop the mind and body by stepping through the gates and onto the mats as you begin your journey in Villari's Martial Arts.  Children can run jump, play and learn in Discovery Park.  Families can enjoy a delicious meal in Kicks Cafe.  Register for a Mind and Motion workshop and explore music, dance, fitness, stress management, arts and crafts, and more.  Plan a Spotlight Celebrations for your special event, or celebrate with friends by choosing one of our Adventure Birthday Packages.

We serve as a true center; a hub that brings together family, friends, students, educators, and community.  It's all about connection.  It's about families learning and playing together and friends celebrating each other's special moments.  It's about reinforcing educator's efforts to provide 21st century learning opportunities for students by providing tools and programs that help them succeed at home and in school. You'll also see us out in the community supporting local events, groups, and   charities.     
",9,http://hulafrog.com/hulastock/subcat/Default-Image-Places-Other.jpg
http://hulafrog.com/chandler-az/let-s-play-music-with-kendra-flake-mesa-apache-junction-ca/,Let's Play Music with Kendra Flake,"10649 E. Bramble Ave.Mesa, Apache Junction, AZ 85208",Music,,,,"Classes are scheduled at various times Monday - Friday, 9:00 - 6:00. Please see my schedules page.",,,,480-577-7104,http://www.letsplaymusicsite.com,misskendrasmusic@gmail.com,"Group music lessons for children that emphasize total musicianship through piano playing, singing, classical music, note reading, and ear training. The Mom and Me classes provide excellent music training designed for 2-4 year-olds and their parents. The school-age curriculum is a 3-year program designed for children entering the program at age 4-5. By the time your child graduates from the program at age 7-8, they will have many skills to help them soar in any music lessons of choice. They will be playing the piano with two hands, singing in harmony, and will have the skills to write her/his own music!",2,http://hulafrog.com/hulastock/subcat/Default-Image-Classes-Music.jpg
http://hulafrog.com/chandler-az/connect5family-center-of-chandler--c7/,Connect5Family Center of Chandler,"222 East Warner Road, AZ 85255","Arts, Dance, Learning, Music, Sports, Other","All, Arts, Dance, Music, Sports, Other",,,Mon. - Sat.: 9:00 AM - 7:00 PM<br/>Sunday: 12:00 PM - 5:00 PM,,,,480-699-2122,http://www.Connect5FC.com,,"Welcome to the neighborhood!  Actually, there're five neighborhoods for you to explore.  Develop the mind and body by stepping through the gates and onto the mats as you begin your journey in Villari's Martial Arts.  Children can run jump, play and learn in Discovery Park.  Families can enjoy a delicious meal in Kicks Cafe.  Register for a Mind and Motion workshop and explore music, dance, fitness, stress management, arts and crafts, and more.  Plan a Spotlight Celebrations for your special event, or celebrate with friends by choosing one of our Adventure Birthday Packages.

We serve as a true center; a hub that brings together family, friends, students, educators, and community.  It's all about connection.  It's about families learning and playing together and friends celebrating each other's special moments.  It's about reinforcing educator's efforts to provide 21st century learning opportunities for students by providing tools and programs that help them succeed at home and in school. You'll also see us out in the community supporting local events, groups, and   charities.     
",9,http://hulafrog.com/hulastock/subcat/Default-Image-Places-Other.jpg
http://hulafrog.com/chandler-az/snedigar-recreation-center-chandler-75/,Snedigar Recreation Center,"4500 S. Basha Rd.Chandler, AZ 85248","Arts, Cooking, Dance, Gymnastics, Learning, Languages, Martial, Nature, Music, Religious, Sports",All,http://www.chandleraz.gov/content/Break-Time-brochure.pdf,http://www.chandleraz.gov/content/intersession-camps-classes.pdf,"MON-THURS: 8:00 AM-9:00 PM, FRI: 8:00 AM-5:00 PM, SAT: 9:00 AM-2:00 PM",,,,(480) 782-2640,http://www.chandleraz.gov/default.aspx?pageid=630,susan.richardson@chandleraz.gov,"Chandler's Snedigar Recreation Center and Sportsplex serves the community with youth and adult classes, activities, sports, athletic fields, skate park and more",3,http://hulafrog.com/hulastock/subcat/Default-Image-Camps-All-Around.jpg
http://hulafrog.com/chandler-az/tumbleweed-recreation-center-chandler-93/,Tumbleweed Recreation Center,"745 E. Germann RdChandler, AZ 85286","Acting, Arts, Cooking, Dance, Gymnastics, Learning, Languages, Martial, Nature, Music, Sports",All,http://www.chandleraz.gov/default.aspx?pageid=299,http://www.chandleraz.gov/content/TRCSpringYouthParentGuide214.pdf,"MON-FRI: 5 AM-8 PM, SAT: 7 AM-8 PM, SUN: 10 AM-6:30 PM.",,,,480-782-2900,http://chandleraz.gov/default.aspx?pageid=781,abel.mendoza@chandleraz.gov,"Tumbleweed Recreation Center is a part of Chandler Parks and Recreation.  We offer a variety of classes, events, and activities for your family to enjoy!",3,http://hulafrog.com/hulastock/subcat/Default-Image-Wellness-Fitness-Centers.jpg
http://hulafrog.com/chandler-az/chandler-center-for-the-arts-chandler-e6/,Chandler Center For The Arts,"250 N. Arizona AvenueChandler, AZ 85225","Acting, Arts, Dance, Music","Dance, Music, Performing",http://chandlercenter.org/connecting/camp/workshop.html,http://chandlercenter.org/connecting/camp-kidz-main.html,"MON-FRI: 10:00 AM-5:00 PM, SAT: 12:00 PM-5:00 PM",,,,(480) 782-2674,http://chandlercenter.org,judi.johnson@chandleraz.gov,Research shows that the benefit of arts experiences has a tremendous impact on the developmental growth of young people. Youth exposed to the arts are more successful in the classroom and have increased developmental life skills. The Chandler Center for the Arts provides youth with an array of programmatic opportunities for them to experience the magic of the arts through the Connecting Kidz programs.,2,http://hulafrog.com/hulastock/subcat/Default-Image-Recreation-Centers.jpg
http://hulafrog.com/chandler-az/chandler-gilbert-family-ymca--29/,Chandler/Gilbert Family YMCA,"1655 West Frye Road, AZ 85224","Acting, Arts, Cooking, Dance, Gymnastics, Learning, Languages, Martial, Nature, Music, Sports, Swim, Other","Academic, All, Arts, Cooking, Dance, Music, Sports, Swim",http://www.valleyymca.org/selectionETLAH.cfm,http://www.valleyymca.org/selectionCamp.cfm,Mon. - Sun.: 12:00 AM - 12:00 AM,,,,480-899-9622,http://www.valleyymca.org/chandlergilbert,,"1655 West Frye Road,Chandler, AZ 85224Phone: (480) 899-9622  Jessie Sands, Executive Director Hours:Mon-Thu 5:00AM to 10:00PM Friday 5:-00AM to 9:30PM Saturday 7:00AM to 6:00PM Sunday 11:00AM to 4:00PM",2,http://hulafrog.com/hulastock/subcat/Default-Image-Places-Other.jpg
http://hulafrog.com/chandler-az/gymboree-play-music-chandler-5c/,Gymboree Play & Music,"2160 W. Chandler BlvdChandler, AZ 85224","Arts, Learning, Music","Arts, Music, Sports",,,"MON-FRI:6:00AM-9:00PM,SAT:7:00AM-3:00PM,SUN:8:00AM-4:00PM",,,,480-963-1756,http://www.gymboreeclasses.com/index.jsp,regina_mirizio@gymboree.com,"Gymboree Play & Music has been fostering creativity and confidence in children ages 0-5 for over 30 years. Today there are over 550 locations in 30 countries, making us the global leader in early childhood development programs. Designed by experts, our age-appropriate activities help develop the cognitive, physical and social skills of children as they play. Our programs are also recognized for their unique approach to parent involvement?which encourages participation in and understanding of each child?s development.



",1,http://hulafrog.com/hulastock/subcat/Default-Image-Places-Other.jpg
http://hulafrog.com/chandler-az/ldvinci-art-studio-chandler-65/,LDVinci Art Studio,"3355 West Chandler BoulevardChandler, AZ 85226","Arts, Dance, Music","Arts, Dance, Music",http://ldvinci.net/about.php,,"MON-FRI: 9:15 AM-8:00 PM, SAT 9:15 AM-5:00 PM",,,,(480) 726-7382,http://www.ldvinci.net/index.php,info@ldvinci.com,"Our creative space is an original art studio offering painting, dance and music lessons for kids and adults in one inspiring location. The mission of our studio is to provide students with a high quality painting, dance and music education. LDVinci's open studio craft time is a unique opportunity for parents to participate with their child in an artistic environment.",1,http://hulafrog.com/hulastock/subcat/Default-Image-Places-Other.jpg
http://hulafrog.com/chandler-az/sundust-gallery--51/,SunDust Gallery,"207 East Williams Field Road #102, AZ 85295",Arts,,,http://www.sundustgallery.com/,Mon. - Sat.: 10:00 AM - 6:00 PM<br/>Sunday: 11:00 AM - 6:00 PM,,,,480-464-6077,http://www.sundustgallery.com,,"SunDust Gallery offers an award winning Private and Semi Private art lessons in various types of art forms, a drop in and paint studio for families, Adult Sip & Paint BYOB classes, Private Paint Parties, Kids Birthday Paint Parties, Team Building & Fund Raising parties. Local artwork for sale.",1,http://hulafrog.com/hulastock/subcat/Default-Image-Places-Drop-In-Art-Studios.jpg
http://hulafrog.com/chandler-az/as-you-wish-pottery-chandler-chandler-62/,As You Wish Pottery- Chandler,"2970 E Germann Rd #4Chandler, AZ 85286",Arts,Arts,,,"MON-THU 10:00 AM-9:00 PM,FRI-SAT: 10:00 AM-10:00 PM, SUN:11:00 AM-6:00 PM",,,,480-899-1231,http://www.asyouwishpottery.com/,susie@asyouwishpottery.com,"As You Wish As You Wish is a great place to flex your creative muscle and have some fun.  We provide paints, brushes, expert assistance and anything else you need to let your inner artist out!  You can stop in anytime!  We also happily accept reservations.  Just contact your local studio.  Reservations are suggested on weekends, holidays, and days when school is out.",0,http://hulafrog.com/hulastock/subcat/Default-Image-Camps-Arts-and-Crafts.jpg
http://hulafrog.com/chandler-az/bricks-4-kidz--a7/,Bricks 4 Kidz,",Classes:  Arts",Arts,Arts,,,,,,,(480) 717-7573,http://www.bricks4kidz.com/arizona-phoenix-eastvalley/,kkretsch@bricks4kidz.com,,0,http://hulafrog.com/hulastock/subcat/Default-Image-Places-Other.jpg
http://hulafrog.com/chandler-az/chandler-community-center-chandler-7c/,Chandler Community Center,"125 East Commonwealth AvenueChandler, AZ 85224","Arts, Nature, Sports, Other",,http://www.chandleraz.gov/content/Break-Time-brochure.pdf,http://www.chandleraz.gov/Content/summer-camps-youth.pdf,"MON-THURS: 8:00 AM-9:00 PM, FRI: 8:00 AM-5:00 PM, SAT: 9:00 AM-2:00 PM",,,,(480) 782-2727,http://chandleraz.gov/default.aspx?pageid=782,courtney.allen@chandleraz.gov,"The Chandler Recreation Division coordinates a variety of programs year-round for youths, teens, adults, senior citizens and people with disabilities.",0,http://hulafrog.com/hulastock/subcat/County-Parks-Default.jpg
http://hulafrog.com/chandler-az/club-cusd--fb/,Club CUSD,",Classes:  Arts, Other","Arts, Other","All, Arts, Other",,,,,,,(480) 224-3900,http://www.mychandlerschools.org/page/1033,enrichment-program@chandler.k12.az.us,"Community Education is harnessing the talents of CUSD staff and outside vendors in a joint effort to offer the community discovery opportunities ranging in topics from Health and Wellness to Arts and Crafts...and everything in between! Classes will take place after school hours, as well as during intersessions and summer breaks.",0,http://hulafrog.com/hulastock/subcat/Default-Image-Camps-All-Around.jpg
http://hulafrog.com/chandler-az/community-education-cusd-chandler-63/,Community Education CUSD,"1525 West Frye RoadChandler, AZ 85224","Arts, Other","All, Arts, Other",,,MON-FRI: 8:00 AM-5:00 PM,,,,480-224-3900,http://www.mychandlerschools.org/page/1033,community-education@chandler.k12.az.us,"Community Education is harnessing the talents of CUSD staff and outside vendors in a joint effort to offer the community discovery opportunities ranging in topics from Health and Wellness to Arts and Crafts...and everything in between! Classes will take place after school hours, as well as during intersessions and summer breaks.",0,http://hulafrog.com/hulastock/subcat/Default-Image-Camps-All-Around.jpg
http://hulafrog.com/chandler-az/creativity-and-movement-mesa-8ff/,Creativity and Movement,"5050 East University DriveMesa, AZ 85204","Arts, Dance, Sports","Arts, Dance, Performing, Sports",,,"M-F 9:00 AM - 8:00 PM, Sat-Sun: 9:00 AM - 8:00 PM",,,,480-703-4872,http://www.creativityandmovement.com,,"Without exception, Creativity and Movement offers fun programs that can be tweaked to meet the needs of your school or organization.  We offer art program, kids yoga, drum and music circles and hula hooping classes SPECIFICALLY GEARED to your age groups.  We specialize in working with groups ages 4-10.   Ideally we structure our programs for groups of 4-15 children to give each child a more intimate experience.  We bring all equipment and supplies to you.  Experience the difference that having a joy filled and creatively passionate teacher makes in igniting the hearts of your children",0,http://hulafrogportal.com/sugar/dev/uploads/thumbnail_1426168109564718813.jpg
http://hulafrog.com/chandler-az/hobby-lobby-gilbert-ab/,Hobby Lobby,"4095 S. GilbertGilbert, AZ 85297",Arts,,http://www.hobbylobby.com/ClassSchedule/?storeno=00442,,"MON-FRI: 9:00 AM-8:00 PM, SAT 9:00 AM-8:00PM",,,,(480) 855-5109,http://www.hobbylobby.com,CN160@abc.com,Hobby Lobby offers a variety of opportunities for you child to express themselves through arts and crafts.,0,http://hulafrog.com/hulastock/subcat/Default-Image-Places-Other.jpg
http://hulafrog.com/chandler-az/josey-s-art-school-chandler-c4/,Josey's Art School,"2954 North Oregon StreetChandler, AZ 85225",Arts,Arts,,,,,,,480-359-0180,http://www.joseysartschool.com,wellofcreations@gmail.com,"Each child will create 2 9x12 paintings in mixed media format.  We will use acrylic paint, watercolors, glue, collage paper and stencils to design one of a kind creations straight from the child's imagination.  I give step by step instructions but the children are also allowed to create as their hearts desire.  



This program was developed by me and taps into pattern making, color mixing, layering and individuality.



What size party will this work for?

I would recommend the party attendance range between 4 to 8 girls



Who are the parties geared toward?

I specialize in teaching 6 to 9 year old girls with the themes I have developed but I am open to discussing other themes for older/younger children.",0,http://hulafrog.com/hulastock/subcat/Default-Image-Camps-Arts-and-Crafts.jpg
http://hulafrog.com/chandler-az/lakeshore-learning-phoenix-2a/,Lakeshore Learning,"4819 E. Ray RoadPhoenix, AZ 85044",Arts,,,,"MON-SAT 9:00 AM-9:00 PM, SUN 11:00 AM-6:00 PM.",,,,480-940-7700,http://www.lakeshorelearning.com,mdavis@lakeshorelearning.com,Learning materials for children.  Weekly children's craft activity offered.,0,http://hulafrog.com/hulastock/subcat/Default-Image-Shopping-Arts-and-Crafts-Supplies.jpg
http://hulafrog.com/chandler-az/masterpiece-art-studio-mesa-2a/,Masterpiece Art Studio,"2325 S StandageMesa, AZ 85202",Arts,,,,830am - 6pm M-F,,,,480-250-0938,https://www.facebook.com/YourMasterpieceArtStudio,masterpiece_artstudio@yahoo.com,"Masterpiece Art Studio is a place where artists are allowed to use their imagination while they experiment  with new colors, art tools and techniques that will help them build their own masterpieces. They acquiere a deeper understanding and appreciation for the world of art, as they realize how the creative mind that everyone is born with can positivly impact every aspect of their lives.",0,http://hulafrog.com/hulastock/subcat/Default-Image-Classes-Arts-and-Crafts.jpg
http://hulafrog.com/chandler-az/mesa-arts-center-mesa-61/,Mesa Arts Center,"One East Main StreetMesa, AZ 85201",Arts,Arts,,,,,,,480-644.6500,http://www.mesaartscenter.com/index.php,artscenterinfo@mesaartscenter.com,"Everyone will find something of interest at our facility and within our arts programming. The MAC is centrally located in the heart of downtown Mesa, at the southeast corner of Center and Main streets. We offer plentiful, nearby parking on our own surface lot, on adjacent streets, and on several public parking lots within an easy two-block walk.",0,http://hulafrog.com/hulastock/subcat/Default-Image-Camps-Arts-and-Crafts.jpg
http://hulafrog.com/chandler-az/ultimate-play-date-scottsdale-c1/,Ultimate Play Date,Outside on the Mall at Scottsdale'  s Civic Center LibraryScottsdale 85255,,,,,,No,"Babies, Preschoolers, Elementary",,480.312.7050,http://www.scottsdalelibrary.org/ultimateplaydate,, We will be at this years ULTIMATE PLAY DATE! Come and play some FREE Sportball games with us. ,4,http://hulafrogportal.com/sugar/dev/uploads/thumbnail_1428008011765967922.png
http://hulafrog.com/chandler-az/connect5family-center-of-chandler--c7/,Connect5Family Center of Chandler,"222 East Warner Road, AZ 85255","Arts, Dance, Learning, Music, Sports, Other","All, Arts, Dance, Music, Sports, Other",,,Mon. - Sat.: 9:00 AM - 7:00 PM<br/>Sunday: 12:00 PM - 5:00 PM,,,,480-699-2122,http://www.Connect5FC.com,,"Welcome to the neighborhood!  Actually, there're five neighborhoods for you to explore.  Develop the mind and body by stepping through the gates and onto the mats as you begin your journey in Villari's Martial Arts.  Children can run jump, play and learn in Discovery Park.  Families can enjoy a delicious meal in Kicks Cafe.  Register for a Mind and Motion workshop and explore music, dance, fitness, stress management, arts and crafts, and more.  Plan a Spotlight Celebrations for your special event, or celebrate with friends by choosing one of our Adventure Birthday Packages.

We serve as a true center; a hub that brings together family, friends, students, educators, and community.  It's all about connection.  It's about families learning and playing together and friends celebrating each other's special moments.  It's about reinforcing educator's efforts to provide 21st century learning opportunities for students by providing tools and programs that help them succeed at home and in school. You'll also see us out in the community supporting local events, groups, and   charities.     
",9,http://hulafrog.com/hulastock/subcat/Default-Image-Places-Other.jpg
http://hulafrog.com/chandler-az/let-s-play-music-with-kendra-flake-mesa-apache-junction-ca/,Let's Play Music with Kendra Flake,"10649 E. Bramble Ave.Mesa, Apache Junction, AZ 85208",Music,,,,"Classes are scheduled at various times Monday - Friday, 9:00 - 6:00. Please see my schedules page.",,,,480-577-7104,http://www.letsplaymusicsite.com,misskendrasmusic@gmail.com,"Group music lessons for children that emphasize total musicianship through piano playing, singing, classical music, note reading, and ear training. The Mom and Me classes provide excellent music training designed for 2-4 year-olds and their parents. The school-age curriculum is a 3-year program designed for children entering the program at age 4-5. By the time your child graduates from the program at age 7-8, they will have many skills to help them soar in any music lessons of choice. They will be playing the piano with two hands, singing in harmony, and will have the skills to write her/his own music!",2,http://hulafrog.com/hulastock/subcat/Default-Image-Classes-Music.jpg
http://hulafrog.com/chandler-az/snedigar-recreation-center-chandler-75/,Snedigar Recreation Center,"4500 S. Basha Rd.Chandler, AZ 85248","Arts, Cooking, Dance, Gymnastics, Learning, Languages, Martial, Nature, Music, Religious, Sports",All,http://www.chandleraz.gov/content/Break-Time-brochure.pdf,http://www.chandleraz.gov/content/intersession-camps-classes.pdf,"MON-THURS: 8:00 AM-9:00 PM, FRI: 8:00 AM-5:00 PM, SAT: 9:00 AM-2:00 PM",,,,(480) 782-2640,http://www.chandleraz.gov/default.aspx?pageid=630,susan.richardson@chandleraz.gov,"Chandler's Snedigar Recreation Center and Sportsplex serves the community with youth and adult classes, activities, sports, athletic fields, skate park and more",3,http://hulafrog.com/hulastock/subcat/Default-Image-Camps-All-Around.jpg
http://hulafrog.com/chandler-az/tumbleweed-recreation-center-chandler-93/,Tumbleweed Recreation Center,"745 E. Germann RdChandler, AZ 85286","Acting, Arts, Cooking, Dance, Gymnastics, Learning, Languages, Martial, Nature, Music, Sports",All,http://www.chandleraz.gov/default.aspx?pageid=299,http://www.chandleraz.gov/content/TRCSpringYouthParentGuide214.pdf,"MON-FRI: 5 AM-8 PM, SAT: 7 AM-8 PM, SUN: 10 AM-6:30 PM.",,,,480-782-2900,http://chandleraz.gov/default.aspx?pageid=781,abel.mendoza@chandleraz.gov,"Tumbleweed Recreation Center is a part of Chandler Parks and Recreation.  We offer a variety of classes, events, and activities for your family to enjoy!",3,http://hulafrog.com/hulastock/subcat/Default-Image-Wellness-Fitness-Centers.jpg
